Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NTL_2018_EML,7.0,7.0,1.0,1.0
Resource Identifier,NTL_2018_EML,7.0,7.0,1.0,1.0
Resource Title,NTL_2018_EML,7.0,7.0,1.0,1.0
Author / Originator,NTL_2018_EML,28.0,7.0,4.0,1.0
Metadata Contact,NTL_2018_EML,7.0,7.0,1.0,1.0
Contributor Name,NTL_2018_EML,0.0,0.0,0.0,0.0
Publisher,NTL_2018_EML,0.0,0.0,0.0,0.0
Publication Date,NTL_2018_EML,7.0,7.0,1.0,1.0
Resource Contact,NTL_2018_EML,14.0,7.0,2.0,1.0
Abstract,NTL_2018_EML,7.0,7.0,1.0,1.0
Keyword,NTL_2018_EML,112.0,7.0,16.0,1.0
Resource Distribution,NTL_2018_EML,7.0,7.0,1.0,1.0
Spatial Extent,NTL_2018_EML,30.0,7.0,4.29,1.0
Taxonomic Extent,NTL_2018_EML,0.0,0.0,0.0,0.0
Temporal Extent,NTL_2018_EML,7.0,7.0,1.0,1.0
Maintenance,NTL_2018_EML,6.0,6.0,0.86,0.8571428571428571
Resource Use Constraints,NTL_2018_EML,7.0,7.0,1.0,1.0
Process Step,NTL_2018_EML,7.0,7.0,1.0,1.0
Project Description,NTL_2018_EML,0.0,0.0,0.0,0.0
Entity Type Definition,NTL_2018_EML,20.0,7.0,2.86,1.0
Attribute Definition,NTL_2018_EML,361.0,7.0,51.57,1.0
Resource Access Constraints,NTL_2018_EML,7.0,7.0,1.0,1.0
Resource Format,NTL_2018_EML,20.0,7.0,2.86,1.0
Attribute List,NTL_2018_EML,20.0,7.0,2.86,1.0
Attribute Constraints,NTL_2018_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NTL_2018_EML,0.0,0.0,0.0,0.0
