Collection,Record,Abstract,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Keyword,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Process Step,Project Description,Project Name,Publication Date,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Language,Resource Lineage,Resource Long Name,Resource Status,Resource Title,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2017,347.1.xml,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,115.0,1.0,1.0,1.0,1.0
2017,348.1.xml,1.0,45.0,8.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,2.0,6.0,1.0,8.0,8.0,10.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,0.0,1.0,291.0,1.0,1.0,1.0,6.0
2017,348.2.xml,1.0,45.0,8.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,2.0,6.0,1.0,8.0,8.0,10.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,0.0,1.0,291.0,1.0,1.0,1.0,6.0
2017,349.1.xml,1.0,23.0,4.0,12.0,12.0,4.0,9.0,8.0,0.0,0.0,1.0,8.0,1.0,4.0,4.0,23.0,4.0,0.0,1.0,0.0,1.0,8.0,3.0,2.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,1.0,190.0,2.0,2.0,1.0,8.0
2017,349.2.xml,1.0,23.0,4.0,12.0,12.0,4.0,9.0,8.0,0.0,0.0,1.0,8.0,1.0,4.0,4.0,23.0,4.0,0.0,1.0,0.0,1.0,8.0,3.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,1.0,200.0,2.0,2.0,1.0,8.0
2017,35.20.xml,1.0,11.0,1.0,4.0,4.0,3.0,4.0,7.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,0.0,0.0,1.0,186.0,7.0,7.0,1.0,7.0
2017,350.1.xml,1.0,14.0,1.0,4.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,177.0,0.0,0.0,0.0,10.0
2017,350.2.xml,1.0,14.0,1.0,4.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,177.0,0.0,0.0,0.0,10.0
2017,350.3.xml,1.0,14.0,1.0,4.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,193.0,0.0,0.0,0.0,10.0
2017,350.4.xml,1.0,14.0,1.0,4.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1.0,9.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,10.0
2017,350.5.xml,1.0,14.0,1.0,4.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1.0,9.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,211.0,0.0,0.0,0.0,10.0
2017,350.6.xml,1.0,14.0,1.0,4.0,4.0,2.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1.0,9.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,211.0,0.0,0.0,0.0,10.0
2017,351.0.xml,1.0,13.0,1.0,4.0,4.0,2.0,4.0,19.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,21.0,4.0,0.0,1.0,0.0,1.0,18.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,19.0,1.0,0.0,0.0,1.0,211.0,0.0,0.0,0.0,19.0
2017,351.1.xml,1.0,13.0,1.0,4.0,4.0,2.0,4.0,19.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,21.0,4.0,0.0,1.0,0.0,1.0,18.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,19.0,1.0,0.0,0.0,1.0,210.0,0.0,0.0,0.0,19.0
2017,351.2.xml,1.0,13.0,1.0,4.0,4.0,2.0,4.0,19.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,21.0,4.0,0.0,1.0,0.0,1.0,18.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,19.0,1.0,0.0,0.0,1.0,218.0,0.0,0.0,0.0,19.0
2017,351.3.xml,1.0,13.0,1.0,4.0,4.0,2.0,4.0,19.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,21.0,4.0,0.0,1.0,0.0,1.0,18.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,19.0,1.0,0.0,0.0,1.0,228.0,0.0,0.0,0.0,19.0
2017,352.1.xml,1.0,11.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,11.0,3.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0,8.0
2017,352.2.xml,1.0,11.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,11.0,3.0,0.0,1.0,0.0,1.0,7.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,159.0,0.0,0.0,0.0,8.0
2017,352.3.xml,1.0,11.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,11.0,3.0,0.0,1.0,0.0,1.0,7.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,169.0,0.0,0.0,0.0,8.0
2017,353.1.xml,1.0,15.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,14.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,156.0,0.0,0.0,0.0,5.0
2017,353.2.xml,1.0,15.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,14.0,3.0,0.0,1.0,0.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,163.0,0.0,0.0,0.0,5.0
2017,353.3.xml,1.0,15.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,14.0,3.0,0.0,1.0,0.0,1.0,4.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,176.0,0.0,0.0,0.0,5.0
2017,353.4.xml,1.0,15.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,14.0,3.0,0.0,1.0,0.0,1.0,4.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,176.0,0.0,0.0,0.0,5.0
2017,354.0.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,171.0,0.0,0.0,0.0,8.0
2017,354.1.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,171.0,0.0,0.0,0.0,8.0
2017,354.2.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1.0,7.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,8.0
2017,354.3.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1.0,7.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,8.0
2017,354.4.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1.0,7.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,188.0,0.0,0.0,0.0,8.0
2017,355.0.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,16.0,4.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,175.0,0.0,0.0,0.0,6.0
2017,355.1.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,16.0,4.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,175.0,0.0,0.0,0.0,6.0
2017,355.2.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,16.0,4.0,1.0,1.0,0.0,1.0,6.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,182.0,0.0,0.0,0.0,6.0
2017,355.3.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,16.0,4.0,1.0,1.0,0.0,1.0,6.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,196.0,0.0,0.0,0.0,6.0
2017,355.4.xml,1.0,16.0,1.0,4.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,16.0,4.0,1.0,1.0,0.0,1.0,6.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,196.0,0.0,0.0,0.0,6.0
2017,4.18.xml,1.0,78.0,3.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,32.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,346.0,1.0,1.0,1.0,1.0
2017,40.18.xml,1.0,22.0,1.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,205.0,3.0,3.0,1.0,3.0
2017,5.19.xml,1.0,10.0,3.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,156.0,1.0,1.0,1.0,1.0
2017,6.16.xml,1.0,15.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,194.0,10.0,10.0,1.0,11.0
2017,6.23.xml,1.0,15.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,201.0,10.0,10.0,1.0,11.0
2017,7.17.xml,1.0,6.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,152.0,10.0,10.0,1.0,11.0
2017,7.23.xml,1.0,6.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,159.0,10.0,10.0,1.0,11.0
2017,8.16.xml,1.0,94.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,302.0,10.0,10.0,1.0,11.0
2017,8.23.xml,1.0,94.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,0.0,1.0,11.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,0.0,1.0,308.0,10.0,10.0,1.0,11.0
2017,87.21.xml,1.0,8.0,1.0,4.0,4.0,3.0,4.0,7.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,0.0,0.0,1.0,129.0,7.0,7.0,1.0,7.0
2017,87.22.xml,1.0,8.0,1.0,4.0,4.0,3.0,4.0,7.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,0.0,0.0,1.0,134.0,7.0,7.0,1.0,7.0
2017,88.20.xml,1.0,15.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,162.0,3.0,3.0,1.0,5.0
2017,88.23.xml,1.0,15.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,167.0,3.0,3.0,1.0,5.0
2017,9.18.xml,1.0,7.0,2.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,1.0
