Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NTL_2012_EML,37.0,37.0,1.0,1.0
Resource Identifier,NTL_2012_EML,37.0,37.0,1.0,1.0
Resource Title,NTL_2012_EML,37.0,37.0,1.0,1.0
Author / Originator,NTL_2012_EML,130.0,37.0,3.51,1.0
Metadata Contact,NTL_2012_EML,37.0,37.0,1.0,1.0
Contributor Name,NTL_2012_EML,0.0,0.0,0.0,0.0
Publisher,NTL_2012_EML,37.0,37.0,1.0,1.0
Publication Date,NTL_2012_EML,37.0,37.0,1.0,1.0
Resource Contact,NTL_2012_EML,70.0,37.0,1.89,1.0
Abstract,NTL_2012_EML,37.0,37.0,1.0,1.0
Keyword,NTL_2012_EML,285.0,37.0,7.7,1.0
Resource Distribution,NTL_2012_EML,37.0,37.0,1.0,1.0
Spatial Extent,NTL_2012_EML,37.0,37.0,1.0,1.0
Taxonomic Extent,NTL_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,NTL_2012_EML,37.0,37.0,1.0,1.0
Maintenance,NTL_2012_EML,33.0,33.0,0.89,0.8918918918918919
Resource Use Constraints,NTL_2012_EML,37.0,37.0,1.0,1.0
Process Step,NTL_2012_EML,36.0,36.0,0.97,0.972972972972973
Project Description,NTL_2012_EML,26.0,26.0,0.7,0.7027027027027027
Entity Type Definition,NTL_2012_EML,43.0,26.0,1.16,0.7027027027027027
Attribute Definition,NTL_2012_EML,479.0,27.0,12.95,0.7297297297297297
Resource Access Constraints,NTL_2012_EML,37.0,37.0,1.0,1.0
Resource Format,NTL_2012_EML,44.0,27.0,1.19,0.7297297297297297
Attribute List,NTL_2012_EML,44.0,27.0,1.19,0.7297297297297297
Attribute Constraints,NTL_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NTL_2012_EML,0.0,0.0,0.0,0.0
