Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,41,41,1.00,100.00%
Abstract,2016_EML,41,41,1.00,100.00%
Attribute Definition,2016_EML,1110,40,27.07,97.56%
Attribute List,2016_EML,76,40,1.85,97.56%
Author,2016_EML,121,41,2.95,100.00%
Author / Originator,2016_EML,121,41,2.95,100.00%
Author / Originator Email Address,2016_EML,22,13,0.54,31.71%
Author / Originator World Wide Web Address,2016_EML,108,41,2.63,100.00%
Bounding Box,2016_EML,57,39,1.39,95.12%
Contributor Name,2016_EML,7,3,0.17,7.32%
Contributor Role,2016_EML,6,3,0.15,7.32%
Distribution Format,2016_EML,44,40,1.07,97.56%
Easternmost Longitude,2016_EML,57,39,1.39,95.12%
End Time,2016_EML,40,40,0.98,97.56%
Entity Type Definition,2016_EML,81,40,1.98,97.56%
Entity and Attribute Information,2016_EML,81,40,1.98,97.56%
Keyword,2016_EML,407,41,9.93,100.00%
Keyword Vocabulary,2016_EML,87,41,2.12,100.00%
Maintenance,2016_EML,30,30,0.73,73.17%
Metadata Access Constraints,2016_EML,41,41,1.00,100.00%
Metadata Contact,2016_EML,29,29,0.71,70.73%
Metadata Use Constraints,2016_EML,41,41,1.00,100.00%
Northernmost Latitude,2016_EML,57,39,1.39,95.12%
Organization Name,2016_EML,268,41,6.54,100.00%
Originating Organization,2016_EML,96,41,2.34,100.00%
Process Step,2016_EML,39,39,0.95,95.12%
Project Description,2016_EML,26,26,0.63,63.41%
Project Name,2016_EML,108,41,2.63,100.00%
Publication Date,2016_EML,41,41,1.00,100.00%
Publisher,2016_EML,27,27,0.66,65.85%
Publisher E-Mail,2016_EML,27,27,0.66,65.85%
Publisher URL,2016_EML,27,27,0.66,65.85%
Related Resource Citation,2016_EML,26,26,0.63,63.41%
Resource Access Constraints,2016_EML,41,41,1.00,100.00%
Resource Contact,2016_EML,119,41,2.90,100.00%
Resource Creation/Revision Date,2016_EML,41,41,1.00,100.00%
Resource Distribution,2016_EML,41,41,1.00,100.00%
Resource Format,2016_EML,44,40,1.07,97.56%
Resource Identifier,2016_EML,41,41,1.00,100.00%
Resource Identifier Type,2016_EML,41,41,1.00,100.00%
Resource Language,2016_EML,41,41,1.00,100.00%
Resource Lineage,2016_EML,39,39,0.95,95.12%
Resource Long Name,2016_EML,41,41,1.00,100.00%
Resource Status,2016_EML,41,41,1.00,100.00%
Resource Title,2016_EML,41,41,1.00,100.00%
Resource Use Constraints,2016_EML,41,41,1.00,100.00%
Resource on-line Link,2016_EML,41,41,1.00,100.00%
Rights,2016_EML,41,41,1.00,100.00%
Security Constraints,2016_EML,41,41,1.00,100.00%
Southernmost Latitude,2016_EML,57,39,1.39,95.12%
Spatial Extent,2016_EML,57,39,1.39,95.12%
Start Time,2016_EML,40,40,0.98,97.56%
Temporal Extent,2016_EML,41,41,1.00,100.00%
Unknown,2016_EML,8737,41,213.10,100.00%
Vertical Maximum,2016_EML,17,4,0.41,9.76%
Vertical Minimum,2016_EML,17,4,0.41,9.76%
Vertical Resolution,2016_EML,4,4,0.10,9.76%
Westernmost Longitude,2016_EML,57,39,1.39,95.12%
