Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NTL_2016_EML,41.0,41.0,1.0,1.0
Resource Identifier,NTL_2016_EML,41.0,41.0,1.0,1.0
Resource Title,NTL_2016_EML,41.0,41.0,1.0,1.0
Author / Originator,NTL_2016_EML,121.0,41.0,2.95,1.0
Metadata Contact,NTL_2016_EML,29.0,29.0,0.71,0.7073170731707317
Contributor Name,NTL_2016_EML,7.0,3.0,0.17,0.07317073170731707
Publisher,NTL_2016_EML,27.0,27.0,0.66,0.6585365853658537
Publication Date,NTL_2016_EML,41.0,41.0,1.0,1.0
Resource Contact,NTL_2016_EML,119.0,41.0,2.9,1.0
Abstract,NTL_2016_EML,41.0,41.0,1.0,1.0
Keyword,NTL_2016_EML,407.0,41.0,9.93,1.0
Resource Distribution,NTL_2016_EML,41.0,41.0,1.0,1.0
Spatial Extent,NTL_2016_EML,57.0,39.0,1.39,0.951219512195122
Taxonomic Extent,NTL_2016_EML,0.0,0.0,0.0,0.0
Temporal Extent,NTL_2016_EML,41.0,41.0,1.0,1.0
Maintenance,NTL_2016_EML,30.0,30.0,0.73,0.7317073170731707
Resource Use Constraints,NTL_2016_EML,41.0,41.0,1.0,1.0
Process Step,NTL_2016_EML,39.0,39.0,0.95,0.951219512195122
Project Description,NTL_2016_EML,26.0,26.0,0.63,0.6341463414634146
Entity Type Definition,NTL_2016_EML,81.0,40.0,1.98,0.975609756097561
Attribute Definition,NTL_2016_EML,1478.0,40.0,36.05,0.975609756097561
Resource Access Constraints,NTL_2016_EML,41.0,41.0,1.0,1.0
Resource Format,NTL_2016_EML,81.0,40.0,1.98,0.975609756097561
Attribute List,NTL_2016_EML,81.0,40.0,1.98,0.975609756097561
Attribute Constraints,NTL_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NTL_2016_EML,0.0,0.0,0.0,0.0
