XPath,NTL_2005_EML,NTL_2006_EML,NTL_2007_EML,NTL_2008_EML,NTL_2009_EML,NTL_2010_EML,NTL_2012_EML,NTL_2013_EML,NTL_2014_EML,NTL_2015_EML,NTL_2016_EML,NTL_2017_EML,NTL_2018_EML
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@name,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@parentSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@unitType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/@convention,0.29,0.1,0.46,0.24,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/@xsi:schemaLocation,0.29,0.1,0.46,0.24,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@abbreviation,0.28,0.06,0.2,0.29,0.31,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@constantToSI,0.29,0.06,0.37,0.34,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@id,0.29,0.06,0.37,0.34,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@multiplierToSI,0.29,0.06,0.37,0.34,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@name,0.29,0.06,0.37,0.34,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@parentSI,0.21,0.02,0.15,0.26,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@unitType,0.28,0.06,0.22,0.29,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/stmml:description,0.29,0.06,0.37,0.34,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unitType/@id,0.12,0.02,0.02,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unitType/@name,0.12,0.02,0.02,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unitType/stmml:dimension/@name,0.36,0.05,0.04,0.44,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unitType/stmml:dimension/@power,0.36,0.05,0.04,0.44,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.48,0.27,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,0.48,0.27,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@system,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.52,0.93,0.59,0.59,0.51,0.67,1.0,1.0,1.0,1.0,0.66,0.0,0.0
/eml:eml/dataset/abstract/section/para,1.55,0.3,1.85,1.72,1.77,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.0,1.0
/eml:eml/dataset/access/@authSystem,0.48,0.12,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.48,0.12,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.48,0.12,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.97,0.25,0.83,0.81,0.97,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.97,0.25,0.83,0.81,0.97,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
/eml:eml/dataset/alternateIdentifier,0.52,0.73,0.59,0.59,0.51,0.67,1.0,1.0,1.0,1.0,0.63,0.89,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.52,0.73,0.59,0.59,0.51,0.67,1.0,1.0,1.0,1.0,0.63,0.89,1.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.06,0.07,0.04,0.0
/eml:eml/dataset/associatedParty/address/city,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.06,0.07,0.04,0.0
/eml:eml/dataset/associatedParty/address/country,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.23,0.17,0.32,0.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.06,0.12,0.04,0.0
/eml:eml/dataset/associatedParty/address/postalCode,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.05,0.0,0.02,0.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.23,0.17,0.27,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.17,0.35,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.17,0.35,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.23,0.15,0.32,0.0
/eml:eml/dataset/associatedParty/phone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
/eml:eml/dataset/associatedParty/positionName,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.05,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/role,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.23,0.17,0.35,0.0
/eml:eml/dataset/contact/@id,0.49,0.05,0.46,0.62,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@scope,0.96,0.39,0.83,0.79,0.97,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.49,0.31,0.46,0.62,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.48,1.58,1.63,1.75,1.83,1.61,1.75,1.54,2.8,2.37,2.78,2.04,2.0
/eml:eml/dataset/contact/address/city,1.48,1.81,1.63,1.75,1.83,1.61,1.75,1.54,2.8,2.38,2.78,2.04,2.0
/eml:eml/dataset/contact/address/country,1.48,1.58,1.63,1.75,1.83,1.61,1.75,1.61,2.6,2.37,2.9,2.12,2.0
/eml:eml/dataset/contact/address/deliveryPoint,1.98,1.86,2.09,2.37,2.63,2.11,1.75,1.54,2.6,2.83,3.73,2.02,2.0
/eml:eml/dataset/contact/address/postalCode,1.48,1.58,1.63,1.75,1.83,1.61,1.75,1.54,2.8,2.36,2.68,1.98,2.0
/eml:eml/dataset/contact/electronicMailAddress,1.48,1.58,1.63,1.75,1.83,1.61,1.75,1.61,2.8,2.39,2.9,2.12,2.0
/eml:eml/dataset/contact/individualName/givenName,0.04,0.0,0.04,0.01,0.0,0.0,0.0,0.07,0.8,0.13,0.71,2.12,2.0
/eml:eml/dataset/contact/individualName/surName,0.04,0.06,0.04,0.01,0.0,0.0,0.0,0.07,1.1,0.15,0.71,2.12,2.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.24,0.52,0.0
/eml:eml/dataset/contact/organizationName,0.99,1.75,1.17,1.13,1.03,1.11,1.75,1.61,2.8,2.9,2.88,2.08,2.0
/eml:eml/dataset/contact/phone,1.0,0.24,0.96,1.25,1.6,1.0,0.0,0.0,0.5,1.05,2.05,0.81,0.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,0.24,0.96,1.25,1.6,1.0,0.0,0.0,0.5,1.05,2.05,0.81,0.0
/eml:eml/dataset/contact/positionName,1.45,1.79,1.59,1.75,1.83,1.44,1.7,1.25,2.1,2.74,2.12,0.0,0.0
/eml:eml/dataset/contact/references,0.47,0.09,0.37,0.17,0.17,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
/eml:eml/dataset/contact/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
/eml:eml/dataset/coverage/@scope,0.48,0.27,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.48,0.27,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.01,4.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.01,4.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.01,4.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39,6.28,4.29
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39,6.28,4.29
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39,6.28,4.29
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39,6.28,4.29
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39,6.28,4.29
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.14,0.01,0.11,0.11,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,0.14,0.01,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,7.96,0.12,2.52,1.89,13.49,4.56,0.0,0.0,0.0,0.0,0.0,0.01,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,7.96,0.12,2.52,1.89,13.49,4.56,0.0,0.0,0.0,0.0,0.0,0.01,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,7.96,0.12,2.52,1.89,13.49,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,7.96,0.12,2.52,1.89,13.49,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,7.94,0.12,2.52,1.89,13.4,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,7.94,0.12,2.52,1.89,13.4,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,7.85,0.12,2.5,1.89,13.34,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,7.85,0.12,2.5,1.89,13.34,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,7.7,0.12,2.5,1.87,13.23,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,7.7,0.12,2.5,1.87,13.23,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,7.34,0.12,2.48,1.85,13.11,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,7.34,0.12,2.48,1.85,13.11,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,6.01,0.09,2.37,1.6,11.83,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,6.01,0.09,2.37,1.6,11.83,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,1.64,0.0,2.09,0.8,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,1.64,0.0,2.09,0.8,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.48,0.23,0.41,0.41,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.07,0.96,1.0,1.0,1.0,1.0,1.0,0.5,1.04,0.98,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleAgeEstimate,0.09,0.04,0.07,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleName,0.09,0.04,0.07,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.91,1.02,0.89,0.99,1.0,0.94,1.0,1.0,0.5,1.04,0.98,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.0,0.41,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.13,0.02,0.0,0.0
/eml:eml/dataset/creator/@id,1.18,0.23,1.57,1.15,0.66,1.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
/eml:eml/dataset/creator/@scope,1.18,0.42,1.57,1.15,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,1.18,0.23,1.57,1.15,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,2.19,1.68,3.37,2.5,1.34,2.33,2.55,2.04,2.2,2.55,1.98,3.48,4.0
/eml:eml/dataset/creator/address/city,2.19,1.68,3.37,2.56,1.34,2.33,2.55,2.04,2.2,2.8,2.1,3.47,4.0
/eml:eml/dataset/creator/address/country,2.15,1.68,2.93,2.17,1.34,2.11,2.41,2.18,1.9,2.7,2.95,4.09,4.0
/eml:eml/dataset/creator/address/deliveryPoint,3.34,1.91,4.35,2.91,2.0,2.89,1.7,1.96,1.9,2.97,2.07,3.0,4.0
/eml:eml/dataset/creator/address/postalCode,2.19,1.68,3.37,2.5,1.34,2.33,2.55,2.04,1.9,2.16,1.76,3.34,4.0
/eml:eml/dataset/creator/electronicMailAddress,2.18,1.68,3.24,2.58,1.34,2.33,3.27,2.54,2.2,2.71,2.63,3.91,4.0
/eml:eml/dataset/creator/individualName/givenName,1.01,0.21,3.17,3.09,1.0,2.72,2.89,1.82,1.6,1.91,1.78,4.11,4.0
/eml:eml/dataset/creator/individualName/surName,1.01,0.4,3.17,3.09,1.0,2.72,2.89,1.82,1.6,1.91,1.78,4.11,4.0
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2.44,3.0
/eml:eml/dataset/creator/organizationName,1.14,1.47,2.04,2.03,0.77,2.11,3.43,2.54,2.2,2.45,2.93,3.53,4.0
/eml:eml/dataset/creator/phone,2.37,0.44,4.37,3.91,2.34,3.39,3.18,2.07,0.9,1.36,0.68,4.17,6.0
/eml:eml/dataset/creator/phone/@phonetype,2.37,0.44,4.37,3.91,2.34,3.39,3.18,2.07,0.9,1.36,0.68,4.17,6.0
/eml:eml/dataset/creator/positionName,0.59,0.74,0.22,0.06,0.17,0.17,0.27,0.39,0.4,0.59,0.59,0.0,0.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.92,2.0
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.92,2.0
/eml:eml/dataset/dataTable/@id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
/eml:eml/dataset/dataTable/@scope,0.66,0.21,1.04,0.51,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,13.2,3.27,13.3,7.52,7.2,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,25.71,4.74,47.63,21.23,14.51,72.39,11.84,45.11,5.8,23.15,36.05,24.56,51.57
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,25.71,4.74,47.63,21.23,14.51,72.39,11.84,35.57,5.8,19.92,34.98,24.22,51.57
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,25.71,4.74,47.63,21.23,14.51,72.39,11.84,45.11,5.8,23.15,36.05,24.56,51.57
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.99,0.3,1.93,0.87,0.66,4.5,0.82,2.89,0.6,1.6,2.56,1.88,5.57
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/@id,0.91,0.23,0.59,0.48,0.91,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,0.17,0.07,0.09,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,0.17,0.07,0.09,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,0.17,0.07,0.09,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,0.17,0.07,0.09,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/references,0.7,0.34,0.87,0.22,0.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,1.61,0.57,1.46,0.7,0.97,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/@id,0.66,0.26,0.37,0.32,0.54,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.58,0.22,0.22,0.25,0.43,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.58,0.22,0.22,0.25,0.43,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.61,0.24,0.22,0.25,0.43,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.61,0.24,0.22,0.25,0.43,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.66,0.26,0.37,0.32,0.54,0.39,0.0,0.0,0.0,0.01,0.0,0.0,0.0
