Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,ARC_2017_EML,18.0,18.0,1.0,1.0
Resource Identifier,ARC_2017_EML,18.0,18.0,1.0,1.0
Resource Title,ARC_2017_EML,18.0,18.0,1.0,1.0
Author / Originator,ARC_2017_EML,27.0,18.0,1.5,1.0
Metadata Contact,ARC_2017_EML,16.0,16.0,0.89,0.8888888888888888
Contributor Name,ARC_2017_EML,40.0,15.0,2.22,0.8333333333333334
Publisher,ARC_2017_EML,16.0,16.0,0.89,0.8888888888888888
Publication Date,ARC_2017_EML,18.0,18.0,1.0,1.0
Resource Contact,ARC_2017_EML,18.0,18.0,1.0,1.0
Abstract,ARC_2017_EML,18.0,18.0,1.0,1.0
Keyword,ARC_2017_EML,167.0,18.0,9.28,1.0
Resource Distribution,ARC_2017_EML,18.0,18.0,1.0,1.0
Spatial Extent,ARC_2017_EML,36.0,18.0,2.0,1.0
Taxonomic Extent,ARC_2017_EML,12.0,12.0,0.67,0.6666666666666666
Temporal Extent,ARC_2017_EML,18.0,18.0,1.0,1.0
Maintenance,ARC_2017_EML,17.0,17.0,0.94,0.9444444444444444
Resource Use Constraints,ARC_2017_EML,18.0,18.0,1.0,1.0
Process Step,ARC_2017_EML,18.0,18.0,1.0,1.0
Project Description,ARC_2017_EML,11.0,11.0,0.61,0.6111111111111112
Entity Type Definition,ARC_2017_EML,18.0,18.0,1.0,1.0
Attribute Definition,ARC_2017_EML,535.0,18.0,29.72,1.0
Resource Access Constraints,ARC_2017_EML,18.0,18.0,1.0,1.0
Resource Format,ARC_2017_EML,18.0,18.0,1.0,1.0
Attribute List,ARC_2017_EML,18.0,18.0,1.0,1.0
Attribute Constraints,ARC_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,ARC_2017_EML,0.0,0.0,0.0,0.0
