Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2007_EML,183,183,1.00,100.00%
Abstract,2007_EML,84,84,0.46,45.90%
Attribute Definition,2007_EML,1146,84,6.26,45.90%
Attribute List,2007_EML,84,84,0.46,45.90%
Author,2007_EML,84,84,0.46,45.90%
Author / Originator,2007_EML,84,84,0.46,45.90%
Author / Originator Identifier,2007_EML,84,84,0.46,45.90%
Bounding Box,2007_EML,888,84,4.85,45.90%
Contributor Name,2007_EML,155,75,0.85,40.98%
Contributor Role,2007_EML,75,75,0.41,40.98%
Distribution Format,2007_EML,84,84,0.46,45.90%
Easternmost Longitude,2007_EML,888,84,4.85,45.90%
End Time,2007_EML,84,84,0.46,45.90%
Entity Type Definition,2007_EML,84,84,0.46,45.90%
Entity and Attribute Information,2007_EML,84,84,0.46,45.90%
Keyword,2007_EML,665,84,3.63,45.90%
Maintenance,2007_EML,84,84,0.46,45.90%
Metadata Access Constraints,2007_EML,84,84,0.46,45.90%
Metadata Contact,2007_EML,84,84,0.46,45.90%
Metadata Use Constraints,2007_EML,84,84,0.46,45.90%
Northernmost Latitude,2007_EML,888,84,4.85,45.90%
Organization Name,2007_EML,252,84,1.38,45.90%
Originating Organization,2007_EML,84,84,0.46,45.90%
Process Step,2007_EML,84,84,0.46,45.90%
Project Description,2007_EML,84,84,0.46,45.90%
Publication Date,2007_EML,84,84,0.46,45.90%
Publisher,2007_EML,84,84,0.46,45.90%
Publisher E-Mail,2007_EML,84,84,0.46,45.90%
Publisher URL,2007_EML,84,84,0.46,45.90%
Related Resource Citation,2007_EML,84,84,0.46,45.90%
Resource Access Constraints,2007_EML,84,84,0.46,45.90%
Resource Contact,2007_EML,84,84,0.46,45.90%
Resource Creation/Revision Date,2007_EML,84,84,0.46,45.90%
Resource Distribution,2007_EML,84,84,0.46,45.90%
Resource Format,2007_EML,84,84,0.46,45.90%
Resource Identifier,2007_EML,84,84,0.46,45.90%
Resource Identifier Type,2007_EML,84,84,0.46,45.90%
Resource Lineage,2007_EML,84,84,0.46,45.90%
Resource Long Name,2007_EML,84,84,0.46,45.90%
Resource Status,2007_EML,84,84,0.46,45.90%
Resource Title,2007_EML,84,84,0.46,45.90%
Resource Use Constraints,2007_EML,84,84,0.46,45.90%
Resource on-line Link,2007_EML,84,84,0.46,45.90%
Rights,2007_EML,84,84,0.46,45.90%
Security Constraints,2007_EML,84,84,0.46,45.90%
Southernmost Latitude,2007_EML,888,84,4.85,45.90%
Spatial Extent,2007_EML,918,84,5.02,45.90%
Start Time,2007_EML,84,84,0.46,45.90%
Taxonomic Extent,2007_EML,6,6,0.03,3.28%
Temporal Extent,2007_EML,84,84,0.46,45.90%
Unknown,2007_EML,39845,183,217.73,100.00%
Westernmost Longitude,2007_EML,888,84,4.85,45.90%
