Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,18,18,1.00,100.00%
Abstract,2017_EML,18,18,1.00,100.00%
Attribute Definition,2017_EML,398,18,22.11,100.00%
Attribute List,2017_EML,18,18,1.00,100.00%
Author,2017_EML,27,18,1.50,100.00%
Author / Originator,2017_EML,27,18,1.50,100.00%
Author / Originator Email Address,2017_EML,7,6,0.39,33.33%
Author / Originator Identifier,2017_EML,5,5,0.28,27.78%
Author / Originator World Wide Web Address,2017_EML,21,14,1.17,77.78%
Bounding Box,2017_EML,36,18,2.00,100.00%
Contributor Name,2017_EML,40,15,2.22,83.33%
Contributor Role,2017_EML,16,15,0.89,83.33%
Distribution Format,2017_EML,18,18,1.00,100.00%
Easternmost Longitude,2017_EML,36,18,2.00,100.00%
End Time,2017_EML,18,18,1.00,100.00%
Entity Type Definition,2017_EML,18,18,1.00,100.00%
Entity and Attribute Information,2017_EML,18,18,1.00,100.00%
Keyword,2017_EML,162,18,9.00,100.00%
Keyword Vocabulary,2017_EML,37,13,2.06,72.22%
Maintenance,2017_EML,17,17,0.94,94.44%
Metadata Access Constraints,2017_EML,18,18,1.00,100.00%
Metadata Contact,2017_EML,16,16,0.89,88.89%
Metadata Use Constraints,2017_EML,18,18,1.00,100.00%
Northernmost Latitude,2017_EML,36,18,2.00,100.00%
Organization Name,2017_EML,41,18,2.28,100.00%
Originating Organization,2017_EML,8,8,0.44,44.44%
Process Step,2017_EML,18,18,1.00,100.00%
Project Description,2017_EML,11,11,0.61,61.11%
Project Name,2017_EML,21,14,1.17,77.78%
Publication Date,2017_EML,18,18,1.00,100.00%
Publisher,2017_EML,16,16,0.89,88.89%
Publisher E-Mail,2017_EML,16,16,0.89,88.89%
Publisher URL,2017_EML,16,16,0.89,88.89%
Related Resource Citation,2017_EML,11,11,0.61,61.11%
Resource Access Constraints,2017_EML,18,18,1.00,100.00%
Resource Contact,2017_EML,18,18,1.00,100.00%
Resource Creation/Revision Date,2017_EML,18,18,1.00,100.00%
Resource Distribution,2017_EML,18,18,1.00,100.00%
Resource Format,2017_EML,18,18,1.00,100.00%
Resource Identifier,2017_EML,18,18,1.00,100.00%
Resource Identifier Type,2017_EML,18,18,1.00,100.00%
Resource Language,2017_EML,13,13,0.72,72.22%
Resource Lineage,2017_EML,18,18,1.00,100.00%
Resource Long Name,2017_EML,18,18,1.00,100.00%
Resource Status,2017_EML,18,18,1.00,100.00%
Resource Title,2017_EML,18,18,1.00,100.00%
Resource Use Constraints,2017_EML,18,18,1.00,100.00%
Resource on-line Link,2017_EML,18,18,1.00,100.00%
Rights,2017_EML,18,18,1.00,100.00%
Security Constraints,2017_EML,18,18,1.00,100.00%
Southernmost Latitude,2017_EML,36,18,2.00,100.00%
Spatial Extent,2017_EML,36,18,2.00,100.00%
Start Time,2017_EML,18,18,1.00,100.00%
Taxonomic Extent,2017_EML,12,12,0.67,66.67%
Temporal Extent,2017_EML,18,18,1.00,100.00%
Unknown,2017_EML,4159,18,231.06,100.00%
Vertical Maximum,2017_EML,18,13,1.00,72.22%
Vertical Minimum,2017_EML,18,13,1.00,72.22%
Vertical Resolution,2017_EML,13,13,0.72,72.22%
Westernmost Longitude,2017_EML,36,18,2.00,100.00%
