XPath,ARC_2005_EML,ARC_2006_EML,ARC_2007_EML,ARC_2008_EML,ARC_2009_EML,ARC_2010_EML,ARC_2011_EML,ARC_2012_EML,ARC_2013_EML,ARC_2014_EML,ARC_2015_EML,ARC_2016_EML,ARC_2017_EML,ARC_2018_EML
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@constantToSI,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@id,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@multiplierToSI,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@name,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@parentSI,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@unitType,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/stmml:description,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.34,0.36,1.05,1.86,0.6,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplierToSI,0.34,0.36,1.05,1.86,0.6,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@name,0.34,0.36,1.05,1.86,0.6,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.34,0.36,1.05,1.86,0.6,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.34,0.36,1.05,1.86,0.6,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.34,0.36,1.02,1.86,0.6,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,0.56,0.68,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.28,0.9
/eml:eml/dataset/abstract/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.72,0.1
/eml:eml/dataset/access/@authSystem,0.67,0.67,0.54,0.57,0.38,0.23,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.67,0.67,0.54,0.57,0.38,0.23,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.67,0.67,0.54,0.57,0.38,0.23,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,1.34,1.34,1.08,1.14,0.76,0.46,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,1.34,1.34,1.08,1.14,0.76,0.46,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,1.17,1.9
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.0
/eml:eml/dataset/associatedParty/@scope,1.09,3.63,1.45,0.57,0.95,0.42,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.27,0.05,0.14,0.43,0.31,0.21,0.13,2.39,0.87,1.7,1.0,1.26,1.17,0.08
/eml:eml/dataset/associatedParty/address/city,0.27,0.05,0.14,0.43,0.31,0.21,0.13,3.11,0.88,1.7,1.02,1.24,1.17,0.08
/eml:eml/dataset/associatedParty/address/country,0.27,0.05,0.14,0.43,0.31,0.21,0.13,3.11,0.86,1.7,1.0,2.01,1.94,0.08
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.71,0.16,0.36,0.86,0.88,0.49,0.35,7.21,2.35,4.05,2.61,1.56,1.39,0.08
/eml:eml/dataset/associatedParty/address/postalCode,0.23,0.05,0.14,0.43,0.31,0.14,0.13,3.11,0.81,1.41,0.89,1.08,1.06,0.08
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.0,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,1.87,7.78,2.28,1.0,2.33,1.56,0.29,3.36,2.3,2.18,2.33,2.26,2.22,1.96
/eml:eml/dataset/associatedParty/individualName/surName,1.91,7.78,2.28,1.0,2.33,1.56,0.29,3.36,2.3,2.18,2.33,2.26,2.22,1.96
/eml:eml/dataset/associatedParty/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
/eml:eml/dataset/associatedParty/role,1.91,7.78,2.28,1.0,2.33,1.56,0.29,3.36,2.3,2.18,2.33,2.26,2.22,1.96
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
/eml:eml/dataset/contact/@id,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.28,0.9
/eml:eml/dataset/contact/@scope,0.56,0.68,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.28,0.9
/eml:eml/dataset/contact/address/@scope,0.56,0.68,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.01,3.0,5.0,3.12,1.56,2.8
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.72,0.1
/eml:eml/dataset/contact/individualName/surName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.72,0.1
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.06,0.28,0.9
/eml:eml/dataset/contact/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.72,0.1
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,3.0,2.99,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,3.0,2.99,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.06,0.28,0.9
/eml:eml/dataset/coverage/@scope,0.56,0.68,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,1.42,3.31,5.95,1.0,1.14,13.31,1.32,4.45,7.06,2.59,6.92,0.08,0.78,15.27
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.64,1.01,0.91,0.57,0.48,1.75,0.08,0.51,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.11,0.1
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.11,0.1
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.11,0.1
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.33,3.15,5.39,1.0,1.14,13.26,1.32,4.45,7.06,2.59,6.92,3.99,2.0,15.37
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.33,3.15,5.39,1.0,1.14,13.26,1.32,4.45,7.06,2.59,6.92,3.99,2.0,15.37
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.33,3.15,5.39,1.0,1.14,13.26,1.32,4.45,7.06,2.59,6.92,3.99,2.0,15.37
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.33,3.15,5.39,1.0,1.14,13.26,1.32,4.45,7.06,2.59,6.92,3.99,2.0,15.37
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.42,3.31,5.95,1.0,1.14,13.31,1.32,4.45,7.06,2.59,6.92,3.99,2.0,15.37
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.01,0.0,0.03,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,0.09,0.02,0.05,0.0,0.31,0.18,0.13,0.71,0.14,0.28,0.2,0.01,0.17,0.32
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,1.57,0.77,2.82,0.0,3.52,1.36,0.76,2.01,1.56,1.58,2.08,0.04,13.83,1.62
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,1.57,0.77,2.82,0.0,3.52,1.36,0.76,2.01,1.56,1.58,2.08,0.04,13.83,1.62
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,1.48,0.77,2.69,0.0,3.48,1.13,0.22,2.01,1.4,1.51,1.9,0.03,2.94,1.62
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,1.48,0.77,2.69,0.0,3.48,1.13,0.22,2.01,1.4,1.51,1.9,0.03,2.94,1.62
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.01,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.01,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.56,0.68,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.51,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.51,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.49,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/@id,0.5,0.41,0.76,37.29,1.1,1.63,1.94,1.13,1.5,2.47,1.49,0.08,0.28,1.41
/eml:eml/dataset/creator/@scope,0.59,0.71,1.97,36.86,0.52,0.33,0.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.2,0.22,1.97,36.86,0.52,0.33,0.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.47,0.54,1.01,0.86,1.1,1.63,1.94,1.13,1.31,2.42,1.37,1.38,1.22,1.46
/eml:eml/dataset/creator/address/city,0.47,0.54,1.01,0.86,1.1,1.63,1.94,1.13,1.31,2.45,1.37,1.38,1.5,1.46
/eml:eml/dataset/creator/address/country,0.47,0.54,1.02,0.86,1.1,1.63,1.9,1.13,1.32,2.47,1.37,1.42,1.5,1.46
/eml:eml/dataset/creator/address/deliveryPoint,1.23,1.55,2.93,1.71,2.93,4.11,4.19,2.61,3.09,7.27,3.51,1.49,1.89,3.32
/eml:eml/dataset/creator/address/postalCode,0.47,0.54,1.02,0.86,1.1,1.63,1.94,1.13,1.32,2.37,1.36,1.34,1.5,1.46
/eml:eml/dataset/creator/electronicMailAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.17,0.2
/eml:eml/dataset/creator/individualName/givenName,1.09,1.13,1.02,0.86,1.1,1.63,1.94,1.13,1.5,2.47,1.49,1.46,1.5,1.72
/eml:eml/dataset/creator/individualName/surName,1.15,1.13,1.02,0.86,1.1,1.63,1.94,1.13,1.5,2.47,1.49,1.46,1.5,1.72
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.39,0.08
/eml:eml/dataset/creator/organizationName,0.39,0.33,0.46,0.43,0.62,1.3,1.75,1.13,1.5,2.47,1.49,0.08,0.44,1.41
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.28
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.28
/eml:eml/dataset/dataTable/@scope,0.17,0.31,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,11.16,16.11,14.81,28.71,27.5,13.35,47.95,28.84,17.12,70.63,24.97,10.22,9.22,14.1
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,4.01,8.58,8.39,14.71,11.52,2.61,0.94,0.69,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,11.15,16.11,14.81,28.71,27.5,13.35,47.95,28.84,17.14,70.63,24.97,37.66,29.72,22.66
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,11.16,16.11,14.81,28.71,27.5,13.35,47.95,28.84,17.14,70.63,24.97,37.66,29.72,22.66
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,11.16,16.11,14.81,28.71,27.5,13.35,47.95,28.84,17.14,70.63,24.97,37.66,29.72,22.66
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.94,0.62,1.39,2.29,2.21,1.01,0.51,2.36,1.49,2.66,1.59,2.0,0.72,1.45
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.32,0.48,1.27,2.71,1.52,0.35,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,1.65,0.93,2.47,4.71,9.52,0.44,1.14,1.6,1.65,6.66,1.8,0.27,0.0,0.38
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,1.65,0.93,2.47,4.71,9.52,0.44,1.14,1.6,1.65,6.66,1.8,0.27,0.0,0.38
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.08,0.15,0.4,0.0,0.05,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.33,2.0,2.02,0.0,0.29,2.41,0.17,6.57,0.59,2.96,0.34,0.05,0.33,0.18
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.33,2.0,2.02,0.0,0.29,2.41,0.17,6.57,0.59,2.96,0.34,0.05,0.33,0.18
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1.68,4.49,1.15,2.14,3.45,2.64,1.87,4.63,3.33,1.36,3.37,2.7,6.44,5.49
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,6.46,9.23,8.02,16.86,10.64,8.43,44.27,18.24,10.55,59.4,18.15,32.64,22.22,15.31
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,3.73,6.73,4.66,8.0,6.0,5.8,7.7,14.77,5.17,34.35,9.45,30.48,20.94,10.85
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,2.73,2.51,3.36,8.86,4.64,2.63,36.57,3.48,5.38,25.05,8.7,2.16,1.28,4.46
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,7.26,8.85,12.75,27.0,21.4,10.04,11.38,16.16,13.1,65.39,18.44,21.17,22.72,17.73
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,6.59,5.47,11.55,13.57,15.38,10.04,11.38,16.16,13.1,65.39,18.44,21.17,22.72,17.73
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,4.68,5.44,0.34
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08
/eml:eml/dataset/dataTable/entityDescription,0.49,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.05,1.0,1.07
/eml:eml/dataset/dataTable/entityName,0.49,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.05,1.0,1.07
/eml:eml/dataset/dataTable/numberOfRecords,0.32,0.32,0.43,0.43,0.57,0.77,0.92,0.95,1.01,1.0,1.01,0.06,0.33,1.07
/eml:eml/dataset/dataTable/physical/@scope,0.17,0.31,0.56,0.57,0.43,0.23,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.34
/eml:eml/dataset/dataTable/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.34
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.49,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.05,1.0,1.07
