Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,ARC_2014_EML,83.0,83.0,1.0,1.0
Resource Identifier,ARC_2014_EML,83.0,83.0,1.0,1.0
Resource Title,ARC_2014_EML,83.0,83.0,1.0,1.0
Author / Originator,ARC_2014_EML,205.0,83.0,2.47,1.0
Metadata Contact,ARC_2014_EML,83.0,83.0,1.0,1.0
Contributor Name,ARC_2014_EML,181.0,71.0,2.18,0.8554216867469879
Publisher,ARC_2014_EML,83.0,83.0,1.0,1.0
Publication Date,ARC_2014_EML,83.0,83.0,1.0,1.0
Resource Contact,ARC_2014_EML,83.0,83.0,1.0,1.0
Abstract,ARC_2014_EML,83.0,83.0,1.0,1.0
Keyword,ARC_2014_EML,635.0,83.0,7.65,1.0
Resource Distribution,ARC_2014_EML,83.0,83.0,1.0,1.0
Spatial Extent,ARC_2014_EML,215.0,83.0,2.59,1.0
Taxonomic Extent,ARC_2014_EML,23.0,23.0,0.28,0.27710843373493976
Temporal Extent,ARC_2014_EML,83.0,83.0,1.0,1.0
Maintenance,ARC_2014_EML,83.0,83.0,1.0,1.0
Resource Use Constraints,ARC_2014_EML,83.0,83.0,1.0,1.0
Process Step,ARC_2014_EML,83.0,83.0,1.0,1.0
Project Description,ARC_2014_EML,83.0,83.0,1.0,1.0
Entity Type Definition,ARC_2014_EML,83.0,83.0,1.0,1.0
Attribute Definition,ARC_2014_EML,5862.0,83.0,70.63,1.0
Resource Access Constraints,ARC_2014_EML,83.0,83.0,1.0,1.0
Resource Format,ARC_2014_EML,83.0,83.0,1.0,1.0
Attribute List,ARC_2014_EML,83.0,83.0,1.0,1.0
Attribute Constraints,ARC_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,ARC_2014_EML,0.0,0.0,0.0,0.0
