Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2008_EML,7,7,1.00,100.00%
Abstract,2008_EML,3,3,0.43,42.86%
Attribute Definition,2008_EML,98,3,14.00,42.86%
Attribute List,2008_EML,3,3,0.43,42.86%
Author,2008_EML,3,3,0.43,42.86%
Author / Originator,2008_EML,3,3,0.43,42.86%
Author / Originator Identifier,2008_EML,3,3,0.43,42.86%
Bounding Box,2008_EML,3,3,0.43,42.86%
Contributor Name,2008_EML,3,3,0.43,42.86%
Contributor Role,2008_EML,3,3,0.43,42.86%
Distribution Format,2008_EML,3,3,0.43,42.86%
Easternmost Longitude,2008_EML,3,3,0.43,42.86%
End Time,2008_EML,3,3,0.43,42.86%
Entity Type Definition,2008_EML,3,3,0.43,42.86%
Entity and Attribute Information,2008_EML,3,3,0.43,42.86%
Keyword,2008_EML,15,3,2.14,42.86%
Maintenance,2008_EML,3,3,0.43,42.86%
Metadata Access Constraints,2008_EML,3,3,0.43,42.86%
Metadata Contact,2008_EML,3,3,0.43,42.86%
Metadata Use Constraints,2008_EML,3,3,0.43,42.86%
Northernmost Latitude,2008_EML,3,3,0.43,42.86%
Organization Name,2008_EML,9,3,1.29,42.86%
Originating Organization,2008_EML,3,3,0.43,42.86%
Process Step,2008_EML,3,3,0.43,42.86%
Project Description,2008_EML,3,3,0.43,42.86%
Publication Date,2008_EML,3,3,0.43,42.86%
Publisher,2008_EML,3,3,0.43,42.86%
Publisher E-Mail,2008_EML,3,3,0.43,42.86%
Publisher URL,2008_EML,3,3,0.43,42.86%
Related Resource Citation,2008_EML,3,3,0.43,42.86%
Resource Access Constraints,2008_EML,3,3,0.43,42.86%
Resource Contact,2008_EML,3,3,0.43,42.86%
Resource Creation/Revision Date,2008_EML,3,3,0.43,42.86%
Resource Distribution,2008_EML,3,3,0.43,42.86%
Resource Format,2008_EML,3,3,0.43,42.86%
Resource Identifier,2008_EML,3,3,0.43,42.86%
Resource Identifier Type,2008_EML,3,3,0.43,42.86%
Resource Lineage,2008_EML,3,3,0.43,42.86%
Resource Long Name,2008_EML,3,3,0.43,42.86%
Resource Status,2008_EML,3,3,0.43,42.86%
Resource Title,2008_EML,3,3,0.43,42.86%
Resource Use Constraints,2008_EML,3,3,0.43,42.86%
Resource on-line Link,2008_EML,3,3,0.43,42.86%
Rights,2008_EML,3,3,0.43,42.86%
Security Constraints,2008_EML,3,3,0.43,42.86%
Southernmost Latitude,2008_EML,3,3,0.43,42.86%
Spatial Extent,2008_EML,3,3,0.43,42.86%
Start Time,2008_EML,3,3,0.43,42.86%
Temporal Extent,2008_EML,3,3,0.43,42.86%
Unknown,2008_EML,1791,7,255.86,100.00%
Westernmost Longitude,2008_EML,3,3,0.43,42.86%
