Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,ARC_2010_EML,114.0,114.0,1.0,1.0
Resource Identifier,ARC_2010_EML,114.0,114.0,1.0,1.0
Resource Title,ARC_2010_EML,114.0,114.0,1.0,1.0
Author / Originator,ARC_2010_EML,186.0,114.0,1.63,1.0
Metadata Contact,ARC_2010_EML,114.0,114.0,1.0,1.0
Contributor Name,ARC_2010_EML,178.0,99.0,1.56,0.8684210526315791
Publisher,ARC_2010_EML,114.0,114.0,1.0,1.0
Publication Date,ARC_2010_EML,114.0,114.0,1.0,1.0
Resource Contact,ARC_2010_EML,114.0,114.0,1.0,1.0
Abstract,ARC_2010_EML,114.0,114.0,1.0,1.0
Keyword,ARC_2010_EML,1953.0,114.0,17.13,1.0
Resource Distribution,ARC_2010_EML,114.0,114.0,1.0,1.0
Spatial Extent,ARC_2010_EML,1517.0,114.0,13.31,1.0
Taxonomic Extent,ARC_2010_EML,24.0,24.0,0.21,0.21052631578947367
Temporal Extent,ARC_2010_EML,114.0,114.0,1.0,1.0
Maintenance,ARC_2010_EML,114.0,114.0,1.0,1.0
Resource Use Constraints,ARC_2010_EML,114.0,114.0,1.0,1.0
Process Step,ARC_2010_EML,114.0,114.0,1.0,1.0
Project Description,ARC_2010_EML,114.0,114.0,1.0,1.0
Entity Type Definition,ARC_2010_EML,114.0,114.0,1.0,1.0
Attribute Definition,ARC_2010_EML,1522.0,114.0,13.35,1.0
Resource Access Constraints,ARC_2010_EML,88.0,88.0,0.77,0.7719298245614035
Resource Format,ARC_2010_EML,114.0,114.0,1.0,1.0
Attribute List,ARC_2010_EML,114.0,114.0,1.0,1.0
Attribute Constraints,ARC_2010_EML,0.0,0.0,0.0,0.0
Resource Quality Description,ARC_2010_EML,0.0,0.0,0.0,0.0
