Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2014_EML,83,83,1.00,100.00%
Abstract,2014_EML,83,83,1.00,100.00%
Attribute Definition,2014_EML,5373,83,64.73,100.00%
Attribute List,2014_EML,83,83,1.00,100.00%
Author,2014_EML,205,83,2.47,100.00%
Author / Originator,2014_EML,205,83,2.47,100.00%
Author / Originator Identifier,2014_EML,205,83,2.47,100.00%
Bounding Box,2014_EML,203,83,2.45,100.00%
Contributor Name,2014_EML,181,71,2.18,85.54%
Contributor Role,2014_EML,73,71,0.88,85.54%
Distribution Format,2014_EML,83,83,1.00,100.00%
Easternmost Longitude,2014_EML,203,83,2.45,100.00%
End Time,2014_EML,83,83,1.00,100.00%
Entity Type Definition,2014_EML,83,83,1.00,100.00%
Entity and Attribute Information,2014_EML,83,83,1.00,100.00%
Keyword,2014_EML,633,83,7.63,100.00%
Maintenance,2014_EML,83,83,1.00,100.00%
Metadata Access Constraints,2014_EML,83,83,1.00,100.00%
Metadata Contact,2014_EML,83,83,1.00,100.00%
Metadata Use Constraints,2014_EML,83,83,1.00,100.00%
Northernmost Latitude,2014_EML,203,83,2.45,100.00%
Organization Name,2014_EML,249,83,3.00,100.00%
Originating Organization,2014_EML,83,83,1.00,100.00%
Process Step,2014_EML,83,83,1.00,100.00%
Project Description,2014_EML,83,83,1.00,100.00%
Publication Date,2014_EML,83,83,1.00,100.00%
Publisher,2014_EML,83,83,1.00,100.00%
Publisher E-Mail,2014_EML,83,83,1.00,100.00%
Publisher URL,2014_EML,83,83,1.00,100.00%
Related Resource Citation,2014_EML,83,83,1.00,100.00%
Resource Access Constraints,2014_EML,83,83,1.00,100.00%
Resource Contact,2014_EML,83,83,1.00,100.00%
Resource Creation/Revision Date,2014_EML,83,83,1.00,100.00%
Resource Distribution,2014_EML,83,83,1.00,100.00%
Resource Format,2014_EML,83,83,1.00,100.00%
Resource Identifier,2014_EML,83,83,1.00,100.00%
Resource Identifier Type,2014_EML,83,83,1.00,100.00%
Resource Lineage,2014_EML,83,83,1.00,100.00%
Resource Long Name,2014_EML,83,83,1.00,100.00%
Resource Status,2014_EML,83,83,1.00,100.00%
Resource Title,2014_EML,83,83,1.00,100.00%
Resource Use Constraints,2014_EML,83,83,1.00,100.00%
Resource on-line Link,2014_EML,83,83,1.00,100.00%
Rights,2014_EML,83,83,1.00,100.00%
Security Constraints,2014_EML,83,83,1.00,100.00%
Southernmost Latitude,2014_EML,203,83,2.45,100.00%
Spatial Extent,2014_EML,205,83,2.47,100.00%
Start Time,2014_EML,83,83,1.00,100.00%
Taxonomic Extent,2014_EML,23,23,0.28,27.71%
Temporal Extent,2014_EML,83,83,1.00,100.00%
Unknown,2014_EML,33234,83,400.41,100.00%
Westernmost Longitude,2014_EML,203,83,2.45,100.00%
