Collection,Record,Abstract,Attribute Constraints,Attribute Definition,Attribute List,Author,Author / Originator,Author / Originator Email Address,Author / Originator World Wide Web Address,Bounding Box,Contributor Name,Contributor Role,Distribution Format,Easternmost Longitude,End Time,Entity Type Definition,Entity and Attribute Information,Instrument,Keyword,Keyword Type,Keyword Vocabulary,Maintenance,Metadata Access Constraints,Metadata Contact,Metadata Modified Date,Metadata Use Constraints,Northernmost Latitude,Organization Name,Originating Organization,Process Step,Project Description,Project Name,Publication Date,Publisher,Publisher E-Mail,Publisher URL,Purpose,Related Resource Citation,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Distribution,Resource Format,Resource Identifier,Resource Identifier Type,Resource Lineage,Resource Long Name,Resource Quality Description,Resource Revision Date,Resource Status,Resource Title,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Rights,Security Constraints,Southernmost Latitude,Spatial Extent,Start Time,Supplemental Information,Taxonomic Extent,Temporal Extent,Temporal Keyword,Unknown,Vertical Maximum,Vertical Minimum,Vertical Resolution,Westernmost Longitude
2015,3241.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,213.0,0.0,0.0,0.0,1.0
2015,3980.13.xml,1.0,8.0,35.0,4.0,2.0,2.0,1.0,2.0,1.0,9.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,11.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1062.0,1.0,1.0,1.0,1.0
2015,3982.7.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,222.0,0.0,0.0,0.0,1.0
2015,3983.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,265.0,0.0,0.0,0.0,1.0
2015,3985.4.xml,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,347.0,0.0,0.0,0.0,1.0
2015,3989.3.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1423.0,0.0,0.0,0.0,1.0
2015,3989.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1427.0,0.0,0.0,0.0,1.0
2015,3989.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1429.0,0.0,0.0,0.0,1.0
2015,3989.6.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1431.0,0.0,0.0,0.0,1.0
2015,3989.7.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1433.0,0.0,0.0,0.0,1.0
2015,3990.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,261.0,0.0,0.0,0.0,1.0
2015,3993.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,272.0,0.0,0.0,0.0,1.0
2015,3993.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,349.0,0.0,0.0,0.0,1.0
2015,3995.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,473.0,0.0,0.0,0.0,1.0
2015,3999.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,285.0,0.0,0.0,0.0,1.0
2015,4000.6.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,363.0,0.0,0.0,0.0,1.0
2015,4002.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,421.0,0.0,0.0,0.0,1.0
2015,4003.3.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,325.0,0.0,0.0,0.0,1.0
2015,4009.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,277.0,0.0,0.0,0.0,1.0
2015,4019.12.xml,1.0,3.0,19.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,840.0,1.0,1.0,1.0,1.0
2015,4020.19.xml,1.0,2.0,17.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,590.0,1.0,1.0,1.0,1.0
2015,4020.20.xml,1.0,2.0,17.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,606.0,1.0,1.0,1.0,1.0
2015,4021.14.xml,1.0,8.0,185.0,4.0,2.0,2.0,1.0,1.0,1.0,13.0,5.0,1.0,1.0,1.0,4.0,4.0,10.0,8.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1342.0,1.0,1.0,1.0,1.0
2015,4021.16.xml,1.0,8.0,185.0,4.0,2.0,2.0,1.0,1.0,1.0,13.0,5.0,1.0,1.0,1.0,4.0,4.0,11.0,8.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1348.0,1.0,1.0,1.0,1.0
2015,4022.13.xml,1.0,6.0,134.0,3.0,2.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,3.0,3.0,10.0,7.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,999.0,1.0,1.0,1.0,1.0
2015,4022.15.xml,1.0,6.0,134.0,3.0,2.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,3.0,3.0,11.0,7.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1015.0,1.0,1.0,1.0,1.0
2015,4027.10.xml,1.0,3.0,35.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,17.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,571.0,1.0,1.0,1.0,1.0
2015,4027.11.xml,1.0,3.0,35.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,17.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,566.0,1.0,1.0,1.0,1.0
2015,4027.9.xml,1.0,3.0,35.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,17.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,563.0,1.0,1.0,1.0,1.0
2015,4031.8.xml,1.0,2.0,32.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,525.0,1.0,1.0,1.0,1.0
2015,4032.9.xml,1.0,6.0,70.0,6.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2316.0,0.0,0.0,0.0,1.0
2015,4035.9.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1530.0,0.0,0.0,0.0,1.0
2015,4041.10.xml,1.0,18.0,112.0,12.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,12.0,12.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2167.0,1.0,1.0,1.0,1.0
2015,4042.3.xml,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,176.0,0.0,0.0,0.0,0.0
2015,4042.4.xml,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,179.0,0.0,0.0,0.0,1.0
2015,4043.4.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,364.0,0.0,0.0,0.0,1.0
2015,4044.5.xml,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,369.0,0.0,0.0,0.0,1.0
2015,4046.7.xml,1.0,6.0,28.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1156.0,0.0,0.0,0.0,1.0
2015,4052.7.xml,1.0,4.0,30.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,737.0,0.0,0.0,0.0,1.0
2015,4053.8.xml,1.0,30.0,134.0,15.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,15.0,15.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1574.0,0.0,0.0,0.0,0.0
2015,4054.7.xml,1.0,11.0,35.0,6.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,6.0,6.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1331.0,1.0,1.0,1.0,1.0
2015,4055.11.xml,1.0,8.0,54.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,681.0,0.0,0.0,0.0,1.0
2015,4057.8.xml,1.0,8.0,64.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,688.0,0.0,0.0,0.0,1.0
2015,4062.7.xml,1.0,2.0,17.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,361.0,0.0,0.0,0.0,1.0
2015,4341.22.xml,1.0,10.0,25.0,5.0,2.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,12.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,964.0,1.0,1.0,1.0,1.0
2015,4345.7.xml,1.0,14.0,31.0,7.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,7.0,0.0,9.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1449.0,1.0,1.0,1.0,1.0
2015,4346.6.xml,1.0,6.0,15.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,940.0,1.0,1.0,1.0,1.0
2015,4541.3.xml,1.0,2.0,14.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,507.0,1.0,1.0,1.0,1.0
