Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,AND_2010_EML,1.0,1.0,1.0,1.0
Resource Identifier,AND_2010_EML,1.0,1.0,1.0,1.0
Resource Title,AND_2010_EML,1.0,1.0,1.0,1.0
Author / Originator,AND_2010_EML,2.0,1.0,2.0,1.0
Metadata Contact,AND_2010_EML,0.0,0.0,0.0,0.0
Contributor Name,AND_2010_EML,5.0,1.0,5.0,1.0
Publisher,AND_2010_EML,1.0,1.0,1.0,1.0
Publication Date,AND_2010_EML,1.0,1.0,1.0,1.0
Resource Contact,AND_2010_EML,1.0,1.0,1.0,1.0
Abstract,AND_2010_EML,1.0,1.0,1.0,1.0
Keyword,AND_2010_EML,1.0,1.0,1.0,1.0
Resource Distribution,AND_2010_EML,1.0,1.0,1.0,1.0
Spatial Extent,AND_2010_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,AND_2010_EML,0.0,0.0,0.0,0.0
Temporal Extent,AND_2010_EML,1.0,1.0,1.0,1.0
Maintenance,AND_2010_EML,1.0,1.0,1.0,1.0
Resource Use Constraints,AND_2010_EML,1.0,1.0,1.0,1.0
Process Step,AND_2010_EML,0.0,0.0,0.0,0.0
Project Description,AND_2010_EML,1.0,1.0,1.0,1.0
Entity Type Definition,AND_2010_EML,0.0,0.0,0.0,0.0
Attribute Definition,AND_2010_EML,0.0,0.0,0.0,0.0
Resource Access Constraints,AND_2010_EML,1.0,1.0,1.0,1.0
Resource Format,AND_2010_EML,0.0,0.0,0.0,0.0
Attribute List,AND_2010_EML,0.0,0.0,0.0,0.0
Attribute Constraints,AND_2010_EML,0.0,0.0,0.0,0.0
Resource Quality Description,AND_2010_EML,0.0,0.0,0.0,0.0
