XPath,5169.2.xml
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,9
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,8
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,3
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,72
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,92
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,413
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,417
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,14
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,3
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,2
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,4
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,16
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,1
/eml:eml/dataset/dataTable/constraint,12
/eml:eml/dataset/dataTable/constraint/@id,12
/eml:eml/dataset/dataTable/constraint/notNullConstraint/constraintName,1
/eml:eml/dataset/dataTable/constraint/notNullConstraint/key/attributeReference,73
/eml:eml/dataset/dataTable/constraint/primaryKey/constraintName,1
/eml:eml/dataset/dataTable/constraint/primaryKey/key/attributeReference,18
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,3
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,4
/eml:eml/dataset/dataTable/entityDescription,12
/eml:eml/dataset/dataTable/entityName,6
/eml:eml/dataset/dataTable/numberOfRecords,6
/eml:eml/dataset/dataTable/physical/authentication,6
/eml:eml/dataset/dataTable/physical/authentication/@method,1
/eml:eml/dataset/dataTable/physical/dataFormat,2
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1
/eml:eml/dataset/dataTable/physical/distribution/online/url,6
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1
/eml:eml/dataset/dataTable/physical/objectName,6
/eml:eml/dataset/distribution,1
/eml:eml/dataset/distribution/online/url,1
/eml:eml/dataset/distribution/online/url/@function,1
/eml:eml/dataset/intellectualRights,2
/eml:eml/dataset/intellectualRights/para,2
/eml:eml/dataset/keywordSet/keyword,39
/eml:eml/dataset/keywordSet/keyword/@keywordType,1
/eml:eml/dataset/keywordSet/keywordThesaurus,3
/eml:eml/dataset/maintenance,1
/eml:eml/dataset/maintenance/changeHistory/changeDate,6
/eml:eml/dataset/maintenance/changeHistory/changeScope,2
/eml:eml/dataset/maintenance/changeHistory/oldValue,2
/eml:eml/dataset/maintenance/description/section/para,1
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,1
/eml:eml/dataset/metadataProvider,1
/eml:eml/dataset/metadataProvider/electronicMailAddress,1
/eml:eml/dataset/metadataProvider/individualName/givenName,1
/eml:eml/dataset/metadataProvider/individualName/surName,1
/eml:eml/dataset/methods,2
/eml:eml/dataset/methods/methodStep/description/para,11
/eml:eml/dataset/methods/qualityControl,1
/eml:eml/dataset/methods/qualityControl/description/section/para,1
/eml:eml/dataset/methods/sampling/samplingDescription/para,1
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,113
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,113
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/eastBoundingCoordinate,129
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/northBoundingCoordinate,123
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/southBoundingCoordinate,123
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/westBoundingCoordinate,129
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/geographicDescription,144
/eml:eml/dataset/methods/sampling/studyExtent/description/para,2
/eml:eml/dataset/project,2
/eml:eml/dataset/project/personnel/address/administrativeArea,1
/eml:eml/dataset/project/personnel/address/city,1
/eml:eml/dataset/project/personnel/address/country,1
/eml:eml/dataset/project/personnel/address/deliveryPoint,1
/eml:eml/dataset/project/personnel/address/postalCode,1
/eml:eml/dataset/project/personnel/electronicMailAddress,2
/eml:eml/dataset/project/personnel/individualName/givenName,2
/eml:eml/dataset/project/personnel/individualName/surName,1
/eml:eml/dataset/project/personnel/phone,1
/eml:eml/dataset/project/personnel/role,1
/eml:eml/dataset/project/title,1
/eml:eml/dataset/pubDate,2
/eml:eml/dataset/publisher,1
/eml:eml/dataset/publisher/address/administrativeArea,1
/eml:eml/dataset/publisher/address/city,1
/eml:eml/dataset/publisher/address/deliveryPoint,3
/eml:eml/dataset/publisher/address/postalCode,1
/eml:eml/dataset/publisher/electronicMailAddress,2
/eml:eml/dataset/publisher/onlineUrl,1
/eml:eml/dataset/publisher/organizationName,1
/eml:eml/dataset/publisher/phone,1
/eml:eml/dataset/publisher/phone/@phonetype,1
/eml:eml/dataset/purpose,1
/eml:eml/dataset/purpose/para,1
/eml:eml/dataset/title,2
