Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,AND_2017_EML,15,15,1.0,1.0
Resource Identifier,AND_2017_EML,15,15,1.0,1.0
Resource Title,AND_2017_EML,15,15,1.0,1.0
Author / Originator,AND_2017_EML,27,15,1.8,1.0
Metadata Contact,AND_2017_EML,5,5,0.33,0.3333333333333333
Contributor Name,AND_2017_EML,70,15,4.67,1.0
Publisher,AND_2017_EML,15,15,1.0,1.0
Publication Date,AND_2017_EML,15,15,1.0,1.0
Resource Contact,AND_2017_EML,22,15,1.47,1.0
Abstract,AND_2017_EML,15,15,1.0,1.0
Keyword,AND_2017_EML,66,15,4.4,1.0
Resource Distribution,AND_2017_EML,15,15,1.0,1.0
Spatial Extent,AND_2017_EML,13,13,0.87,0.8666666666666667
Taxonomic Extent,AND_2017_EML,6,6,0.4,0.4
Temporal Extent,AND_2017_EML,15,15,1.0,1.0
Maintenance,AND_2017_EML,15,15,1.0,1.0
Resource Use Constraints,AND_2017_EML,13,13,0.87,0.8666666666666667
Process Step,AND_2017_EML,15,15,1.0,1.0
Project Description,AND_2017_EML,14,14,0.93,0.9333333333333332
Entity Type Definition,AND_2017_EML,44,15,2.93,1.0
Attribute Definition,AND_2017_EML,530,15,35.33,1.0
Resource Access Constraints,AND_2017_EML,15,15,1.0,1.0
Resource Format,AND_2017_EML,44,15,2.93,1.0
Attribute List,AND_2017_EML,44,15,2.93,1.0
Attribute Constraints,AND_2017_EML,87,15,5.8,1.0
Resource Quality Description,AND_2017_EML,4,4,0.27,0.26666666666666666
