Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2013_EML,9,9,1.00,100.00%
Abstract,2013_EML,9,9,1.00,100.00%
Attribute Constraints,2013_EML,40,6,4.44,66.67%
Attribute Definition,2013_EML,343,6,38.11,66.67%
Attribute List,2013_EML,20,6,2.22,66.67%
Author,2013_EML,14,9,1.56,100.00%
Author / Originator,2013_EML,14,9,1.56,100.00%
Author / Originator Email Address,2013_EML,5,5,0.56,55.56%
Author / Originator World Wide Web Address,2013_EML,9,5,1.00,55.56%
Bounding Box,2013_EML,5,5,0.56,55.56%
Contributor Name,2013_EML,30,9,3.33,100.00%
Contributor Role,2013_EML,23,9,2.56,100.00%
Distribution Format,2013_EML,6,6,0.67,66.67%
Easternmost Longitude,2013_EML,5,5,0.56,55.56%
End Time,2013_EML,9,9,1.00,100.00%
Entity Type Definition,2013_EML,20,6,2.22,66.67%
Entity and Attribute Information,2013_EML,20,6,2.22,66.67%
Keyword,2013_EML,47,9,5.22,100.00%
Keyword Type,2013_EML,11,9,1.22,100.00%
Keyword Vocabulary,2013_EML,9,9,1.00,100.00%
Maintenance,2013_EML,9,9,1.00,100.00%
Metadata Access Constraints,2013_EML,9,9,1.00,100.00%
Metadata Contact,2013_EML,5,3,0.56,33.33%
Metadata Modified Date,2013_EML,22,9,2.44,100.00%
Metadata Use Constraints,2013_EML,9,9,1.00,100.00%
Northernmost Latitude,2013_EML,5,5,0.56,55.56%
Organization Name,2013_EML,14,9,1.56,100.00%
Originating Organization,2013_EML,5,5,0.56,55.56%
Process Step,2013_EML,9,9,1.00,100.00%
Project Description,2013_EML,7,7,0.78,77.78%
Project Name,2013_EML,9,5,1.00,55.56%
Publication Date,2013_EML,9,9,1.00,100.00%
Publisher,2013_EML,9,9,1.00,100.00%
Publisher E-Mail,2013_EML,9,9,1.00,100.00%
Publisher URL,2013_EML,9,9,1.00,100.00%
Purpose,2013_EML,9,9,1.00,100.00%
Related Resource Citation,2013_EML,7,7,0.78,77.78%
Resource Access Constraints,2013_EML,9,9,1.00,100.00%
Resource Contact,2013_EML,16,9,1.78,100.00%
Resource Creation/Revision Date,2013_EML,31,9,3.44,100.00%
Resource Distribution,2013_EML,9,9,1.00,100.00%
Resource Format,2013_EML,6,6,0.67,66.67%
Resource Identifier,2013_EML,9,9,1.00,100.00%
Resource Identifier Type,2013_EML,9,9,1.00,100.00%
Resource Lineage,2013_EML,9,9,1.00,100.00%
Resource Long Name,2013_EML,9,9,1.00,100.00%
Resource Quality Description,2013_EML,1,1,0.11,11.11%
Resource Revision Date,2013_EML,22,9,2.44,100.00%
Resource Status,2013_EML,9,9,1.00,100.00%
Resource Title,2013_EML,9,9,1.00,100.00%
Resource Update Frequency,2013_EML,9,9,1.00,100.00%
Resource Use Constraints,2013_EML,8,8,0.89,88.89%
Resource on-line Link,2013_EML,9,9,1.00,100.00%
Rights,2013_EML,8,8,0.89,88.89%
Security Constraints,2013_EML,9,9,1.00,100.00%
Southernmost Latitude,2013_EML,5,5,0.56,55.56%
Spatial Extent,2013_EML,5,5,0.56,55.56%
Start Time,2013_EML,9,9,1.00,100.00%
Supplemental Information,2013_EML,5,5,0.56,55.56%
Taxonomic Extent,2013_EML,3,3,0.33,33.33%
Temporal Extent,2013_EML,9,9,1.00,100.00%
Unknown,2013_EML,5361,9,595.67,100.00%
Vertical Maximum,2013_EML,1,1,0.11,11.11%
Vertical Minimum,2013_EML,1,1,0.11,11.11%
Vertical Resolution,2013_EML,1,1,0.11,11.11%
Westernmost Longitude,2013_EML,5,5,0.56,55.56%
