Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,AND_2013_EML,9,9,1.0,1.0
Resource Identifier,AND_2013_EML,9,9,1.0,1.0
Resource Title,AND_2013_EML,9,9,1.0,1.0
Author / Originator,AND_2013_EML,14,9,1.56,1.0
Metadata Contact,AND_2013_EML,5,3,0.56,0.3333333333333333
Contributor Name,AND_2013_EML,30,9,3.33,1.0
Publisher,AND_2013_EML,9,9,1.0,1.0
Publication Date,AND_2013_EML,9,9,1.0,1.0
Resource Contact,AND_2013_EML,16,9,1.78,1.0
Abstract,AND_2013_EML,9,9,1.0,1.0
Keyword,AND_2013_EML,47,9,5.22,1.0
Resource Distribution,AND_2013_EML,9,9,1.0,1.0
Spatial Extent,AND_2013_EML,5,5,0.56,0.5555555555555556
Taxonomic Extent,AND_2013_EML,3,3,0.33,0.3333333333333333
Temporal Extent,AND_2013_EML,9,9,1.0,1.0
Maintenance,AND_2013_EML,9,9,1.0,1.0
Resource Use Constraints,AND_2013_EML,8,8,0.89,0.8888888888888888
Process Step,AND_2013_EML,9,9,1.0,1.0
Project Description,AND_2013_EML,7,7,0.78,0.7777777777777778
Entity Type Definition,AND_2013_EML,20,6,2.22,0.6666666666666666
Attribute Definition,AND_2013_EML,405,6,45.0,0.6666666666666666
Resource Access Constraints,AND_2013_EML,9,9,1.0,1.0
Resource Format,AND_2013_EML,20,6,2.22,0.6666666666666666
Attribute List,AND_2013_EML,20,6,2.22,0.6666666666666666
Attribute Constraints,AND_2013_EML,40,6,4.44,0.6666666666666666
Resource Quality Description,AND_2013_EML,1,1,0.11,0.1111111111111111
