XPath,4787.3.xml
/eml:eml/@packageId,1
/eml:eml/@system,1
/eml:eml/@xsi:schemaLocation,1
/eml:eml/access,5
/eml:eml/access/@authSystem,1
/eml:eml/access/@order,1
/eml:eml/access/@scope,1
/eml:eml/access/allow/permission,2
/eml:eml/access/allow/principal,2
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,8
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,3
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,8
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,6
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,7
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,8
/eml:eml/dataset/abstract,1
/eml:eml/dataset/alternateIdentifier,1
/eml:eml/dataset/associatedParty,5
/eml:eml/dataset/associatedParty/address/administrativeArea,2
/eml:eml/dataset/associatedParty/address/city,2
/eml:eml/dataset/associatedParty/address/country,2
/eml:eml/dataset/associatedParty/address/deliveryPoint,4
/eml:eml/dataset/associatedParty/address/postalCode,2
/eml:eml/dataset/associatedParty/electronicMailAddress,6
/eml:eml/dataset/associatedParty/individualName/givenName,9
/eml:eml/dataset/associatedParty/individualName/surName,5
/eml:eml/dataset/associatedParty/onlineUrl,1
/eml:eml/dataset/associatedParty/phone,4
/eml:eml/dataset/associatedParty/role,2
/eml:eml/dataset/contact,1
/eml:eml/dataset/contact/address/administrativeArea,1
/eml:eml/dataset/contact/address/city,1
/eml:eml/dataset/contact/address/deliveryPoint,3
/eml:eml/dataset/contact/address/postalCode,1
/eml:eml/dataset/contact/electronicMailAddress,1
/eml:eml/dataset/contact/onlineUrl,1
/eml:eml/dataset/contact/phone,1
/eml:eml/dataset/contact/phone/@phonetype,1
/eml:eml/dataset/contact/positionName,1
/eml:eml/dataset/coverage/temporalCoverage,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1
/eml:eml/dataset/creator,4
/eml:eml/dataset/creator/address/administrativeArea,1
/eml:eml/dataset/creator/address/city,1
/eml:eml/dataset/creator/address/deliveryPoint,3
/eml:eml/dataset/creator/address/postalCode,1
/eml:eml/dataset/creator/electronicMailAddress,2
/eml:eml/dataset/creator/individualName/surName,1
/eml:eml/dataset/creator/onlineUrl,1
/eml:eml/dataset/creator/organizationName,2
/eml:eml/dataset/creator/phone,1
/eml:eml/dataset/creator/phone/@phonetype,1
/eml:eml/dataset/distribution,1
/eml:eml/dataset/distribution/online/url,1
/eml:eml/dataset/distribution/online/url/@function,1
/eml:eml/dataset/intellectualRights,2
/eml:eml/dataset/keywordSet/keyword,1
/eml:eml/dataset/keywordSet/keyword/@keywordType,1
/eml:eml/dataset/keywordSet/keywordThesaurus,1
/eml:eml/dataset/maintenance,1
/eml:eml/dataset/maintenance/changeHistory/changeDate,6
/eml:eml/dataset/maintenance/changeHistory/changeScope,2
/eml:eml/dataset/maintenance/changeHistory/oldValue,2
/eml:eml/dataset/maintenance/description/section/para,1
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,1
/eml:eml/dataset/project,2
/eml:eml/dataset/project/abstract,1
/eml:eml/dataset/project/funding,1
/eml:eml/dataset/project/personnel/address/administrativeArea,1
/eml:eml/dataset/project/personnel/address/city,2
/eml:eml/dataset/project/personnel/address/country,1
/eml:eml/dataset/project/personnel/address/deliveryPoint,8
/eml:eml/dataset/project/personnel/address/postalCode,4
/eml:eml/dataset/project/personnel/electronicMailAddress,12
/eml:eml/dataset/project/personnel/individualName/givenName,11
/eml:eml/dataset/project/personnel/individualName/surName,8
/eml:eml/dataset/project/personnel/onlineUrl,2
/eml:eml/dataset/project/personnel/phone,10
/eml:eml/dataset/project/personnel/role,1
/eml:eml/dataset/project/title,1
/eml:eml/dataset/pubDate,2
/eml:eml/dataset/publisher,1
/eml:eml/dataset/publisher/address/administrativeArea,1
/eml:eml/dataset/publisher/address/city,1
/eml:eml/dataset/publisher/address/deliveryPoint,3
/eml:eml/dataset/publisher/address/postalCode,1
/eml:eml/dataset/publisher/electronicMailAddress,2
/eml:eml/dataset/publisher/onlineUrl,1
/eml:eml/dataset/publisher/organizationName,1
/eml:eml/dataset/publisher/phone,1
/eml:eml/dataset/publisher/phone/@phonetype,1
/eml:eml/dataset/title,2
