Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,AND_2016_EML,33,33,1.0,1.0
Resource Identifier,AND_2016_EML,33,33,1.0,1.0
Resource Title,AND_2016_EML,33,33,1.0,1.0
Author / Originator,AND_2016_EML,61,33,1.85,1.0
Metadata Contact,AND_2016_EML,15,12,0.45,0.3636363636363637
Contributor Name,AND_2016_EML,194,33,5.88,1.0
Publisher,AND_2016_EML,33,33,1.0,1.0
Publication Date,AND_2016_EML,33,33,1.0,1.0
Resource Contact,AND_2016_EML,93,33,2.82,1.0
Abstract,AND_2016_EML,33,33,1.0,1.0
Keyword,AND_2016_EML,253,33,7.67,1.0
Resource Distribution,AND_2016_EML,33,33,1.0,1.0
Spatial Extent,AND_2016_EML,30,30,0.91,0.9090909090909092
Taxonomic Extent,AND_2016_EML,14,14,0.42,0.42424242424242425
Temporal Extent,AND_2016_EML,33,33,1.0,1.0
Maintenance,AND_2016_EML,33,33,1.0,1.0
Resource Use Constraints,AND_2016_EML,28,28,0.85,0.8484848484848485
Process Step,AND_2016_EML,33,33,1.0,1.0
Project Description,AND_2016_EML,33,33,1.0,1.0
Entity Type Definition,AND_2016_EML,123,32,3.73,0.9696969696969696
Attribute Definition,AND_2016_EML,2614,32,79.21,0.9696969696969696
Resource Access Constraints,AND_2016_EML,33,33,1.0,1.0
Resource Format,AND_2016_EML,123,32,3.73,0.9696969696969696
Attribute List,AND_2016_EML,123,32,3.73,0.9696969696969696
Attribute Constraints,AND_2016_EML,231,32,7.0,0.9696969696969696
Resource Quality Description,AND_2016_EML,4,4,0.12,0.12121212121212123
