XPath,PIE_2005_EML,PIE_2007_EML,PIE_2009_EML,PIE_2010_EML,PIE_2011_EML,PIE_2012_EML,PIE_2013_EML,PIE_2014_EML,PIE_2015_EML,PIE_2016_EML,PIE_2017_EML,PIE_2018_EML
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,1.03,1.26,0.4,1.0,2.67,0.85,0.43,0.38,0.88,1.97,1.67,0.05
/eml:eml/additionalMetadata/metadata/unitList/unit/@multiplierToSI,1.03,1.26,0.4,1.0,2.67,0.85,0.43,0.38,0.88,1.97,1.67,0.05
/eml:eml/additionalMetadata/metadata/unitList/unit/@name,1.03,1.26,0.4,1.0,2.67,0.85,0.43,0.38,0.88,1.97,1.67,0.05
/eml:eml/additionalMetadata/metadata/unitList/unit/@parentSI,1.03,1.26,0.4,1.0,2.67,0.85,0.43,0.38,0.88,1.97,1.67,0.05
/eml:eml/additionalMetadata/metadata/unitList/unit/@unitType,1.03,1.26,0.4,1.0,2.67,0.85,0.43,0.38,0.88,1.97,1.67,0.05
/eml:eml/additionalMetadata/metadata/unitList/unit/description,1.03,1.26,0.4,1.0,2.67,0.85,0.43,0.38,0.88,1.97,1.67,0.05
/eml:eml/additionalMetadata/sitetype,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.46,0.29,0.0,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplierToSI,0.46,0.29,0.0,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@name,0.46,0.29,0.0,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.46,0.29,0.0,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.46,0.29,0.0,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.46,0.29,0.0,0.56,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.23,0.0,0.0,0.0
/eml:eml/dataset/@scope,0.55,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.23,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.96,0.99,1.0,1.0,1.0,1.0,1.0,1.87,1.23,1.0,1.0,0.05
/eml:eml/dataset/abstract/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
/eml:eml/dataset/access/@authSystem,0.48,0.33,0.2,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.48,0.33,0.2,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.48,0.33,0.2,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.96,0.67,0.4,0.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.96,0.67,0.4,0.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
/eml:eml/dataset/additionalInfo/section/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.23,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/title,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.23,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.65,1.05
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.0
/eml:eml/dataset/associatedParty/@scope,1.98,0.47,0.2,0.31,0.67,0.43,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
/eml:eml/dataset/associatedParty/address/city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
/eml:eml/dataset/associatedParty/address/country,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
/eml:eml/dataset/associatedParty/address/postalCode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
/eml:eml/dataset/associatedParty/individualName/givenName,3.09,1.11,2.2,0.81,1.33,1.92,1.25,0.12,1.12,2.87,1.42,0.53
/eml:eml/dataset/associatedParty/individualName/surName,3.09,1.11,2.2,0.81,1.33,1.92,1.77,0.12,1.2,2.87,1.42,0.53
/eml:eml/dataset/associatedParty/phone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
/eml:eml/dataset/associatedParty/role,3.09,1.11,2.2,0.81,1.33,1.92,1.77,0.12,1.2,2.87,1.42,0.53
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
/eml:eml/dataset/contact/@id,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.05
/eml:eml/dataset/contact/@scope,0.55,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/@system,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.05
/eml:eml/dataset/contact/address/@scope,0.55,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.99,1.0,0.16
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.99,1.0,0.16
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,2.0,1.99,1.0,0.16
/eml:eml/dataset/contact/address/deliveryPoint,2.82,3.0,3.0,3.0,3.0,3.0,2.31,1.27,4.44,4.98,3.0,0.26
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,2.0,1.99,1.0,0.16
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,1.99,1.0,0.16
/eml:eml/dataset/contact/individualName/givenName,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.09,0.0,0.0,0.11
/eml:eml/dataset/contact/individualName/surName,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.87,0.32,0.0,0.0,0.11
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,0.46,0.13,1.69,1.99,1.0,0.95
/eml:eml/dataset/contact/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.87,1.24,0.99,0.0,0.95
/eml:eml/dataset/contact/phone,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.98,1.0,0.16
/eml:eml/dataset/contact/phone/@phonetype,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.98,1.0,0.16
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.89,1.99,1.0,0.05
/eml:eml/dataset/coverage/@scope,0.55,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,2.98,1.38,1.0,1.62,2.0,2.04,1.31,0.13,1.78,3.26,1.76,0.42
/eml:eml/dataset/coverage/geographicCoverage/@scope,1.35,0.49,0.2,0.31,1.33,0.41,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2.87,1.35,1.0,1.62,0.67,2.04,1.92,1.0,2.1,3.26,1.76,1.42
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2.87,1.35,1.0,1.62,0.67,2.04,1.92,1.0,2.1,3.26,1.76,1.42
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2.87,1.35,1.0,1.62,0.67,2.04,1.92,1.0,2.1,3.26,1.76,1.42
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2.87,1.35,1.0,1.62,0.67,2.04,1.92,1.0,2.1,3.26,1.76,1.42
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,2.96,1.38,1.0,1.62,2.0,2.04,1.92,1.0,2.1,3.26,1.76,1.42
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.02,0.14,0.2,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,0.08,0.4,0.8,0.12,0.0,0.55,0.2,0.0,0.34,0.39,0.67,0.05
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.25,0.53,1.4,5.38,0.33,1.65,2.58,0.0,1.41,1.72,3.39,0.16
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.25,0.53,1.4,5.38,0.33,1.65,2.58,0.0,1.41,1.72,3.39,0.16
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,0.22,0.53,1.4,5.38,0.33,1.65,2.45,0.0,1.35,1.61,3.35,0.16
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,0.22,0.53,1.4,5.38,0.33,1.65,2.45,0.0,1.35,1.61,3.35,0.16
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.55,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.9,1.0,1.0,1.0,1.0,1.0,0.38,1.0,0.9,1.0,1.0,0.95
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.9,1.0,1.0,1.0,1.0,1.0,0.38,1.0,0.9,1.0,1.0,0.95
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.1,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.11,0.0,0.0,0.05
/eml:eml/dataset/creator/@id,0.91,1.54,1.4,1.0,1.67,1.43,0.52,0.17,1.01,1.39,1.55,0.11
/eml:eml/dataset/creator/@scope,0.75,0.68,0.2,0.31,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.73,0.68,0.2,0.31,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.32,1.74,1.4,1.0,1.67,1.43,1.14,1.02,1.33,1.39,1.55,1.68
/eml:eml/dataset/creator/address/city,1.32,1.74,1.4,1.0,1.67,1.43,1.14,1.02,1.33,1.39,1.55,1.68
/eml:eml/dataset/creator/address/country,1.29,1.74,1.4,1.0,1.67,1.43,1.14,1.0,1.32,1.39,1.55,1.68
/eml:eml/dataset/creator/address/deliveryPoint,3.37,4.35,3.8,2.31,4.33,4.08,2.08,1.35,2.94,3.68,3.73,1.79
/eml:eml/dataset/creator/address/postalCode,1.29,1.74,1.4,1.0,1.33,1.43,1.14,1.0,1.32,1.39,1.55,1.68
/eml:eml/dataset/creator/electronicMailAddress,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.21,0.0,0.0,1.58
/eml:eml/dataset/creator/individualName/givenName,1.33,1.74,1.4,1.0,1.67,1.43,1.14,0.17,1.11,1.39,1.55,1.68
/eml:eml/dataset/creator/individualName/surName,1.34,1.74,1.4,1.0,1.67,1.43,1.14,1.03,1.33,1.39,1.55,1.68
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
/eml:eml/dataset/creator/organizationName,0.7,1.14,1.2,0.75,0.67,1.43,1.14,0.17,1.11,1.39,1.55,0.79
/eml:eml/dataset/creator/phone,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.22,0.0,0.0,2.63
/eml:eml/dataset/creator/phone/@phonetype,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.22,0.0,0.0,2.63
/eml:eml/dataset/creator/positionName,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.87,0.22,0.0,0.0,0.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11
/eml:eml/dataset/dataTable/@scope,0.37,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,11.45,9.53,8.8,9.44,11.0,11.71,6.98,1.5,7.96,13.29,15.61,1.95
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,5.75,3.72,1.6,3.06,3.67,2.73,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,11.45,9.53,8.8,9.44,11.0,11.71,6.98,1.5,7.96,13.29,15.61,22.05
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,11.45,9.53,8.8,9.44,11.0,11.71,6.98,1.5,7.96,13.29,15.61,22.05
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,11.45,9.53,8.8,9.44,11.0,11.71,6.98,1.5,7.96,13.29,15.61,22.05
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,1.3,1.24,0.8,1.62,1.33,1.53,0.55,0.25,1.35,2.02,2.0,1.95
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.53,0.6,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,1.34,0.78,0.0,1.31,2.0,0.64,0.52,0.22,0.58,1.14,0.83,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.15,0.01,0.0,0.19,0.0,0.04,0.05,0.07,0.07,0.17,0.18,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,1.19,0.77,0.0,1.12,2.0,0.6,0.48,0.15,0.52,0.97,0.65,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.22,0.41,0.0,0.19,0.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,2.06,2.01,1.6,2.38,2.0,4.53,8.09,0.07,3.09,3.96,5.91,10.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,2.06,2.01,1.6,2.38,2.0,4.53,8.09,0.07,3.09,3.96,5.91,10.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,1.5,0.83,0.6,1.38,0.33,1.05,1.29,0.2,1.2,1.53,2.27,0.79
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.18,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.18,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,6.08,5.28,6.8,3.75,7.0,7.16,1.51,0.82,3.69,7.37,8.0,17.74
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,3.98,3.25,0.8,1.56,3.0,1.52,0.63,0.47,1.64,5.04,5.18,9.68
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,2.1,2.03,6.0,2.19,4.0,5.64,0.88,0.35,2.06,2.32,2.82,8.05
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,5.3,5.48,6.0,5.56,9.67,8.45,5.74,1.2,7.0,10.77,10.71,19.89
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,5.3,5.48,6.0,5.56,6.0,8.45,5.74,1.2,7.0,10.77,10.71,19.89
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
/eml:eml/dataset/dataTable/entityDescription,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/entityName,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
/eml:eml/dataset/dataTable/numberOfRecords,0.38,0.59,0.8,0.56,0.33,0.61,0.38,0.13,0.68,1.0,1.0,0.89
/eml:eml/dataset/dataTable/physical/@scope,0.37,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
/eml:eml/dataset/dataTable/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.53,0.67,0.8,0.75,0.67,1.0,0.38,0.13,0.68,1.0,1.0,0.89
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.37,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.37,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/objectName,0.82,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.95
/eml:eml/dataset/dataTable/physical/size,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
/eml:eml/dataset/distribution/@scope,0.55,0.35,0.2,0.31,0.33,0.21,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,0.55,0.35,0.2,0.31,0.33,0.21,0.55,0.87,0.31,0.0,0.0,0.95
/eml:eml/dataset/intellectualRights/para,1.36,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.05
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para,3.36,3.0,3.0,3.0,3.0,3.0,1.15,0.4,2.03,3.0,3.0,0.16
/eml:eml/dataset/intellectualRights/para/itemizedlist/listitem/para/literalLayout,1.0,1.0,1.0,1.0,1.0,1.0,0.38,0.13,0.68,1.0,1.0,0.05
/eml:eml/dataset/intellectualRights/section/para,0.0,0.0,0.0,0.0,0.0,0.0,11.08,15.6,5.8,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
/eml:eml/dataset/intellectualRights/section/title,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.87,0.32,0.0,0.0,0.95
/eml:eml/dataset/keywordSet/keyword,10.8,11.52,11.2,9.62,12.0,9.52,10.58,10.23,10.66,10.91,11.82,11.05
/eml:eml/dataset/keywordSet/keyword/@keywordType,0.0,0.0,0.0,0.0,0.0,0.0,7.14,8.82,3.4,0.0,0.0,0.0
/eml:eml/dataset/keywordSet/keywordThesaurus,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.73,0.64,0.0,0.0,1.58
/eml:eml/dataset/language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
/eml:eml/dataset/maintenance/description/para,2.78,4.99,4.6,3.56,2.33,2.39,2.03,0.27,3.05,5.3,5.85,0.11
/eml:eml/dataset/maintenance/description/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
/eml:eml/dataset/maintenance/description/section/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.45,0.0,0.0,0.0
/eml:eml/dataset/maintenance/description/section/title,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.45,0.0,0.0,0.0
