Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,112,112,1.00,100.00%
Abstract,2016_EML,112,112,1.00,100.00%
Attribute Definition,2016_EML,1360,112,12.14,100.00%
Attribute List,2016_EML,112,112,1.00,100.00%
Author,2016_EML,156,112,1.39,100.00%
Author / Originator,2016_EML,156,112,1.39,100.00%
Author / Originator Identifier,2016_EML,156,112,1.39,100.00%
Bounding Box,2016_EML,358,112,3.20,100.00%
Contributor Name,2016_EML,321,104,2.87,92.86%
Contributor Role,2016_EML,104,104,0.93,92.86%
Distribution Format,2016_EML,112,112,1.00,100.00%
Easternmost Longitude,2016_EML,357,112,3.19,100.00%
End Time,2016_EML,112,112,1.00,100.00%
Entity Type Definition,2016_EML,112,112,1.00,100.00%
Entity and Attribute Information,2016_EML,112,112,1.00,100.00%
Keyword,2016_EML,1222,112,10.91,100.00%
Maintenance,2016_EML,112,112,1.00,100.00%
Metadata Access Constraints,2016_EML,112,112,1.00,100.00%
Metadata Contact,2016_EML,112,112,1.00,100.00%
Metadata Use Constraints,2016_EML,112,112,1.00,100.00%
Northernmost Latitude,2016_EML,358,112,3.20,100.00%
Organization Name,2016_EML,447,112,3.99,100.00%
Originating Organization,2016_EML,112,112,1.00,100.00%
Process Step,2016_EML,112,112,1.00,100.00%
Project Description,2016_EML,112,112,1.00,100.00%
Publication Date,2016_EML,112,112,1.00,100.00%
Publisher,2016_EML,112,112,1.00,100.00%
Publisher E-Mail,2016_EML,112,112,1.00,100.00%
Publisher URL,2016_EML,112,112,1.00,100.00%
Related Resource Citation,2016_EML,112,112,1.00,100.00%
Resource Access Constraints,2016_EML,112,112,1.00,100.00%
Resource Contact,2016_EML,223,112,1.99,100.00%
Resource Creation/Revision Date,2016_EML,112,112,1.00,100.00%
Resource Distribution,2016_EML,112,112,1.00,100.00%
Resource Format,2016_EML,112,112,1.00,100.00%
Resource Identifier,2016_EML,112,112,1.00,100.00%
Resource Identifier Type,2016_EML,112,112,1.00,100.00%
Resource Lineage,2016_EML,112,112,1.00,100.00%
Resource Long Name,2016_EML,112,112,1.00,100.00%
Resource Status,2016_EML,112,112,1.00,100.00%
Resource Title,2016_EML,112,112,1.00,100.00%
Resource Use Constraints,2016_EML,112,112,1.00,100.00%
Resource on-line Link,2016_EML,112,112,1.00,100.00%
Rights,2016_EML,112,112,1.00,100.00%
Security Constraints,2016_EML,112,112,1.00,100.00%
Southernmost Latitude,2016_EML,358,112,3.20,100.00%
Spatial Extent,2016_EML,365,112,3.26,100.00%
Start Time,2016_EML,112,112,1.00,100.00%
Taxonomic Extent,2016_EML,44,44,0.39,39.29%
Temporal Extent,2016_EML,112,112,1.00,100.00%
Unknown,2016_EML,22307,112,199.17,100.00%
Westernmost Longitude,2016_EML,357,112,3.19,100.00%
