Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PIE_2013_EML,65.0,65.0,1.0,1.0
Resource Identifier,PIE_2013_EML,65.0,65.0,1.0,1.0
Resource Title,PIE_2013_EML,65.0,65.0,1.0,1.0
Author / Originator,PIE_2013_EML,74.0,65.0,1.14,1.0
Metadata Contact,PIE_2013_EML,65.0,65.0,1.0,1.0
Contributor Name,PIE_2013_EML,115.0,59.0,1.77,0.9076923076923076
Publisher,PIE_2013_EML,64.0,64.0,0.98,0.9846153846153848
Publication Date,PIE_2013_EML,65.0,65.0,1.0,1.0
Resource Contact,PIE_2013_EML,65.0,65.0,1.0,1.0
Abstract,PIE_2013_EML,65.0,65.0,1.0,1.0
Keyword,PIE_2013_EML,688.0,65.0,10.58,1.0
Resource Distribution,PIE_2013_EML,65.0,65.0,1.0,1.0
Spatial Extent,PIE_2013_EML,125.0,65.0,1.92,1.0
Taxonomic Extent,PIE_2013_EML,13.0,13.0,0.2,0.2
Temporal Extent,PIE_2013_EML,65.0,65.0,1.0,1.0
Maintenance,PIE_2013_EML,65.0,65.0,1.0,1.0
Resource Use Constraints,PIE_2013_EML,65.0,65.0,1.0,1.0
Process Step,PIE_2013_EML,65.0,65.0,1.0,1.0
Project Description,PIE_2013_EML,65.0,65.0,1.0,1.0
Entity Type Definition,PIE_2013_EML,25.0,25.0,0.38,0.38461538461538464
Attribute Definition,PIE_2013_EML,454.0,25.0,6.98,0.38461538461538464
Resource Access Constraints,PIE_2013_EML,65.0,65.0,1.0,1.0
Resource Format,PIE_2013_EML,25.0,25.0,0.38,0.38461538461538464
Attribute List,PIE_2013_EML,25.0,25.0,0.38,0.38461538461538464
Attribute Constraints,PIE_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PIE_2013_EML,0.0,0.0,0.0,0.0
