Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2014_EML,60,60,1.00,100.00%
Abstract,2014_EML,60,60,1.00,100.00%
Attribute Definition,2014_EML,77,8,1.28,13.33%
Attribute List,2014_EML,8,8,0.13,13.33%
Author,2014_EML,62,60,1.03,100.00%
Author / Originator,2014_EML,62,60,1.03,100.00%
Author / Originator Identifier,2014_EML,10,8,0.17,13.33%
Author / Originator World Wide Web Address,2014_EML,51,51,0.85,85.00%
Bounding Box,2014_EML,60,60,1.00,100.00%
Contributor Name,2014_EML,7,7,0.12,11.67%
Contributor Role,2014_EML,7,7,0.12,11.67%
Distribution Format,2014_EML,8,8,0.13,13.33%
Easternmost Longitude,2014_EML,60,60,1.00,100.00%
End Time,2014_EML,60,60,1.00,100.00%
Entity Type Definition,2014_EML,8,8,0.13,13.33%
Entity and Attribute Information,2014_EML,8,8,0.13,13.33%
Keyword,2014_EML,613,60,10.22,100.00%
Keyword Type,2014_EML,104,52,1.73,86.67%
Keyword Vocabulary,2014_EML,52,52,0.87,86.67%
Maintenance,2014_EML,60,60,1.00,100.00%
Metadata Access Constraints,2014_EML,60,60,1.00,100.00%
Metadata Contact,2014_EML,60,60,1.00,100.00%
Metadata Use Constraints,2014_EML,60,60,1.00,100.00%
Northernmost Latitude,2014_EML,60,60,1.00,100.00%
Organization Name,2014_EML,180,60,3.00,100.00%
Originating Organization,2014_EML,8,8,0.13,13.33%
Place Keyword,2014_EML,320,52,5.33,86.67%
Process Step,2014_EML,8,8,0.13,13.33%
Project Description,2014_EML,60,60,1.00,100.00%
Project Name,2014_EML,51,51,0.85,85.00%
Publication Date,2014_EML,60,60,1.00,100.00%
Publisher,2014_EML,60,60,1.00,100.00%
Publisher E-Mail,2014_EML,60,60,1.00,100.00%
Publisher URL,2014_EML,60,60,1.00,100.00%
Purpose,2014_EML,52,52,0.87,86.67%
Related Resource Citation,2014_EML,60,60,1.00,100.00%
Resource Access Constraints,2014_EML,60,60,1.00,100.00%
Resource Contact,2014_EML,60,60,1.00,100.00%
Resource Creation/Revision Date,2014_EML,60,60,1.00,100.00%
Resource Distribution,2014_EML,60,60,1.00,100.00%
Resource Format,2014_EML,8,8,0.13,13.33%
Resource Identifier,2014_EML,60,60,1.00,100.00%
Resource Identifier Type,2014_EML,60,60,1.00,100.00%
Resource Lineage,2014_EML,8,8,0.13,13.33%
Resource Long Name,2014_EML,60,60,1.00,100.00%
Resource Status,2014_EML,60,60,1.00,100.00%
Resource Title,2014_EML,60,60,1.00,100.00%
Resource Update Frequency,2014_EML,52,52,0.87,86.67%
Resource Use Constraints,2014_EML,60,60,1.00,100.00%
Resource on-line Link,2014_EML,60,60,1.00,100.00%
Rights,2014_EML,60,60,1.00,100.00%
Security Constraints,2014_EML,60,60,1.00,100.00%
Southernmost Latitude,2014_EML,60,60,1.00,100.00%
Spatial Extent,2014_EML,60,60,1.00,100.00%
Start Time,2014_EML,60,60,1.00,100.00%
Supplemental Information,2014_EML,52,52,0.87,86.67%
Temporal Extent,2014_EML,60,60,1.00,100.00%
Unknown,2014_EML,9717,60,161.95,100.00%
Westernmost Longitude,2014_EML,60,60,1.00,100.00%
