Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PIE_2016_EML,112.0,112.0,1.0,1.0
Resource Identifier,PIE_2016_EML,112.0,112.0,1.0,1.0
Resource Title,PIE_2016_EML,112.0,112.0,1.0,1.0
Author / Originator,PIE_2016_EML,156.0,112.0,1.39,1.0
Metadata Contact,PIE_2016_EML,112.0,112.0,1.0,1.0
Contributor Name,PIE_2016_EML,321.0,104.0,2.87,0.9285714285714286
Publisher,PIE_2016_EML,112.0,112.0,1.0,1.0
Publication Date,PIE_2016_EML,112.0,112.0,1.0,1.0
Resource Contact,PIE_2016_EML,223.0,112.0,1.99,1.0
Abstract,PIE_2016_EML,112.0,112.0,1.0,1.0
Keyword,PIE_2016_EML,1222.0,112.0,10.91,1.0
Resource Distribution,PIE_2016_EML,112.0,112.0,1.0,1.0
Spatial Extent,PIE_2016_EML,365.0,112.0,3.26,1.0
Taxonomic Extent,PIE_2016_EML,44.0,44.0,0.39,0.3928571428571429
Temporal Extent,PIE_2016_EML,112.0,112.0,1.0,1.0
Maintenance,PIE_2016_EML,112.0,112.0,1.0,1.0
Resource Use Constraints,PIE_2016_EML,112.0,112.0,1.0,1.0
Process Step,PIE_2016_EML,112.0,112.0,1.0,1.0
Project Description,PIE_2016_EML,112.0,112.0,1.0,1.0
Entity Type Definition,PIE_2016_EML,112.0,112.0,1.0,1.0
Attribute Definition,PIE_2016_EML,1489.0,112.0,13.29,1.0
Resource Access Constraints,PIE_2016_EML,112.0,112.0,1.0,1.0
Resource Format,PIE_2016_EML,112.0,112.0,1.0,1.0
Attribute List,PIE_2016_EML,112.0,112.0,1.0,1.0
Attribute Constraints,PIE_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PIE_2016_EML,0.0,0.0,0.0,0.0
