Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PIE_2014_EML,60.0,60.0,1.0,1.0
Resource Identifier,PIE_2014_EML,60.0,60.0,1.0,1.0
Resource Title,PIE_2014_EML,60.0,60.0,1.0,1.0
Author / Originator,PIE_2014_EML,62.0,60.0,1.03,1.0
Metadata Contact,PIE_2014_EML,60.0,60.0,1.0,1.0
Contributor Name,PIE_2014_EML,7.0,7.0,0.12,0.11666666666666667
Publisher,PIE_2014_EML,60.0,60.0,1.0,1.0
Publication Date,PIE_2014_EML,60.0,60.0,1.0,1.0
Resource Contact,PIE_2014_EML,60.0,60.0,1.0,1.0
Abstract,PIE_2014_EML,60.0,60.0,1.0,1.0
Keyword,PIE_2014_EML,614.0,60.0,10.23,1.0
Resource Distribution,PIE_2014_EML,60.0,60.0,1.0,1.0
Spatial Extent,PIE_2014_EML,60.0,60.0,1.0,1.0
Taxonomic Extent,PIE_2014_EML,0.0,0.0,0.0,0.0
Temporal Extent,PIE_2014_EML,60.0,60.0,1.0,1.0
Maintenance,PIE_2014_EML,60.0,60.0,1.0,1.0
Resource Use Constraints,PIE_2014_EML,60.0,60.0,1.0,1.0
Process Step,PIE_2014_EML,8.0,8.0,0.13,0.13333333333333333
Project Description,PIE_2014_EML,60.0,60.0,1.0,1.0
Entity Type Definition,PIE_2014_EML,8.0,8.0,0.13,0.13333333333333333
Attribute Definition,PIE_2014_EML,90.0,8.0,1.5,0.13333333333333333
Resource Access Constraints,PIE_2014_EML,60.0,60.0,1.0,1.0
Resource Format,PIE_2014_EML,8.0,8.0,0.13,0.13333333333333333
Attribute List,PIE_2014_EML,8.0,8.0,0.13,0.13333333333333333
Attribute Constraints,PIE_2014_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PIE_2014_EML,0.0,0.0,0.0,0.0
