Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HBR_2015_EML,52.0,52.0,1.0,1.0
Resource Identifier,HBR_2015_EML,52.0,52.0,1.0,1.0
Resource Title,HBR_2015_EML,52.0,52.0,1.0,1.0
Author / Originator,HBR_2015_EML,120.0,52.0,2.31,1.0
Metadata Contact,HBR_2015_EML,52.0,52.0,1.0,1.0
Contributor Name,HBR_2015_EML,124.0,36.0,2.38,0.6923076923076923
Publisher,HBR_2015_EML,52.0,52.0,1.0,1.0
Publication Date,HBR_2015_EML,52.0,52.0,1.0,1.0
Resource Contact,HBR_2015_EML,104.0,52.0,2.0,1.0
Abstract,HBR_2015_EML,52.0,52.0,1.0,1.0
Keyword,HBR_2015_EML,753.0,52.0,14.48,1.0
Resource Distribution,HBR_2015_EML,52.0,52.0,1.0,1.0
Spatial Extent,HBR_2015_EML,314.0,52.0,6.04,1.0
Taxonomic Extent,HBR_2015_EML,0.0,0.0,0.0,0.0
Temporal Extent,HBR_2015_EML,52.0,52.0,1.0,1.0
Maintenance,HBR_2015_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,HBR_2015_EML,52.0,52.0,1.0,1.0
Process Step,HBR_2015_EML,52.0,52.0,1.0,1.0
Project Description,HBR_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HBR_2015_EML,57.0,52.0,1.1,1.0
Attribute Definition,HBR_2015_EML,918.0,52.0,17.65,1.0
Resource Access Constraints,HBR_2015_EML,52.0,52.0,1.0,1.0
Resource Format,HBR_2015_EML,57.0,52.0,1.1,1.0
Attribute List,HBR_2015_EML,57.0,52.0,1.1,1.0
Attribute Constraints,HBR_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HBR_2015_EML,0.0,0.0,0.0,0.0
