Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HBR_2005_EML,170.0,170.0,1.0,1.0
Resource Identifier,HBR_2005_EML,170.0,170.0,1.0,1.0
Resource Title,HBR_2005_EML,170.0,170.0,1.0,1.0
Author / Originator,HBR_2005_EML,303.0,170.0,1.78,1.0
Metadata Contact,HBR_2005_EML,88.0,88.0,0.52,0.5176470588235295
Contributor Name,HBR_2005_EML,377.0,100.0,2.22,0.5882352941176471
Publisher,HBR_2005_EML,81.0,81.0,0.48,0.4764705882352941
Publication Date,HBR_2005_EML,21.0,21.0,0.12,0.12352941176470587
Resource Contact,HBR_2005_EML,170.0,170.0,1.0,1.0
Abstract,HBR_2005_EML,21.0,21.0,0.12,0.12352941176470587
Keyword,HBR_2005_EML,925.0,105.0,5.44,0.6176470588235294
Resource Distribution,HBR_2005_EML,154.0,154.0,0.91,0.9058823529411764
Spatial Extent,HBR_2005_EML,534.0,170.0,3.14,1.0
Taxonomic Extent,HBR_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,HBR_2005_EML,165.0,165.0,0.97,0.9705882352941176
Maintenance,HBR_2005_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,HBR_2005_EML,168.0,168.0,0.99,0.9882352941176472
Process Step,HBR_2005_EML,170.0,170.0,1.0,1.0
Project Description,HBR_2005_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HBR_2005_EML,233.0,146.0,1.37,0.8588235294117647
Attribute Definition,HBR_2005_EML,2781.0,148.0,16.36,0.8705882352941177
Resource Access Constraints,HBR_2005_EML,0.0,0.0,0.0,0.0
Resource Format,HBR_2005_EML,235.0,148.0,1.38,0.8705882352941177
Attribute List,HBR_2005_EML,235.0,148.0,1.38,0.8705882352941177
Attribute Constraints,HBR_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HBR_2005_EML,0.0,0.0,0.0,0.0
