Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HBR_2016_EML,152.0,152.0,1.0,1.0
Resource Identifier,HBR_2016_EML,152.0,152.0,1.0,1.0
Resource Title,HBR_2016_EML,152.0,152.0,1.0,1.0
Author / Originator,HBR_2016_EML,252.0,152.0,1.66,1.0
Metadata Contact,HBR_2016_EML,131.0,131.0,0.86,0.8618421052631579
Contributor Name,HBR_2016_EML,117.0,53.0,0.77,0.34868421052631576
Publisher,HBR_2016_EML,152.0,152.0,1.0,1.0
Publication Date,HBR_2016_EML,146.0,146.0,0.96,0.9605263157894736
Resource Contact,HBR_2016_EML,304.0,152.0,2.0,1.0
Abstract,HBR_2016_EML,152.0,152.0,1.0,1.0
Keyword,HBR_2016_EML,2228.0,152.0,14.66,1.0
Resource Distribution,HBR_2016_EML,152.0,152.0,1.0,1.0
Spatial Extent,HBR_2016_EML,526.0,152.0,3.46,1.0
Taxonomic Extent,HBR_2016_EML,0.0,0.0,0.0,0.0
Temporal Extent,HBR_2016_EML,149.0,149.0,0.98,0.9802631578947368
Maintenance,HBR_2016_EML,3.0,3.0,0.02,0.01973684210526316
Resource Use Constraints,HBR_2016_EML,152.0,152.0,1.0,1.0
Process Step,HBR_2016_EML,151.0,151.0,0.99,0.9934210526315791
Project Description,HBR_2016_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HBR_2016_EML,162.0,126.0,1.07,0.8289473684210527
Attribute Definition,HBR_2016_EML,2340.0,127.0,15.39,0.8355263157894737
Resource Access Constraints,HBR_2016_EML,152.0,152.0,1.0,1.0
Resource Format,HBR_2016_EML,163.0,127.0,1.07,0.8355263157894737
Attribute List,HBR_2016_EML,163.0,127.0,1.07,0.8355263157894737
Attribute Constraints,HBR_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HBR_2016_EML,0.0,0.0,0.0,0.0
