Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HBR_2017_EML,9.0,9.0,1.0,1.0
Resource Identifier,HBR_2017_EML,9.0,9.0,1.0,1.0
Resource Title,HBR_2017_EML,9.0,9.0,1.0,1.0
Author / Originator,HBR_2017_EML,23.0,9.0,2.56,1.0
Metadata Contact,HBR_2017_EML,9.0,9.0,1.0,1.0
Contributor Name,HBR_2017_EML,7.0,4.0,0.78,0.4444444444444444
Publisher,HBR_2017_EML,9.0,9.0,1.0,1.0
Publication Date,HBR_2017_EML,9.0,9.0,1.0,1.0
Resource Contact,HBR_2017_EML,9.0,9.0,1.0,1.0
Abstract,HBR_2017_EML,9.0,9.0,1.0,1.0
Keyword,HBR_2017_EML,101.0,9.0,11.22,1.0
Resource Distribution,HBR_2017_EML,9.0,9.0,1.0,1.0
Spatial Extent,HBR_2017_EML,17.0,9.0,1.89,1.0
Taxonomic Extent,HBR_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,HBR_2017_EML,9.0,9.0,1.0,1.0
Maintenance,HBR_2017_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,HBR_2017_EML,9.0,9.0,1.0,1.0
Process Step,HBR_2017_EML,9.0,9.0,1.0,1.0
Project Description,HBR_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HBR_2017_EML,26.0,9.0,2.89,1.0
Attribute Definition,HBR_2017_EML,187.0,9.0,20.78,1.0
Resource Access Constraints,HBR_2017_EML,9.0,9.0,1.0,1.0
Resource Format,HBR_2017_EML,26.0,9.0,2.89,1.0
Attribute List,HBR_2017_EML,26.0,9.0,2.89,1.0
Attribute Constraints,HBR_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HBR_2017_EML,0.0,0.0,0.0,0.0
