Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,HBR_2008_EML,1.0,1.0,1.0,1.0
Resource Identifier,HBR_2008_EML,1.0,1.0,1.0,1.0
Resource Title,HBR_2008_EML,1.0,1.0,1.0,1.0
Author / Originator,HBR_2008_EML,1.0,1.0,1.0,1.0
Metadata Contact,HBR_2008_EML,1.0,1.0,1.0,1.0
Contributor Name,HBR_2008_EML,2.0,1.0,2.0,1.0
Publisher,HBR_2008_EML,1.0,1.0,1.0,1.0
Publication Date,HBR_2008_EML,0.0,0.0,0.0,0.0
Resource Contact,HBR_2008_EML,1.0,1.0,1.0,1.0
Abstract,HBR_2008_EML,0.0,0.0,0.0,0.0
Keyword,HBR_2008_EML,5.0,1.0,5.0,1.0
Resource Distribution,HBR_2008_EML,1.0,1.0,1.0,1.0
Spatial Extent,HBR_2008_EML,2.0,1.0,2.0,1.0
Taxonomic Extent,HBR_2008_EML,0.0,0.0,0.0,0.0
Temporal Extent,HBR_2008_EML,1.0,1.0,1.0,1.0
Maintenance,HBR_2008_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,HBR_2008_EML,1.0,1.0,1.0,1.0
Process Step,HBR_2008_EML,1.0,1.0,1.0,1.0
Project Description,HBR_2008_EML,0.0,0.0,0.0,0.0
Entity Type Definition,HBR_2008_EML,1.0,1.0,1.0,1.0
Attribute Definition,HBR_2008_EML,6.0,1.0,6.0,1.0
Resource Access Constraints,HBR_2008_EML,0.0,0.0,0.0,0.0
Resource Format,HBR_2008_EML,1.0,1.0,1.0,1.0
Attribute List,HBR_2008_EML,1.0,1.0,1.0,1.0
Attribute Constraints,HBR_2008_EML,0.0,0.0,0.0,0.0
Resource Quality Description,HBR_2008_EML,0.0,0.0,0.0,0.0
