Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,BES_2008_EML,73.0,73.0,1.0,1.0
Resource Identifier,BES_2008_EML,73.0,73.0,1.0,1.0
Resource Title,BES_2008_EML,73.0,73.0,1.0,1.0
Author / Originator,BES_2008_EML,146.0,73.0,2.0,1.0
Metadata Contact,BES_2008_EML,0.0,0.0,0.0,0.0
Contributor Name,BES_2008_EML,0.0,0.0,0.0,0.0
Publisher,BES_2008_EML,0.0,0.0,0.0,0.0
Publication Date,BES_2008_EML,73.0,73.0,1.0,1.0
Resource Contact,BES_2008_EML,73.0,73.0,1.0,1.0
Abstract,BES_2008_EML,73.0,73.0,1.0,1.0
Keyword,BES_2008_EML,146.0,73.0,2.0,1.0
Resource Distribution,BES_2008_EML,73.0,73.0,1.0,1.0
Spatial Extent,BES_2008_EML,73.0,73.0,1.0,1.0
Taxonomic Extent,BES_2008_EML,0.0,0.0,0.0,0.0
Temporal Extent,BES_2008_EML,73.0,73.0,1.0,1.0
Maintenance,BES_2008_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,BES_2008_EML,73.0,73.0,1.0,1.0
Process Step,BES_2008_EML,0.0,0.0,0.0,0.0
Project Description,BES_2008_EML,0.0,0.0,0.0,0.0
Entity Type Definition,BES_2008_EML,0.0,0.0,0.0,0.0
Attribute Definition,BES_2008_EML,0.0,0.0,0.0,0.0
Resource Access Constraints,BES_2008_EML,73.0,73.0,1.0,1.0
Resource Format,BES_2008_EML,0.0,0.0,0.0,0.0
Attribute List,BES_2008_EML,0.0,0.0,0.0,0.0
Attribute Constraints,BES_2008_EML,0.0,0.0,0.0,0.0
Resource Quality Description,BES_2008_EML,0.0,0.0,0.0,0.0
