Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2015_EML,118,118,1.00,100.00%
Abstract,2015_EML,118,118,1.00,100.00%
Attribute Definition,2015_EML,977,110,8.28,93.22%
Attribute List,2015_EML,112,110,0.95,93.22%
Author,2015_EML,236,118,2.00,100.00%
Author / Originator,2015_EML,236,118,2.00,100.00%
Author / Originator Email Address,2015_EML,118,118,1.00,100.00%
Author / Originator Identifier,2015_EML,236,118,2.00,100.00%
Author / Originator World Wide Web Address,2015_EML,118,118,1.00,100.00%
Bounding Box,2015_EML,118,118,1.00,100.00%
Distribution Format,2015_EML,110,110,0.93,93.22%
Easternmost Longitude,2015_EML,118,118,1.00,100.00%
End Time,2015_EML,118,118,1.00,100.00%
Entity Type Definition,2015_EML,110,110,0.93,93.22%
Entity and Attribute Information,2015_EML,110,110,0.93,93.22%
Keyword,2015_EML,1742,118,14.76,100.00%
Keyword Type,2015_EML,118,118,1.00,100.00%
Metadata Access Constraints,2015_EML,118,118,1.00,100.00%
Metadata Use Constraints,2015_EML,118,118,1.00,100.00%
Northernmost Latitude,2015_EML,118,118,1.00,100.00%
Organization Name,2015_EML,204,118,1.73,100.00%
Originating Organization,2015_EML,118,118,1.00,100.00%
Process Step,2015_EML,110,110,0.93,93.22%
Project Name,2015_EML,118,118,1.00,100.00%
Publication Date,2015_EML,118,118,1.00,100.00%
Resource Access Constraints,2015_EML,118,118,1.00,100.00%
Resource Contact,2015_EML,204,118,1.73,100.00%
Resource Creation/Revision Date,2015_EML,118,118,1.00,100.00%
Resource Distribution,2015_EML,118,118,1.00,100.00%
Resource Format,2015_EML,110,110,0.93,93.22%
Resource Identifier,2015_EML,118,118,1.00,100.00%
Resource Identifier Type,2015_EML,118,118,1.00,100.00%
Resource Lineage,2015_EML,110,110,0.93,93.22%
Resource Long Name,2015_EML,118,118,1.00,100.00%
Resource Status,2015_EML,118,118,1.00,100.00%
Resource Title,2015_EML,118,118,1.00,100.00%
Resource Use Constraints,2015_EML,118,118,1.00,100.00%
Resource on-line Link,2015_EML,118,118,1.00,100.00%
Rights,2015_EML,118,118,1.00,100.00%
Security Constraints,2015_EML,118,118,1.00,100.00%
Southernmost Latitude,2015_EML,118,118,1.00,100.00%
Spatial Extent,2015_EML,118,118,1.00,100.00%
Start Time,2015_EML,118,118,1.00,100.00%
Temporal Extent,2015_EML,118,118,1.00,100.00%
Unknown,2015_EML,18269,118,154.82,100.00%
Westernmost Longitude,2015_EML,118,118,1.00,100.00%
