XPath,BES_2005_EML,BES_2006_EML,BES_2008_EML,BES_2009_EML,BES_2010_EML,BES_2011_EML,BES_2012_EML,BES_2013_EML,BES_2015_EML,BES_2016_EML,BES_2017_EML,BES_2018_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,0.9230769230769232,0.8646408839779005,0.0,0.8790931989924433,0.7632920611798979,0.8918918918918919,0.5942028985507246,0.0,0.0,0.0,0.0,0.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,1.0,1.0,1.0
/eml:eml/access/@system,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,1.0,1.0,1.0
/eml:eml/access/allow/principal,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@abbreviation,0.038461538461538464,0.07527624309392265,1.0,0.06801007556675064,0.15003641660597233,0.027027027027027032,0.2028985507246377,0.981132075471698,1.0,0.11299435028248588,0.024844720496894408,0.9652173913043478
