Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2009_EML,397,397,1.00,100.00%
Abstract,2009_EML,27,27,0.07,6.80%
Author,2009_EML,54,27,0.14,6.80%
Author / Originator,2009_EML,54,27,0.14,6.80%
Author / Originator Email Address,2009_EML,27,27,0.07,6.80%
Author / Originator Identifier,2009_EML,54,27,0.14,6.80%
Author / Originator World Wide Web Address,2009_EML,27,27,0.07,6.80%
Bounding Box,2009_EML,27,27,0.07,6.80%
Easternmost Longitude,2009_EML,27,27,0.07,6.80%
End Time,2009_EML,27,27,0.07,6.80%
Keyword,2009_EML,71,27,0.18,6.80%
Keyword Type,2009_EML,27,27,0.07,6.80%
Metadata Access Constraints,2009_EML,27,27,0.07,6.80%
Metadata Use Constraints,2009_EML,27,27,0.07,6.80%
Northernmost Latitude,2009_EML,27,27,0.07,6.80%
Organization Name,2009_EML,27,27,0.07,6.80%
Originating Organization,2009_EML,27,27,0.07,6.80%
Project Name,2009_EML,27,27,0.07,6.80%
Publication Date,2009_EML,27,27,0.07,6.80%
Resource Access Constraints,2009_EML,27,27,0.07,6.80%
Resource Contact,2009_EML,27,27,0.07,6.80%
Resource Creation/Revision Date,2009_EML,27,27,0.07,6.80%
Resource Distribution,2009_EML,27,27,0.07,6.80%
Resource Identifier,2009_EML,27,27,0.07,6.80%
Resource Identifier Type,2009_EML,27,27,0.07,6.80%
Resource Long Name,2009_EML,27,27,0.07,6.80%
Resource Status,2009_EML,27,27,0.07,6.80%
Resource Title,2009_EML,27,27,0.07,6.80%
Resource Use Constraints,2009_EML,27,27,0.07,6.80%
Resource on-line Link,2009_EML,27,27,0.07,6.80%
Rights,2009_EML,27,27,0.07,6.80%
Security Constraints,2009_EML,27,27,0.07,6.80%
Southernmost Latitude,2009_EML,27,27,0.07,6.80%
Spatial Extent,2009_EML,27,27,0.07,6.80%
Start Time,2009_EML,27,27,0.07,6.80%
Temporal Extent,2009_EML,27,27,0.07,6.80%
Unknown,2009_EML,18977,397,47.80,100.00%
Westernmost Longitude,2009_EML,27,27,0.07,6.80%
