Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,BES_2017_EML,161.0,161.0,1.0,1.0
Resource Identifier,BES_2017_EML,161.0,161.0,1.0,1.0
Resource Title,BES_2017_EML,161.0,161.0,1.0,1.0
Author / Originator,BES_2017_EML,369.0,161.0,2.29,1.0
Metadata Contact,BES_2017_EML,0.0,0.0,0.0,0.0
Contributor Name,BES_2017_EML,0.0,0.0,0.0,0.0
Publisher,BES_2017_EML,0.0,0.0,0.0,0.0
Publication Date,BES_2017_EML,161.0,161.0,1.0,1.0
Resource Contact,BES_2017_EML,161.0,161.0,1.0,1.0
Abstract,BES_2017_EML,161.0,161.0,1.0,1.0
Keyword,BES_2017_EML,919.0,161.0,5.71,1.0
Resource Distribution,BES_2017_EML,161.0,161.0,1.0,1.0
Spatial Extent,BES_2017_EML,161.0,161.0,1.0,1.0
Taxonomic Extent,BES_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,BES_2017_EML,161.0,161.0,1.0,1.0
Maintenance,BES_2017_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,BES_2017_EML,161.0,161.0,1.0,1.0
Process Step,BES_2017_EML,13.0,13.0,0.08,0.08074534161490682
Project Description,BES_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,BES_2017_EML,33.0,13.0,0.2,0.08074534161490682
Attribute Definition,BES_2017_EML,438.0,13.0,2.72,0.08074534161490682
Resource Access Constraints,BES_2017_EML,161.0,161.0,1.0,1.0
Resource Format,BES_2017_EML,33.0,13.0,0.2,0.08074534161490682
Attribute List,BES_2017_EML,33.0,13.0,0.2,0.08074534161490682
Attribute Constraints,BES_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,BES_2017_EML,0.0,0.0,0.0,0.0
