Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,177,177,1.00,100.00%
Abstract,2016_EML,177,177,1.00,100.00%
Attribute Definition,2016_EML,585,53,3.31,29.94%
Attribute List,2016_EML,61,53,0.34,29.94%
Author,2016_EML,368,177,2.08,100.00%
Author / Originator,2016_EML,368,177,2.08,100.00%
Author / Originator Email Address,2016_EML,2,2,0.01,1.13%
Author / Originator Identifier,2016_EML,368,177,2.08,100.00%
Author / Originator World Wide Web Address,2016_EML,191,177,1.08,100.00%
Bounding Box,2016_EML,177,177,1.00,100.00%
Distribution Format,2016_EML,53,53,0.30,29.94%
Easternmost Longitude,2016_EML,177,177,1.00,100.00%
End Time,2016_EML,177,177,1.00,100.00%
Entity Type Definition,2016_EML,53,53,0.30,29.94%
Entity and Attribute Information,2016_EML,53,53,0.30,29.94%
Keyword,2016_EML,1850,177,10.45,100.00%
Keyword Type,2016_EML,177,177,1.00,100.00%
Metadata Access Constraints,2016_EML,177,177,1.00,100.00%
Metadata Use Constraints,2016_EML,177,177,1.00,100.00%
Northernmost Latitude,2016_EML,177,177,1.00,100.00%
Organization Name,2016_EML,353,177,1.99,100.00%
Originating Organization,2016_EML,182,177,1.03,100.00%
Process Step,2016_EML,53,53,0.30,29.94%
Project Name,2016_EML,191,177,1.08,100.00%
Publication Date,2016_EML,177,177,1.00,100.00%
Resource Access Constraints,2016_EML,177,177,1.00,100.00%
Resource Contact,2016_EML,348,177,1.97,100.00%
Resource Creation/Revision Date,2016_EML,177,177,1.00,100.00%
Resource Distribution,2016_EML,177,177,1.00,100.00%
Resource Format,2016_EML,53,53,0.30,29.94%
Resource Identifier,2016_EML,177,177,1.00,100.00%
Resource Identifier Type,2016_EML,177,177,1.00,100.00%
Resource Lineage,2016_EML,53,53,0.30,29.94%
Resource Long Name,2016_EML,177,177,1.00,100.00%
Resource Status,2016_EML,177,177,1.00,100.00%
Resource Title,2016_EML,177,177,1.00,100.00%
Resource Use Constraints,2016_EML,177,177,1.00,100.00%
Resource on-line Link,2016_EML,177,177,1.00,100.00%
Rights,2016_EML,177,177,1.00,100.00%
Security Constraints,2016_EML,177,177,1.00,100.00%
Southernmost Latitude,2016_EML,177,177,1.00,100.00%
Spatial Extent,2016_EML,177,177,1.00,100.00%
Start Time,2016_EML,177,177,1.00,100.00%
Temporal Extent,2016_EML,177,177,1.00,100.00%
Unknown,2016_EML,18538,177,104.73,100.00%
Westernmost Longitude,2016_EML,177,177,1.00,100.00%
