Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2012_EML,70,70,1.00,100.00%
Abstract,2012_EML,14,14,0.20,20.00%
Author,2012_EML,28,14,0.40,20.00%
Author / Originator,2012_EML,28,14,0.40,20.00%
Author / Originator Email Address,2012_EML,14,14,0.20,20.00%
Author / Originator Identifier,2012_EML,28,14,0.40,20.00%
Author / Originator World Wide Web Address,2012_EML,14,14,0.20,20.00%
Bounding Box,2012_EML,14,14,0.20,20.00%
Easternmost Longitude,2012_EML,14,14,0.20,20.00%
End Time,2012_EML,14,14,0.20,20.00%
Keyword,2012_EML,197,14,2.81,20.00%
Keyword Type,2012_EML,14,14,0.20,20.00%
Metadata Access Constraints,2012_EML,14,14,0.20,20.00%
Metadata Use Constraints,2012_EML,14,14,0.20,20.00%
Northernmost Latitude,2012_EML,14,14,0.20,20.00%
Organization Name,2012_EML,14,14,0.20,20.00%
Originating Organization,2012_EML,14,14,0.20,20.00%
Project Name,2012_EML,14,14,0.20,20.00%
Publication Date,2012_EML,14,14,0.20,20.00%
Resource Access Constraints,2012_EML,14,14,0.20,20.00%
Resource Contact,2012_EML,14,14,0.20,20.00%
Resource Creation/Revision Date,2012_EML,14,14,0.20,20.00%
Resource Distribution,2012_EML,14,14,0.20,20.00%
Resource Identifier,2012_EML,14,14,0.20,20.00%
Resource Identifier Type,2012_EML,14,14,0.20,20.00%
Resource Long Name,2012_EML,14,14,0.20,20.00%
Resource Status,2012_EML,14,14,0.20,20.00%
Resource Title,2012_EML,14,14,0.20,20.00%
Resource Use Constraints,2012_EML,14,14,0.20,20.00%
Resource on-line Link,2012_EML,14,14,0.20,20.00%
Rights,2012_EML,14,14,0.20,20.00%
Security Constraints,2012_EML,14,14,0.20,20.00%
Southernmost Latitude,2012_EML,14,14,0.20,20.00%
Spatial Extent,2012_EML,14,14,0.20,20.00%
Start Time,2012_EML,14,14,0.20,20.00%
Temporal Extent,2012_EML,14,14,0.20,20.00%
Unknown,2012_EML,3666,70,52.37,100.00%
Westernmost Longitude,2012_EML,14,14,0.20,20.00%
