Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2010_EML,194,194,1.00,100.00%
Abstract,2010_EML,33,33,0.17,17.01%
Author,2010_EML,66,33,0.34,17.01%
Author / Originator,2010_EML,65,33,0.34,17.01%
Author / Originator Email Address,2010_EML,32,32,0.16,16.49%
Author / Originator Identifier,2010_EML,64,32,0.33,16.49%
Author / Originator World Wide Web Address,2010_EML,33,33,0.17,17.01%
Bounding Box,2010_EML,32,32,0.16,16.49%
Easternmost Longitude,2010_EML,33,33,0.17,17.01%
End Time,2010_EML,33,33,0.17,17.01%
Keyword,2010_EML,88,32,0.45,16.49%
Keyword Type,2010_EML,32,32,0.16,16.49%
Metadata Access Constraints,2010_EML,32,32,0.16,16.49%
Metadata Use Constraints,2010_EML,32,32,0.16,16.49%
Northernmost Latitude,2010_EML,33,33,0.17,17.01%
Organization Name,2010_EML,33,33,0.17,17.01%
Originating Organization,2010_EML,32,32,0.16,16.49%
Project Name,2010_EML,32,32,0.16,16.49%
Publication Date,2010_EML,33,33,0.17,17.01%
Resource Access Constraints,2010_EML,32,32,0.16,16.49%
Resource Contact,2010_EML,33,33,0.17,17.01%
Resource Creation/Revision Date,2010_EML,33,33,0.17,17.01%
Resource Distribution,2010_EML,32,32,0.16,16.49%
Resource Identifier,2010_EML,33,33,0.17,17.01%
Resource Identifier Type,2010_EML,32,32,0.16,16.49%
Resource Long Name,2010_EML,32,32,0.16,16.49%
Resource Status,2010_EML,32,32,0.16,16.49%
Resource Title,2010_EML,33,33,0.17,17.01%
Resource Use Constraints,2010_EML,32,32,0.16,16.49%
Resource on-line Link,2010_EML,32,32,0.16,16.49%
Rights,2010_EML,32,32,0.16,16.49%
Security Constraints,2010_EML,32,32,0.16,16.49%
Southernmost Latitude,2010_EML,33,33,0.17,17.01%
Spatial Extent,2010_EML,32,32,0.16,16.49%
Start Time,2010_EML,33,33,0.17,17.01%
Temporal Extent,2010_EML,32,32,0.16,16.49%
Unknown,2010_EML,9921,194,51.14,100.00%
Westernmost Longitude,2010_EML,33,33,0.17,17.01%
