Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,96,97,1.00,101.04%
Abstract,2017_EML,95,95,0.99,98.96%
Attribute Definition,2017_EML,1839,83,19.16,86.46%
Attribute List,2017_EML,127,82,1.32,85.42%
Author,2017_EML,111,96,1.16,100.00%
Author / Originator,2017_EML,111,96,1.16,100.00%
Author / Originator Email Address,2017_EML,25,25,0.26,26.04%
Author / Originator World Wide Web Address,2017_EML,111,96,1.16,100.00%
Bounding Box,2017_EML,359,78,3.74,81.25%
Contributor Name,2017_EML,7,3,0.07,3.12%
Contributor Role,2017_EML,2,2,0.02,2.08%
Distribution Format,2017_EML,92,83,0.96,86.46%
Easternmost Longitude,2017_EML,354,78,3.69,81.25%
End Time,2017_EML,96,96,1.00,100.00%
Entity Type Definition,2017_EML,126,80,1.31,83.33%
Entity and Attribute Information,2017_EML,126,80,1.31,83.33%
Keyword,2017_EML,1211,95,12.61,98.96%
Keyword Vocabulary,2017_EML,263,96,2.74,100.00%
Maintenance,2017_EML,2,2,0.02,2.08%
Metadata Access Constraints,2017_EML,96,96,1.00,100.00%
Metadata Contact,2017_EML,96,96,1.00,100.00%
Metadata Use Constraints,2017_EML,96,96,1.00,100.00%
Northernmost Latitude,2017_EML,346,78,3.60,81.25%
Organization Name,2017_EML,218,96,2.27,100.00%
Process Step,2017_EML,96,96,1.00,100.00%
Project Name,2017_EML,110,96,1.15,100.00%
Publication Date,2017_EML,96,96,1.00,100.00%
Publisher,2017_EML,96,96,1.00,100.00%
Purpose,2017_EML,60,60,0.62,62.50%
Resource Access Constraints,2017_EML,96,96,1.00,100.00%
Resource Contact,2017_EML,100,96,1.04,100.00%
Resource Creation/Revision Date,2017_EML,96,96,1.00,100.00%
Resource Distribution,2017_EML,95,95,0.99,98.96%
Resource Format,2017_EML,92,83,0.96,86.46%
Resource Identifier,2017_EML,96,96,1.00,100.00%
Resource Identifier Type,2017_EML,95,95,0.99,98.96%
Resource Language,2017_EML,96,96,1.00,100.00%
Resource Lineage,2017_EML,96,96,1.00,100.00%
Resource Long Name,2017_EML,96,96,1.00,100.00%
Resource Quality Description,2017_EML,1,1,0.01,1.04%
Resource Status,2017_EML,96,96,1.00,100.00%
Resource Title,2017_EML,96,96,1.00,100.00%
Resource Use Constraints,2017_EML,96,96,1.00,100.00%
Resource on-line Link,2017_EML,96,96,1.00,100.00%
Rights,2017_EML,96,96,1.00,100.00%
Security Constraints,2017_EML,96,96,1.00,100.00%
Southernmost Latitude,2017_EML,333,78,3.47,81.25%
Spatial Extent,2017_EML,359,78,3.74,81.25%
Start Time,2017_EML,96,96,1.00,100.00%
Supplemental Information,2017_EML,5,5,0.05,5.21%
Temporal Extent,2017_EML,96,96,1.00,100.00%
Unknown,2017_EML,12840,97,133.75,101.04%
Vertical Maximum,2017_EML,18,18,0.19,18.75%
Vertical Minimum,2017_EML,18,18,0.19,18.75%
Vertical Resolution,2017_EML,18,18,0.19,18.75%
Westernmost Longitude,2017_EML,337,78,3.51,81.25%
