Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KNZ_2017_EML,126.0,126.0,1.0,1.0
Resource Identifier,KNZ_2017_EML,126.0,126.0,1.0,1.0
Resource Title,KNZ_2017_EML,126.0,126.0,1.0,1.0
Author / Originator,KNZ_2017_EML,146.0,126.0,1.16,1.0
Metadata Contact,KNZ_2017_EML,126.0,126.0,1.0,1.0
Contributor Name,KNZ_2017_EML,9.0,4.0,0.07,0.031746031746031744
Publisher,KNZ_2017_EML,125.0,125.0,0.99,0.992063492063492
Publication Date,KNZ_2017_EML,126.0,126.0,1.0,1.0
Resource Contact,KNZ_2017_EML,131.0,126.0,1.04,1.0
Abstract,KNZ_2017_EML,125.0,125.0,0.99,0.992063492063492
Keyword,KNZ_2017_EML,1579.0,126.0,12.53,1.0
Resource Distribution,KNZ_2017_EML,126.0,126.0,1.0,1.0
Spatial Extent,KNZ_2017_EML,414.0,100.0,3.29,0.7936507936507936
Taxonomic Extent,KNZ_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,KNZ_2017_EML,126.0,126.0,1.0,1.0
Maintenance,KNZ_2017_EML,5.0,5.0,0.04,0.03968253968253968
Resource Use Constraints,KNZ_2017_EML,125.0,125.0,0.99,0.992063492063492
Process Step,KNZ_2017_EML,126.0,126.0,1.0,1.0
Project Description,KNZ_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KNZ_2017_EML,166.0,104.0,1.32,0.8253968253968254
Attribute Definition,KNZ_2017_EML,2801.0,107.0,22.23,0.8492063492063492
Resource Access Constraints,KNZ_2017_EML,126.0,126.0,1.0,1.0
Resource Format,KNZ_2017_EML,169.0,107.0,1.34,0.8492063492063492
Attribute List,KNZ_2017_EML,169.0,107.0,1.34,0.8492063492063492
Attribute Constraints,KNZ_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KNZ_2017_EML,1.0,1.0,0.01,0.007936507936507936
