Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KNZ_2005_EML,22.0,22.0,1.0,1.0
Resource Identifier,KNZ_2005_EML,22.0,22.0,1.0,1.0
Resource Title,KNZ_2005_EML,22.0,22.0,1.0,1.0
Author / Originator,KNZ_2005_EML,22.0,22.0,1.0,1.0
Metadata Contact,KNZ_2005_EML,0.0,0.0,0.0,0.0
Contributor Name,KNZ_2005_EML,0.0,0.0,0.0,0.0
Publisher,KNZ_2005_EML,0.0,0.0,0.0,0.0
Publication Date,KNZ_2005_EML,0.0,0.0,0.0,0.0
Resource Contact,KNZ_2005_EML,22.0,22.0,1.0,1.0
Abstract,KNZ_2005_EML,22.0,22.0,1.0,1.0
Keyword,KNZ_2005_EML,143.0,22.0,6.5,1.0
Resource Distribution,KNZ_2005_EML,22.0,22.0,1.0,1.0
Spatial Extent,KNZ_2005_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,KNZ_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,KNZ_2005_EML,22.0,22.0,1.0,1.0
Maintenance,KNZ_2005_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,KNZ_2005_EML,0.0,0.0,0.0,0.0
Process Step,KNZ_2005_EML,22.0,22.0,1.0,1.0
Project Description,KNZ_2005_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KNZ_2005_EML,37.0,17.0,1.68,0.7727272727272727
Attribute Definition,KNZ_2005_EML,706.0,22.0,32.09,1.0
Resource Access Constraints,KNZ_2005_EML,4.0,4.0,0.18,0.18181818181818185
Resource Format,KNZ_2005_EML,14.0,8.0,0.64,0.3636363636363637
Attribute List,KNZ_2005_EML,42.0,22.0,1.91,1.0
Attribute Constraints,KNZ_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KNZ_2005_EML,0.0,0.0,0.0,0.0
