XPath,KNZ_2005_EML,KNZ_2006_EML,KNZ_2008_EML,KNZ_2012_EML,KNZ_2015_EML,KNZ_2016_EML,KNZ_2017_EML,KNZ_2018_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0,1.0,1.0,0.007936507936507936,0.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.18181818181818185,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.18181818181818185,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.18181818181818185,0.0,0.0,0.0,0.7902097902097902,0.02,0.992063492063492,1.0
/eml:eml/access/@system,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,0.18181818181818185,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/principal,0.18181818181818185,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@convention,0.18181818181818185,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.4126984126984127,0.8
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.18181818181818185,1.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.3181818181818182,1.0,0.0,0.0,0.6363636363636364,0.66,0.4126984126984127,0.8
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.3181818181818182,1.0,0.0,0.0,0.6363636363636364,0.66,0.007936507936507936,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.3181818181818182,1.0,0.0,0.0,0.6363636363636364,0.66,0.007936507936507936,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.3181818181818182,1.0,0.0,0.0,0.6363636363636364,0.66,0.007936507936507936,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.3181818181818182,1.0,0.0,0.0,0.6363636363636364,0.66,0.007936507936507936,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0
/eml:eml/additionalMetadata/stmml:unitList/@convention,0.4090909090909091,0.0,0.5,0.0,0.0,0.0,0.0,0.0
