Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,LUQ_2005_EML,21.0,21.0,1.0,1.0
Resource Identifier,LUQ_2005_EML,21.0,21.0,1.0,1.0
Resource Title,LUQ_2005_EML,21.0,21.0,1.0,1.0
Author / Originator,LUQ_2005_EML,21.0,21.0,1.0,1.0
Metadata Contact,LUQ_2005_EML,21.0,21.0,1.0,1.0
Contributor Name,LUQ_2005_EML,0.0,0.0,0.0,0.0
Publisher,LUQ_2005_EML,21.0,21.0,1.0,1.0
Publication Date,LUQ_2005_EML,0.0,0.0,0.0,0.0
Resource Contact,LUQ_2005_EML,21.0,21.0,1.0,1.0
Abstract,LUQ_2005_EML,21.0,21.0,1.0,1.0
Keyword,LUQ_2005_EML,324.0,21.0,15.43,1.0
Resource Distribution,LUQ_2005_EML,21.0,21.0,1.0,1.0
Spatial Extent,LUQ_2005_EML,21.0,21.0,1.0,1.0
Taxonomic Extent,LUQ_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,LUQ_2005_EML,0.0,0.0,0.0,0.0
Maintenance,LUQ_2005_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,LUQ_2005_EML,21.0,21.0,1.0,1.0
Process Step,LUQ_2005_EML,21.0,21.0,1.0,1.0
Project Description,LUQ_2005_EML,21.0,21.0,1.0,1.0
Entity Type Definition,LUQ_2005_EML,77.0,12.0,3.67,0.5714285714285714
Attribute Definition,LUQ_2005_EML,1093.0,12.0,52.05,0.5714285714285714
Resource Access Constraints,LUQ_2005_EML,0.0,0.0,0.0,0.0
Resource Format,LUQ_2005_EML,77.0,12.0,3.67,0.5714285714285714
Attribute List,LUQ_2005_EML,77.0,12.0,3.67,0.5714285714285714
Attribute Constraints,LUQ_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,LUQ_2005_EML,0.0,0.0,0.0,0.0
