Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2018_EML,2,2,1.00,100.00%
Abstract,2018_EML,2,2,1.00,100.00%
Attribute Definition,2018_EML,45,2,22.50,100.00%
Attribute List,2018_EML,8,2,4.00,100.00%
Author,2018_EML,2,2,1.00,100.00%
Author / Originator,2018_EML,2,2,1.00,100.00%
Author / Originator Email Address,2018_EML,1,1,0.50,50.00%
Author / Originator World Wide Web Address,2018_EML,2,2,1.00,100.00%
Bounding Box,2018_EML,4,2,2.00,100.00%
Contributor Name,2018_EML,2,2,1.00,100.00%
Contributor Role,2018_EML,2,2,1.00,100.00%
Distribution Format,2018_EML,2,2,1.00,100.00%
Easternmost Longitude,2018_EML,4,2,2.00,100.00%
End Time,2018_EML,2,2,1.00,100.00%
Entity Type Definition,2018_EML,9,2,4.50,100.00%
Entity and Attribute Information,2018_EML,9,2,4.50,100.00%
Keyword,2018_EML,13,2,6.50,100.00%
Keyword Vocabulary,2018_EML,3,2,1.50,100.00%
Metadata Access Constraints,2018_EML,2,2,1.00,100.00%
Metadata Use Constraints,2018_EML,2,2,1.00,100.00%
Northernmost Latitude,2018_EML,4,2,2.00,100.00%
Organization Name,2018_EML,2,1,1.00,50.00%
Originating Organization,2018_EML,1,1,0.50,50.00%
Process Step,2018_EML,2,2,1.00,100.00%
Project Name,2018_EML,2,2,1.00,100.00%
Publication Date,2018_EML,2,2,1.00,100.00%
Resource Access Constraints,2018_EML,2,2,1.00,100.00%
Resource Contact,2018_EML,3,2,1.50,100.00%
Resource Creation/Revision Date,2018_EML,2,2,1.00,100.00%
Resource Distribution,2018_EML,2,2,1.00,100.00%
Resource Format,2018_EML,2,2,1.00,100.00%
Resource Identifier,2018_EML,2,2,1.00,100.00%
Resource Identifier Type,2018_EML,2,2,1.00,100.00%
Resource Language,2018_EML,2,2,1.00,100.00%
Resource Lineage,2018_EML,2,2,1.00,100.00%
Resource Long Name,2018_EML,2,2,1.00,100.00%
Resource Status,2018_EML,2,2,1.00,100.00%
Resource Title,2018_EML,2,2,1.00,100.00%
Resource Use Constraints,2018_EML,2,2,1.00,100.00%
Resource on-line Link,2018_EML,2,2,1.00,100.00%
Rights,2018_EML,2,2,1.00,100.00%
Security Constraints,2018_EML,2,2,1.00,100.00%
Southernmost Latitude,2018_EML,4,2,2.00,100.00%
Spatial Extent,2018_EML,4,2,2.00,100.00%
Start Time,2018_EML,2,2,1.00,100.00%
Temporal Extent,2018_EML,2,2,1.00,100.00%
Unknown,2018_EML,346,2,173.00,100.00%
Vertical Maximum,2018_EML,4,2,2.00,100.00%
Vertical Minimum,2018_EML,4,2,2.00,100.00%
Vertical Resolution,2018_EML,2,2,1.00,100.00%
Westernmost Longitude,2018_EML,4,2,2.00,100.00%
