Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,LUQ_2017_EML,55.0,55.0,1.0,1.0
Resource Identifier,LUQ_2017_EML,55.0,55.0,1.0,1.0
Resource Title,LUQ_2017_EML,55.0,55.0,1.0,1.0
Author / Originator,LUQ_2017_EML,55.0,55.0,1.0,1.0
Metadata Contact,LUQ_2017_EML,18.0,18.0,0.33,0.3272727272727273
Contributor Name,LUQ_2017_EML,158.0,48.0,2.87,0.8727272727272727
Publisher,LUQ_2017_EML,0.0,0.0,0.0,0.0
Publication Date,LUQ_2017_EML,55.0,55.0,1.0,1.0
Resource Contact,LUQ_2017_EML,68.0,55.0,1.24,1.0
Abstract,LUQ_2017_EML,55.0,55.0,1.0,1.0
Keyword,LUQ_2017_EML,732.0,55.0,13.31,1.0
Resource Distribution,LUQ_2017_EML,55.0,55.0,1.0,1.0
Spatial Extent,LUQ_2017_EML,236.0,53.0,4.29,0.9636363636363636
Taxonomic Extent,LUQ_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,LUQ_2017_EML,55.0,55.0,1.0,1.0
Maintenance,LUQ_2017_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,LUQ_2017_EML,55.0,55.0,1.0,1.0
Process Step,LUQ_2017_EML,55.0,55.0,1.0,1.0
Project Description,LUQ_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,LUQ_2017_EML,151.0,55.0,2.75,1.0
Attribute Definition,LUQ_2017_EML,1183.0,55.0,21.51,1.0
Resource Access Constraints,LUQ_2017_EML,55.0,55.0,1.0,1.0
Resource Format,LUQ_2017_EML,151.0,55.0,2.75,1.0
Attribute List,LUQ_2017_EML,151.0,55.0,2.75,1.0
Attribute Constraints,LUQ_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,LUQ_2017_EML,0.0,0.0,0.0,0.0
