Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,LUQ_2018_EML,2.0,2.0,1.0,1.0
Resource Identifier,LUQ_2018_EML,2.0,2.0,1.0,1.0
Resource Title,LUQ_2018_EML,2.0,2.0,1.0,1.0
Author / Originator,LUQ_2018_EML,2.0,2.0,1.0,1.0
Metadata Contact,LUQ_2018_EML,0.0,0.0,0.0,0.0
Contributor Name,LUQ_2018_EML,2.0,2.0,1.0,1.0
Publisher,LUQ_2018_EML,0.0,0.0,0.0,0.0
Publication Date,LUQ_2018_EML,2.0,2.0,1.0,1.0
Resource Contact,LUQ_2018_EML,3.0,2.0,1.5,1.0
Abstract,LUQ_2018_EML,2.0,2.0,1.0,1.0
Keyword,LUQ_2018_EML,13.0,2.0,6.5,1.0
Resource Distribution,LUQ_2018_EML,2.0,2.0,1.0,1.0
Spatial Extent,LUQ_2018_EML,4.0,2.0,2.0,1.0
Taxonomic Extent,LUQ_2018_EML,0.0,0.0,0.0,0.0
Temporal Extent,LUQ_2018_EML,2.0,2.0,1.0,1.0
Maintenance,LUQ_2018_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,LUQ_2018_EML,2.0,2.0,1.0,1.0
Process Step,LUQ_2018_EML,2.0,2.0,1.0,1.0
Project Description,LUQ_2018_EML,0.0,0.0,0.0,0.0
Entity Type Definition,LUQ_2018_EML,9.0,2.0,4.5,1.0
Attribute Definition,LUQ_2018_EML,157.0,2.0,78.5,1.0
Resource Access Constraints,LUQ_2018_EML,2.0,2.0,1.0,1.0
Resource Format,LUQ_2018_EML,9.0,2.0,4.5,1.0
Attribute List,LUQ_2018_EML,9.0,2.0,4.5,1.0
Attribute Constraints,LUQ_2018_EML,0.0,0.0,0.0,0.0
Resource Quality Description,LUQ_2018_EML,0.0,0.0,0.0,0.0
