Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,8,8,1.00,100.00%
Abstract,2016_EML,8,8,1.00,100.00%
Attribute Definition,2016_EML,189,8,23.62,100.00%
Attribute List,2016_EML,19,8,2.38,100.00%
Author,2016_EML,8,8,1.00,100.00%
Author / Originator,2016_EML,8,8,1.00,100.00%
Author / Originator World Wide Web Address,2016_EML,8,8,1.00,100.00%
Bounding Box,2016_EML,14,7,1.75,87.50%
Contributor Name,2016_EML,24,8,3.00,100.00%
Contributor Role,2016_EML,13,8,1.62,100.00%
Distribution Format,2016_EML,10,8,1.25,100.00%
Easternmost Longitude,2016_EML,14,7,1.75,87.50%
End Time,2016_EML,8,8,1.00,100.00%
Entity Type Definition,2016_EML,21,8,2.62,100.00%
Entity and Attribute Information,2016_EML,21,8,2.62,100.00%
Keyword,2016_EML,121,8,15.12,100.00%
Keyword Vocabulary,2016_EML,16,8,2.00,100.00%
Metadata Access Constraints,2016_EML,8,8,1.00,100.00%
Metadata Contact,2016_EML,5,5,0.62,62.50%
Metadata Use Constraints,2016_EML,8,8,1.00,100.00%
Northernmost Latitude,2016_EML,13,7,1.62,87.50%
Organization Name,2016_EML,10,8,1.25,100.00%
Process Step,2016_EML,8,8,1.00,100.00%
Project Name,2016_EML,8,8,1.00,100.00%
Publication Date,2016_EML,8,8,1.00,100.00%
Publisher,2016_EML,1,1,0.12,12.50%
Purpose,2016_EML,1,1,0.12,12.50%
Resource Access Constraints,2016_EML,8,8,1.00,100.00%
Resource Contact,2016_EML,19,8,2.38,100.00%
Resource Creation/Revision Date,2016_EML,8,8,1.00,100.00%
Resource Distribution,2016_EML,8,8,1.00,100.00%
Resource Format,2016_EML,10,8,1.25,100.00%
Resource Identifier,2016_EML,8,8,1.00,100.00%
Resource Identifier Type,2016_EML,8,8,1.00,100.00%
Resource Language,2016_EML,8,8,1.00,100.00%
Resource Lineage,2016_EML,8,8,1.00,100.00%
Resource Long Name,2016_EML,8,8,1.00,100.00%
Resource Status,2016_EML,8,8,1.00,100.00%
Resource Title,2016_EML,8,8,1.00,100.00%
Resource Use Constraints,2016_EML,8,8,1.00,100.00%
Resource on-line Link,2016_EML,8,8,1.00,100.00%
Rights,2016_EML,8,8,1.00,100.00%
Security Constraints,2016_EML,8,8,1.00,100.00%
Southernmost Latitude,2016_EML,13,7,1.62,87.50%
Spatial Extent,2016_EML,14,7,1.75,87.50%
Start Time,2016_EML,8,8,1.00,100.00%
Supplemental Information,2016_EML,6,6,0.75,75.00%
Temporal Extent,2016_EML,8,8,1.00,100.00%
Unknown,2016_EML,1886,8,235.75,100.00%
Vertical Maximum,2016_EML,14,7,1.75,87.50%
Vertical Minimum,2016_EML,14,7,1.75,87.50%
Vertical Resolution,2016_EML,7,7,0.88,87.50%
Westernmost Longitude,2016_EML,14,7,1.75,87.50%
