Collection,Record,Unknown
2005,1.3.xml,245
2005,101.2.xml,246
2005,103.1.xml,119
2005,104.1.xml,128
2005,104.3.xml,195
2005,105.2.xml,246
2005,117.1.xml,111
2005,117.2.xml,224
2005,119.1.xml,141
2005,119.3.xml,316
2005,125.3.xml,334
2005,20.2.xml,458
2005,21.2.xml,358
2005,23.1.xml,119
2005,25.2.xml,217
2005,37.3.xml,176
2005,4.1.xml,121
2005,42.1.xml,123
2005,5.1.xml,120
2005,62.1.xml,142
2005,71.2.xml,160
