Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,LUQ_2012_EML,7.0,7.0,1.0,1.0
Resource Identifier,LUQ_2012_EML,7.0,7.0,1.0,1.0
Resource Title,LUQ_2012_EML,7.0,7.0,1.0,1.0
Author / Originator,LUQ_2012_EML,8.0,7.0,1.14,1.0
Metadata Contact,LUQ_2012_EML,0.0,0.0,0.0,0.0
Contributor Name,LUQ_2012_EML,14.0,5.0,2.0,0.7142857142857143
Publisher,LUQ_2012_EML,0.0,0.0,0.0,0.0
Publication Date,LUQ_2012_EML,0.0,0.0,0.0,0.0
Resource Contact,LUQ_2012_EML,9.0,7.0,1.29,1.0
Abstract,LUQ_2012_EML,7.0,7.0,1.0,1.0
Keyword,LUQ_2012_EML,0.0,0.0,0.0,0.0
Resource Distribution,LUQ_2012_EML,4.0,4.0,0.57,0.5714285714285714
Spatial Extent,LUQ_2012_EML,1.0,1.0,0.14,0.14285714285714285
Taxonomic Extent,LUQ_2012_EML,0.0,0.0,0.0,0.0
Temporal Extent,LUQ_2012_EML,7.0,7.0,1.0,1.0
Maintenance,LUQ_2012_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,LUQ_2012_EML,7.0,7.0,1.0,1.0
Process Step,LUQ_2012_EML,0.0,0.0,0.0,0.0
Project Description,LUQ_2012_EML,0.0,0.0,0.0,0.0
Entity Type Definition,LUQ_2012_EML,6.0,5.0,0.86,0.7142857142857143
Attribute Definition,LUQ_2012_EML,6.0,5.0,0.86,0.7142857142857143
Resource Access Constraints,LUQ_2012_EML,0.0,0.0,0.0,0.0
Resource Format,LUQ_2012_EML,6.0,5.0,0.86,0.7142857142857143
Attribute List,LUQ_2012_EML,6.0,5.0,0.86,0.7142857142857143
Attribute Constraints,LUQ_2012_EML,0.0,0.0,0.0,0.0
Resource Quality Description,LUQ_2012_EML,0.0,0.0,0.0,0.0
