Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,FCE_2009_EML,60.0,60.0,1.0,1.0
Resource Identifier,FCE_2009_EML,60.0,60.0,1.0,1.0
Resource Title,FCE_2009_EML,60.0,60.0,1.0,1.0
Author / Originator,FCE_2009_EML,76.0,60.0,1.27,1.0
Metadata Contact,FCE_2009_EML,60.0,60.0,1.0,1.0
Contributor Name,FCE_2009_EML,245.0,60.0,4.08,1.0
Publisher,FCE_2009_EML,60.0,60.0,1.0,1.0
Publication Date,FCE_2009_EML,60.0,60.0,1.0,1.0
Resource Contact,FCE_2009_EML,118.0,60.0,1.97,1.0
Abstract,FCE_2009_EML,60.0,60.0,1.0,1.0
Keyword,FCE_2009_EML,748.0,60.0,12.47,1.0
Resource Distribution,FCE_2009_EML,60.0,60.0,1.0,1.0
Spatial Extent,FCE_2009_EML,120.0,60.0,2.0,1.0
Taxonomic Extent,FCE_2009_EML,2.0,2.0,0.03,0.03333333333333333
Temporal Extent,FCE_2009_EML,60.0,60.0,1.0,1.0
Maintenance,FCE_2009_EML,60.0,60.0,1.0,1.0
Resource Use Constraints,FCE_2009_EML,60.0,60.0,1.0,1.0
Process Step,FCE_2009_EML,60.0,60.0,1.0,1.0
Project Description,FCE_2009_EML,60.0,60.0,1.0,1.0
Entity Type Definition,FCE_2009_EML,60.0,60.0,1.0,1.0
Attribute Definition,FCE_2009_EML,1099.0,60.0,18.32,1.0
Resource Access Constraints,FCE_2009_EML,0.0,0.0,0.0,0.0
Resource Format,FCE_2009_EML,60.0,60.0,1.0,1.0
Attribute List,FCE_2009_EML,60.0,60.0,1.0,1.0
Attribute Constraints,FCE_2009_EML,0.0,0.0,0.0,0.0
Resource Quality Description,FCE_2009_EML,55.0,55.0,0.92,0.9166666666666666
