Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2012_EML,51,51,1.00,100.00%
Abstract,2012_EML,3,3,0.06,5.88%
Attribute Definition,2012_EML,15,3,0.29,5.88%
Attribute List,2012_EML,3,3,0.06,5.88%
Author,2012_EML,3,3,0.06,5.88%
Author / Originator,2012_EML,3,3,0.06,5.88%
Author / Originator World Wide Web Address,2012_EML,3,3,0.06,5.88%
Bounding Box,2012_EML,6,3,0.12,5.88%
Contributor Name,2012_EML,33,3,0.65,5.88%
Contributor Role,2012_EML,9,3,0.18,5.88%
Distribution Format,2012_EML,3,3,0.06,5.88%
Easternmost Longitude,2012_EML,6,3,0.12,5.88%
End Time,2012_EML,3,3,0.06,5.88%
Entity Type Definition,2012_EML,3,3,0.06,5.88%
Entity and Attribute Information,2012_EML,3,3,0.06,5.88%
Instrument,2012_EML,15,3,0.29,5.88%
Keyword,2012_EML,42,3,0.82,5.88%
Maintenance,2012_EML,3,3,0.06,5.88%
Metadata Access Constraints,2012_EML,3,3,0.06,5.88%
Metadata Contact,2012_EML,3,3,0.06,5.88%
Metadata Modified Date,2012_EML,3,3,0.06,5.88%
Metadata Use Constraints,2012_EML,3,3,0.06,5.88%
Northernmost Latitude,2012_EML,3,3,0.06,5.88%
Organization Name,2012_EML,18,3,0.35,5.88%
Originating Organization,2012_EML,3,3,0.06,5.88%
Parent Identifier,2012_EML,3,3,0.06,5.88%
Process Step,2012_EML,3,3,0.06,5.88%
Project Description,2012_EML,3,3,0.06,5.88%
Project Name,2012_EML,3,3,0.06,5.88%
Publication Date,2012_EML,3,3,0.06,5.88%
Publisher,2012_EML,3,3,0.06,5.88%
Publisher E-Mail,2012_EML,3,3,0.06,5.88%
Publisher URL,2012_EML,3,3,0.06,5.88%
Related Resource Citation,2012_EML,3,3,0.06,5.88%
Related Resource Identifier,2012_EML,3,3,0.06,5.88%
Resource Access Constraints,2012_EML,3,3,0.06,5.88%
Resource Contact,2012_EML,6,3,0.12,5.88%
Resource Creation/Revision Date,2012_EML,6,3,0.12,5.88%
Resource Distribution,2012_EML,3,3,0.06,5.88%
Resource Format,2012_EML,3,3,0.06,5.88%
Resource Identifier,2012_EML,3,3,0.06,5.88%
Resource Identifier Type,2012_EML,3,3,0.06,5.88%
Resource Lineage,2012_EML,3,3,0.06,5.88%
Resource Long Name,2012_EML,3,3,0.06,5.88%
Resource Quality Description,2012_EML,38,38,0.75,74.51%
Resource Revision Date,2012_EML,3,3,0.06,5.88%
Resource Status,2012_EML,3,3,0.06,5.88%
Resource Title,2012_EML,3,3,0.06,5.88%
Resource Use Constraints,2012_EML,3,3,0.06,5.88%
Resource on-line Link,2012_EML,3,3,0.06,5.88%
Rights,2012_EML,3,3,0.06,5.88%
Security Constraints,2012_EML,3,3,0.06,5.88%
Southernmost Latitude,2012_EML,6,3,0.12,5.88%
Spatial Extent,2012_EML,6,3,0.12,5.88%
Start Time,2012_EML,3,3,0.06,5.88%
Temporal Extent,2012_EML,3,3,0.06,5.88%
Unknown,2012_EML,16928,51,331.92,100.00%
Westernmost Longitude,2012_EML,3,3,0.06,5.88%
