Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,FCE_2013_EML,509.0,509.0,1.0,1.0
Resource Identifier,FCE_2013_EML,509.0,509.0,1.0,1.0
Resource Title,FCE_2013_EML,509.0,509.0,1.0,1.0
Author / Originator,FCE_2013_EML,779.0,509.0,1.53,1.0
Metadata Contact,FCE_2013_EML,522.0,509.0,1.03,1.0
Contributor Name,FCE_2013_EML,2447.0,509.0,4.81,1.0
Publisher,FCE_2013_EML,509.0,509.0,1.0,1.0
Publication Date,FCE_2013_EML,509.0,509.0,1.0,1.0
Resource Contact,FCE_2013_EML,1019.0,509.0,2.0,1.0
Abstract,FCE_2013_EML,509.0,509.0,1.0,1.0
Keyword,FCE_2013_EML,8261.0,509.0,16.23,1.0
Resource Distribution,FCE_2013_EML,486.0,486.0,0.95,0.9548133595284872
Spatial Extent,FCE_2013_EML,1058.0,509.0,2.08,1.0
Taxonomic Extent,FCE_2013_EML,83.0,83.0,0.16,0.16306483300589392
Temporal Extent,FCE_2013_EML,509.0,509.0,1.0,1.0
Maintenance,FCE_2013_EML,509.0,509.0,1.0,1.0
Resource Use Constraints,FCE_2013_EML,509.0,509.0,1.0,1.0
Process Step,FCE_2013_EML,509.0,509.0,1.0,1.0
Project Description,FCE_2013_EML,508.0,508.0,1.0,0.9980353634577604
Entity Type Definition,FCE_2013_EML,508.0,508.0,1.0,0.9980353634577604
Attribute Definition,FCE_2013_EML,7446.0,509.0,14.63,1.0
Resource Access Constraints,FCE_2013_EML,509.0,509.0,1.0,1.0
Resource Format,FCE_2013_EML,509.0,509.0,1.0,1.0
Attribute List,FCE_2013_EML,509.0,509.0,1.0,1.0
Attribute Constraints,FCE_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,FCE_2013_EML,509.0,509.0,1.0,1.0
