Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,FCE_2005_EML,374.0,374.0,1.0,1.0
Resource Identifier,FCE_2005_EML,374.0,374.0,1.0,1.0
Resource Title,FCE_2005_EML,374.0,374.0,1.0,1.0
Author / Originator,FCE_2005_EML,394.0,374.0,1.05,1.0
Metadata Contact,FCE_2005_EML,374.0,374.0,1.0,1.0
Contributor Name,FCE_2005_EML,3012.0,374.0,8.05,1.0
Publisher,FCE_2005_EML,374.0,374.0,1.0,1.0
Publication Date,FCE_2005_EML,374.0,374.0,1.0,1.0
Resource Contact,FCE_2005_EML,748.0,374.0,2.0,1.0
Abstract,FCE_2005_EML,374.0,374.0,1.0,1.0
Keyword,FCE_2005_EML,4472.0,374.0,11.96,1.0
Resource Distribution,FCE_2005_EML,374.0,374.0,1.0,1.0
Spatial Extent,FCE_2005_EML,748.0,374.0,2.0,1.0
Taxonomic Extent,FCE_2005_EML,0.0,0.0,0.0,0.0
Temporal Extent,FCE_2005_EML,374.0,374.0,1.0,1.0
Maintenance,FCE_2005_EML,374.0,374.0,1.0,1.0
Resource Use Constraints,FCE_2005_EML,374.0,374.0,1.0,1.0
Process Step,FCE_2005_EML,374.0,374.0,1.0,1.0
Project Description,FCE_2005_EML,374.0,374.0,1.0,1.0
Entity Type Definition,FCE_2005_EML,374.0,374.0,1.0,1.0
Attribute Definition,FCE_2005_EML,2491.0,374.0,6.66,1.0
Resource Access Constraints,FCE_2005_EML,0.0,0.0,0.0,0.0
Resource Format,FCE_2005_EML,374.0,374.0,1.0,1.0
Attribute List,FCE_2005_EML,374.0,374.0,1.0,1.0
Attribute Constraints,FCE_2005_EML,0.0,0.0,0.0,0.0
Resource Quality Description,FCE_2005_EML,364.0,364.0,0.97,0.9732620320855616
