XPath,FCE_2005_EML,FCE_2006_EML,FCE_2007_EML,FCE_2008_EML,FCE_2009_EML,FCE_2010_EML,FCE_2011_EML,FCE_2012_EML,FCE_2013_EML,FCE_2014_EML,FCE_2015_EML,FCE_2016_EML,FCE_2017_EML,FCE_2018_EML
/eml:eml/additionalMetadata/additionalDataset/addDistribution/submissionDate,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetAnomalies/Anomalies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetAnomalies/anomalies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetAnomolies/anomolies,0.72,0.18,0.03,0.41,0.37,0.34,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetDistributionTypeandRestrictions,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetInfoManagementNotes/notes,0.32,0.76,0.97,0.21,0.77,0.58,0.43,0.27,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetPurpose/para,0.04,0.04,0.0,0.0,0.27,0.08,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/datasetSubmissionNotes/notes,0.71,0.69,0.85,0.62,0.62,0.58,0.65,0.59,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/projectHypotheses/para,0.85,0.22,0.0,0.48,0.4,0.46,0.39,0.45,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/projectPermits/permit,0.66,0.34,0.09,0.38,0.25,0.42,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/additionalDataset/researchType,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/additionalDataset/DatasetDistributionTypeandRestrictions,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,1.0,1.0,1.0,1.0,0.96,0.93
/eml:eml/additionalMetadata/metadata/additionalDataset/LTERsites/sitename,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.62,0.96,0.68,0.45,0.83,0.79
/eml:eml/additionalMetadata/metadata/additionalDataset/addDistribution/submissionDate,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,1.0,0.88,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/additionalDataset/datasetAnomolies/anomolies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.37,0.0,0.39,0.3,0.42,0.0
/eml:eml/additionalMetadata/metadata/additionalDataset/datasetInfoManagementNotes/notes,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.95,0.56,0.94,0.94,0.92,0.86
/eml:eml/additionalMetadata/metadata/additionalDataset/datasetPurpose/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.12,0.12,0.07
/eml:eml/additionalMetadata/metadata/additionalDataset/datasetSubmissionNotes/notes,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.69,0.04,0.61,0.76,0.52,0.5
/eml:eml/additionalMetadata/metadata/additionalDataset/projectHypotheses/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.41,0.08,0.48,0.36,0.56,0.14
/eml:eml/additionalMetadata/metadata/additionalDataset/projectPermits/permit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.37,0.8,0.42,0.3,0.56,0.5
/eml:eml/additionalMetadata/metadata/additionalDataset/researchType,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.61,0.32,0.64,0.42,0.69,0.64
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,1.36,0.56,1.41,0.76,1.38,1.71
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.68,0.56,0.71,0.52,0.79,0.93
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,1.36,0.56,1.41,0.76,1.38,1.71
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.37,0.08,0.41,0.24,0.46,0.43
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,1.36,0.56,1.41,0.76,1.38,1.71
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,1.35,0.48,1.4,0.76,1.38,1.5
/eml:eml/additionalMetadata/stmml:unitList/@convention,0.69,0.49,0.12,0.55,0.57,0.56,0.62,0.63,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/@xsi:schemaLocation,0.69,0.49,0.12,0.55,0.57,0.56,0.62,0.63,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@constantToSI,1.01,1.04,0.26,1.07,1.63,0.88,1.16,1.39,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@id,1.01,1.04,0.26,1.07,1.63,0.88,1.16,1.39,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@multiplierToSI,1.01,1.04,0.26,1.07,1.63,0.88,1.16,1.39,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@name,1.01,1.04,0.26,1.07,1.63,0.88,1.16,1.39,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@parentSI,0.63,0.25,0.06,0.41,0.27,0.25,0.42,0.45,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/@unitType,1.01,1.04,0.26,1.07,1.63,0.88,1.16,1.39,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/stmml:unitList/stmml:unit/stmml:description,1.01,1.04,0.26,1.07,1.6,0.88,1.16,1.39,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/@scope,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.76,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.0
/eml:eml/dataset/access/@authSystem,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,2.0,2.0,2.0,2.0,1.97,1.97,1.95,1.88,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,2.0,2.0,2.0,2.0,1.97,1.97,1.95,1.88,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,2.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0
/eml:eml/dataset/associatedParty/@scope,8.05,6.43,2.06,6.0,4.08,4.49,6.7,5.59,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,8.05,6.43,2.06,6.0,4.08,4.49,6.7,5.53,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,8.05,6.43,2.06,6.0,4.08,4.41,6.73,6.35,4.72,2.64,5.09,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/address/city,8.05,6.43,2.06,6.0,4.08,4.49,6.73,6.35,4.74,2.64,5.11,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/address/country,8.05,6.43,2.06,6.0,4.08,4.49,6.73,6.35,4.74,2.64,5.11,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,23.7,18.6,5.21,17.79,10.45,12.22,19.86,18.18,11.94,3.2,12.88,11.12,21.19,10.36
/eml:eml/dataset/associatedParty/address/postalCode,8.05,6.43,2.06,6.0,4.08,4.41,6.73,6.35,4.72,2.64,5.09,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/electronicMailAddress,8.05,4.33,2.06,6.0,4.08,4.41,6.73,6.35,4.49,1.68,4.87,3.06,8.0,4.0
/eml:eml/dataset/associatedParty/individualName/givenName,8.05,6.43,2.06,6.0,4.08,4.49,6.73,6.41,4.81,2.96,5.17,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/individualName/surName,8.05,6.43,2.06,6.0,4.08,4.49,6.73,6.41,4.81,2.96,5.17,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/onlineUrl,7.86,6.32,2.06,5.93,3.57,3.78,6.49,5.96,4.12,0.84,4.4,3.91,7.06,3.29
/eml:eml/dataset/associatedParty/organizationName,8.05,6.43,2.06,5.17,4.02,4.49,6.42,6.39,4.77,2.96,5.15,4.15,8.0,4.0
/eml:eml/dataset/associatedParty/phone,15.99,10.26,4.12,11.97,7.2,8.15,13.01,12.43,8.83,2.6,9.46,7.0,14.96,7.36
/eml:eml/dataset/associatedParty/phone/@phonetype,15.99,10.26,4.12,11.97,7.2,8.15,13.01,12.43,8.83,2.6,9.46,7.0,14.96,7.36
/eml:eml/dataset/associatedParty/role,8.05,6.43,2.06,6.0,4.08,4.49,6.73,6.41,4.81,2.96,5.17,4.15,8.02,4.0
/eml:eml/dataset/associatedParty/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
/eml:eml/dataset/associatedParty/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
/eml:eml/dataset/contact/@scope,2.0,2.0,2.0,2.0,1.97,1.92,1.95,1.51,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,2.0,2.0,2.0,2.0,1.97,1.92,1.95,1.51,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,2.0,2.0,2.0,2.0,1.97,1.92,2.0,1.98,2.0,2.0,2.95,3.03,2.02,2.0
/eml:eml/dataset/contact/address/city,2.0,2.0,2.0,2.0,1.97,1.92,2.0,1.98,2.0,2.0,2.95,3.03,2.02,2.0
/eml:eml/dataset/contact/address/country,2.0,2.0,2.0,2.0,1.97,1.92,2.0,1.98,2.0,2.0,2.95,3.03,2.0,2.0
/eml:eml/dataset/contact/address/deliveryPoint,5.99,5.89,5.76,5.79,5.13,5.34,6.01,5.04,5.66,3.36,7.49,7.7,5.58,6.0
/eml:eml/dataset/contact/address/postalCode,2.0,2.0,2.0,2.0,1.97,1.92,2.0,1.98,2.0,2.0,2.95,3.03,2.02,2.0
/eml:eml/dataset/contact/electronicMailAddress,2.0,2.0,2.0,2.0,1.97,1.92,2.0,1.98,1.99,2.0,2.94,2.97,2.0,2.0
/eml:eml/dataset/contact/individualName/givenName,1.0,0.74,0.26,0.97,0.8,0.71,0.95,0.96,0.79,1.04,0.89,0.76,1.04,1.0
/eml:eml/dataset/contact/individualName/surName,1.0,0.74,0.26,0.97,0.8,0.71,0.95,0.96,0.79,1.48,0.89,0.76,1.04,1.0
/eml:eml/dataset/contact/onlineUrl,1.97,2.0,2.0,2.0,1.95,1.9,2.0,1.73,2.0,0.68,2.91,3.03,1.98,2.0
/eml:eml/dataset/contact/organizationName,2.0,2.0,2.0,1.72,1.97,1.92,1.9,1.98,2.0,2.0,3.0,3.0,2.0,2.0
/eml:eml/dataset/contact/phone,4.0,3.91,4.0,4.0,3.87,3.83,4.0,3.86,3.93,3.76,5.81,6.0,3.96,4.0
/eml:eml/dataset/contact/phone/@phonetype,4.0,3.91,4.0,4.0,3.87,3.83,4.0,3.86,3.93,3.76,5.81,6.0,3.96,4.0
/eml:eml/dataset/contact/positionName,2.0,1.74,1.15,1.97,1.77,1.63,1.95,1.94,1.79,1.96,2.87,2.73,2.0,2.0
/eml:eml/dataset/coverage/@scope,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.76,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,2.0,2.0,1.88,2.0,2.0,2.34,1.95,1.53,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2.0,2.0,1.88,2.0,2.0,2.34,2.0,2.0,2.08,1.52,2.16,2.0,1.98,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2.0,2.0,1.88,2.0,2.0,2.34,2.0,2.0,2.08,1.52,2.16,2.0,1.98,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2.0,2.0,1.88,2.0,2.0,2.34,2.0,2.0,2.08,1.52,2.16,2.0,1.98,2.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2.0,2.0,1.88,2.0,2.0,2.34,2.0,2.0,2.08,1.52,2.16,2.0,1.98,2.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,2.0,2.0,1.88,2.0,2.0,2.34,2.0,2.0,2.08,1.52,2.16,2.0,1.98,2.0
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/commonName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,2.72,1.14,3.73,0.54,0.43
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.0,0.0,0.0,0.0,0.03,4.95,0.0,0.02,3.33,3.28,3.39,3.82,0.62,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.0,0.0,0.0,0.0,0.03,4.95,0.0,0.1,3.34,3.28,3.4,3.85,0.62,1.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.76,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.96,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.96,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/@scope,1.05,1.1,1.0,1.28,1.27,1.1,1.27,1.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,1.05,1.1,1.0,1.28,1.27,1.1,1.27,1.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.05,1.1,1.0,1.28,1.27,1.1,1.3,1.41,1.53,1.56,1.55,1.27,1.46,1.57
/eml:eml/dataset/creator/address/city,1.05,1.1,1.0,1.28,1.27,1.1,1.3,1.41,1.53,1.48,1.55,1.27,1.46,1.57
/eml:eml/dataset/creator/address/country,1.05,1.1,1.0,1.28,1.27,1.1,1.3,1.41,1.53,1.56,1.55,1.27,1.46,1.57
/eml:eml/dataset/creator/address/deliveryPoint,3.15,3.21,2.88,3.76,2.92,2.22,3.64,2.73,3.62,1.84,3.63,2.88,3.23,3.71
/eml:eml/dataset/creator/address/postalCode,1.05,1.1,1.0,1.28,1.27,1.1,1.3,1.41,1.53,1.48,1.55,1.27,1.46,1.43
/eml:eml/dataset/creator/electronicMailAddress,1.05,1.1,1.0,1.28,1.27,1.1,1.3,1.41,1.51,1.56,1.54,1.21,1.46,1.57
/eml:eml/dataset/creator/individualName/givenName,1.05,0.84,0.15,1.24,1.07,0.81,1.25,1.37,1.32,1.56,1.43,1.0,1.46,1.57
/eml:eml/dataset/creator/individualName/salutation,1.05,0.84,0.15,1.24,1.03,0.81,1.25,1.33,1.26,1.56,1.4,0.97,1.38,1.57
/eml:eml/dataset/creator/individualName/surName,1.05,0.84,0.15,1.24,1.07,0.81,1.25,1.37,1.32,1.56,1.43,1.0,1.46,1.57
/eml:eml/dataset/creator/onlineUrl,1.05,1.1,1.0,1.28,1.1,0.73,1.03,0.71,1.16,0.68,1.12,1.09,1.08,1.29
/eml:eml/dataset/creator/organizationName,1.05,1.1,1.0,0.72,1.27,1.1,0.9,1.41,1.49,1.44,1.52,1.24,1.46,1.43
/eml:eml/dataset/creator/phone,2.1,2.12,2.0,2.52,2.38,2.2,2.6,2.45,2.99,2.8,3.01,2.48,2.85,2.86
/eml:eml/dataset/creator/phone/@phonetype,2.1,2.12,2.0,2.52,2.38,2.2,2.6,2.45,2.99,2.8,3.01,2.48,2.85,2.86
/eml:eml/dataset/creator/positionName,1.05,0.84,0.15,1.24,0.8,0.81,1.23,1.33,1.32,1.48,1.43,1.0,1.46,1.57
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.86
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.86
/eml:eml/dataset/dataTable/@scope,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.71,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,6.66,11.53,10.82,9.03,18.32,22.51,11.51,10.57,14.63,14.52,13.6,10.67,13.15,13.86
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,6.66,11.53,10.82,9.03,18.32,22.51,10.57,10.27,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,6.66,11.53,10.82,9.03,18.32,22.51,11.51,10.57,14.63,14.52,13.6,10.67,13.15,13.86
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,6.66,11.52,10.82,9.03,18.32,22.51,11.51,10.57,14.61,14.52,13.58,10.67,13.15,13.86
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,6.66,11.53,10.82,9.03,18.32,22.51,11.51,10.57,14.63,14.52,13.6,10.67,13.15,13.86
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,1.15,1.76,1.11,1.09,1.19,1.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,1.15,1.76,1.11,1.09,1.19,1.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,1.15,1.76,1.11,1.09,1.19,1.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,1.15,1.76,1.11,1.09,1.19,1.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,1.09,0.36,1.04,1.03,1.12,1.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,1.15,2.0,1.11,1.09,1.21,1.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum,1.18,1.33,0.88,1.52,1.33,1.17,1.3,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/maximum/@exclusive,1.18,1.33,0.88,1.52,1.33,1.17,1.3,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum,1.13,1.33,0.88,1.52,1.28,1.17,1.26,0.84,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimeDomain/bounds/minimum/@exclusive,1.13,1.33,0.88,1.52,1.28,1.17,1.26,0.84,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,1.17,1.09,0.88,1.48,1.18,1.12,1.27,0.76,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,1.18,1.33,0.88,1.52,1.5,1.17,1.3,0.94,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.13,0.04,0.0,0.14,1.52,0.1,0.18,1.86,0.34,0.2,0.64,0.0,0.15,0.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,0.02,0.01,0.0,0.14,1.5,0.1,0.18,1.86,0.34,0.2,0.64,0.0,0.1,0.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.16,0.01,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.13,0.04,0.0,0.14,1.48,0.1,0.18,1.86,0.33,0.04,0.63,0.0,0.15,0.21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.0,0.86,2.56,0.21,0.65,1.37,0.29,0.02,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.86,3.21,0.66,0.75,4.02,0.36,0.06,3.55,2.28,4.01,7.76,0.17,0.86
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.86,3.21,0.66,0.75,4.02,0.36,0.06,3.55,2.28,4.01,7.76,0.17,0.86
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.08,1.13,0.65,0.21,0.88,1.25,0.32,0.39,1.03,2.88,0.52,0.55,0.77,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/@enforced,0.0,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.13,1.17,0.0,0.0,0.3,0.24,0.34,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.13,1.17,0.0,0.0,0.3,0.24,0.34,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ordinal/nonNumericDomain/textDomain/definition,1.25,2.21,2.15,1.31,1.5,1.93,1.91,0.73,1.88,2.2,1.71,1.7,1.83,2.14
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,4.02,5.96,4.59,5.66,12.22,16.59,7.43,6.57,9.61,6.04,8.95,6.06,9.08,9.36
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,3.83,5.7,4.59,5.59,12.2,16.59,7.42,6.57,9.6,5.92,8.94,6.06,8.17,9.36
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2.51,2.55,0.56,3.55,5.1,7.54,3.62,5.49,4.37,1.6,4.27,1.76,3.94,3.79
