Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2016_EML,33,33,1.00,100.00%
Abstract,2016_EML,33,33,1.00,100.00%
Attribute Definition,2016_EML,345,33,10.45,100.00%
Attribute List,2016_EML,33,33,1.00,100.00%
Author,2016_EML,42,33,1.27,100.00%
Author / Originator,2016_EML,42,33,1.27,100.00%
Author / Originator Email Address,2016_EML,34,33,1.03,100.00%
Author / Originator World Wide Web Address,2016_EML,40,31,1.21,93.94%
Bounding Box,2016_EML,64,33,1.94,100.00%
Contributor Name,2016_EML,137,33,4.15,100.00%
Contributor Role,2016_EML,78,33,2.36,100.00%
Distribution Format,2016_EML,33,33,1.00,100.00%
Easternmost Longitude,2016_EML,61,33,1.85,100.00%
End Time,2016_EML,33,33,1.00,100.00%
Entity Type Definition,2016_EML,33,33,1.00,100.00%
Entity and Attribute Information,2016_EML,33,33,1.00,100.00%
Instrument,2016_EML,95,33,2.88,100.00%
Keyword,2016_EML,506,33,15.33,100.00%
Keyword Vocabulary,2016_EML,33,33,1.00,100.00%
Maintenance,2016_EML,33,33,1.00,100.00%
Metadata Access Constraints,2016_EML,33,33,1.00,100.00%
Metadata Contact,2016_EML,33,33,1.00,100.00%
Metadata Modified Date,2016_EML,33,33,1.00,100.00%
Metadata Use Constraints,2016_EML,33,33,1.00,100.00%
Northernmost Latitude,2016_EML,61,33,1.85,100.00%
Organization Name,2016_EML,263,33,7.97,100.00%
Originating Organization,2016_EML,40,33,1.21,100.00%
Parent Identifier,2016_EML,33,33,1.00,100.00%
Process Step,2016_EML,33,33,1.00,100.00%
Project Description,2016_EML,33,33,1.00,100.00%
Project Name,2016_EML,40,31,1.21,93.94%
Publication Date,2016_EML,33,33,1.00,100.00%
Publisher,2016_EML,33,33,1.00,100.00%
Publisher E-Mail,2016_EML,33,33,1.00,100.00%
Publisher URL,2016_EML,33,33,1.00,100.00%
Related Resource Citation,2016_EML,33,33,1.00,100.00%
Related Resource Identifier,2016_EML,33,33,1.00,100.00%
Resource Access Constraints,2016_EML,33,33,1.00,100.00%
Resource Contact,2016_EML,100,33,3.03,100.00%
Resource Creation/Revision Date,2016_EML,66,33,2.00,100.00%
Resource Distribution,2016_EML,33,33,1.00,100.00%
Resource Format,2016_EML,33,33,1.00,100.00%
Resource Identifier,2016_EML,33,33,1.00,100.00%
Resource Identifier Type,2016_EML,33,33,1.00,100.00%
Resource Lineage,2016_EML,33,33,1.00,100.00%
Resource Long Name,2016_EML,33,33,1.00,100.00%
Resource Quality Description,2016_EML,33,33,1.00,100.00%
Resource Revision Date,2016_EML,33,33,1.00,100.00%
Resource Status,2016_EML,33,33,1.00,100.00%
Resource Title,2016_EML,33,33,1.00,100.00%
Resource Use Constraints,2016_EML,33,33,1.00,100.00%
Resource on-line Link,2016_EML,33,33,1.00,100.00%
Rights,2016_EML,33,33,1.00,100.00%
Security Constraints,2016_EML,33,33,1.00,100.00%
Southernmost Latitude,2016_EML,61,33,1.85,100.00%
Spatial Extent,2016_EML,66,33,2.00,100.00%
Start Time,2016_EML,33,33,1.00,100.00%
Taxonomic Extent,2016_EML,2,2,0.06,6.06%
Temporal Extent,2016_EML,33,33,1.00,100.00%
Unknown,2016_EML,12358,33,374.48,100.00%
Westernmost Longitude,2016_EML,59,33,1.79,100.00%
