Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NWT_2018_EML,4.0,4.0,1.0,1.0
Resource Identifier,NWT_2018_EML,4.0,4.0,1.0,1.0
Resource Title,NWT_2018_EML,4.0,4.0,1.0,1.0
Author / Originator,NWT_2018_EML,8.0,4.0,2.0,1.0
Metadata Contact,NWT_2018_EML,0.0,0.0,0.0,0.0
Contributor Name,NWT_2018_EML,0.0,0.0,0.0,0.0
Publisher,NWT_2018_EML,4.0,4.0,1.0,1.0
Publication Date,NWT_2018_EML,4.0,4.0,1.0,1.0
Resource Contact,NWT_2018_EML,5.0,4.0,1.25,1.0
Abstract,NWT_2018_EML,4.0,4.0,1.0,1.0
Keyword,NWT_2018_EML,81.0,4.0,20.25,1.0
Resource Distribution,NWT_2018_EML,4.0,4.0,1.0,1.0
Spatial Extent,NWT_2018_EML,4.0,4.0,1.0,1.0
Taxonomic Extent,NWT_2018_EML,0.0,0.0,0.0,0.0
Temporal Extent,NWT_2018_EML,4.0,4.0,1.0,1.0
Maintenance,NWT_2018_EML,3.0,3.0,0.75,0.75
Resource Use Constraints,NWT_2018_EML,4.0,4.0,1.0,1.0
Process Step,NWT_2018_EML,4.0,4.0,1.0,1.0
Project Description,NWT_2018_EML,0.0,0.0,0.0,0.0
Entity Type Definition,NWT_2018_EML,4.0,4.0,1.0,1.0
Attribute Definition,NWT_2018_EML,76.0,4.0,19.0,1.0
Resource Access Constraints,NWT_2018_EML,4.0,4.0,1.0,1.0
Resource Format,NWT_2018_EML,4.0,4.0,1.0,1.0
Attribute List,NWT_2018_EML,4.0,4.0,1.0,1.0
Attribute Constraints,NWT_2018_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NWT_2018_EML,0.0,0.0,0.0,0.0
