XPath,NWT_2005_EML,NWT_2006_EML,NWT_2007_EML,NWT_2010_EML,NWT_2013_EML,NWT_2015_EML,NWT_2018_EML
/eml:eml/additionalMetadata/unitList/unit/@id,0.2356687898089172,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplerToSI,0.2356687898089172,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@name,0.2356687898089172,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.2356687898089172,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.2356687898089172,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.2356687898089172,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.0,0.0,0.0,0.0,0.0,0.4549356223175965,0.0
/eml:eml/dataset/@scope,0.9235668789808916,1.0,0.4166666666666667,1.0,0.0,0.4034334763948498,0.25
/eml:eml/dataset/@system,0.0,0.0,0.0,0.0,0.0,0.4549356223175965,0.0
/eml:eml/dataset/abstract/para,1.0,1.0,1.0,1.0,1.0,0.9957081545064378,1.0
/eml:eml/dataset/abstract/para/ulink,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/abstract/para/ulink/@url,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/abstract/section/para,0.044585987261146494,0.0,0.0,0.0,0.0,0.12446351931330472,0.0
/eml:eml/dataset/abstract/section/para/ulink,0.0,0.0,0.0,0.0,0.0,0.06008583690987125,0.0
/eml:eml/dataset/abstract/section/para/ulink/@url,0.0,0.0,0.0,0.0,0.0,0.06008583690987125,0.0
/eml:eml/dataset/abstract/section/title,0.044585987261146494,0.0,0.0,0.0,0.0,0.184549356223176,0.0
/eml:eml/dataset/access/@authSystem,0.8662420382165605,1.0,0.4166666666666667,1.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.8662420382165605,1.0,0.4166666666666667,1.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.8662420382165605,1.0,0.4166666666666667,1.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.8662420382165605,1.0,0.4166666666666667,1.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.8662420382165605,1.0,0.4166666666666667,1.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para,0.0,0.0,0.0,0.0,0.0,0.4549356223175965,0.0
/eml:eml/dataset/additionalInfo/section/title,0.0,0.0,0.0,0.0,0.0,0.4549356223175965,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.0,0.0,0.0,1.0,0.030042918454935626,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/associatedParty/@id,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/@scope,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/@system,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/address/city,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/address/country,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/address/postalCode,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.3648068669527897,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.3648068669527897,0.0
/eml:eml/dataset/associatedParty/onlineUrl,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/organizationName,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/phone,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/positionName,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/associatedParty/role,0.10191082802547773,0.0,0.5833333333333334,0.0,0.0,0.4034334763948498,0.0
/eml:eml/dataset/contact/@scope,0.8535031847133758,1.0,0.4166666666666667,1.0,0.0,0.24034334763948495,0.0
/eml:eml/dataset/contact/address/@scope,0.8535031847133758,1.0,0.4166666666666667,1.0,0.0,0.23605150214592274,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,0.0,0.0,0.0,0.0,1.0,0.10300429184549356,0.25
/eml:eml/dataset/contact/individualName/surName,0.0,0.0,0.0,0.0,1.0,0.12875536480686695,0.25
/eml:eml/dataset/contact/onlineUrl,0.12101910828025478,0.0,0.5833333333333334,0.0,0.0,1.0,0.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,0.25
/eml:eml/dataset/contact/phone,0.12738853503184713,0.0,0.5833333333333334,0.0,1.0,1.0,0.0
/eml:eml/dataset/contact/phone/@phonetype,0.12738853503184713,0.0,0.5833333333333334,0.0,1.0,1.0,0.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/@scope,0.9235668789808916,1.0,0.4166666666666667,1.0,0.0,0.4034334763948498,0.25
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.9171974522292994,1.0,0.4166666666666667,1.0,0.0,0.3948497854077253,0.25
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.012738853503184714,0.0,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.012738853503184714,0.0,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.012738853503184714,0.0,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.1592356687898089,0.0,0.5833333333333334,0.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/taxonomicCoverage/@scope,0.05732484076433121,0.5,0.0,0.0,0.0,0.012875536480686695,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/generalTaxonomicCoverage,0.0,0.0,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankName,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/taxonomicCoverage/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonomicClassification/taxonRankValue,0.05732484076433121,0.5,0.0,0.0,0.0,0.017167381974248927,0.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.9171974522292994,1.0,0.4166666666666667,1.0,0.0,0.3905579399141631,0.25
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.9936305732484076,1.0,1.0,1.0,1.0,0.6738197424892703,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.9936305732484076,1.0,1.0,1.0,1.0,0.6738197424892703,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,0.006369426751592357,0.0,0.0,0.0,0.0,0.296137339055794,0.0
/eml:eml/dataset/creator/@id,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/creator/@scope,0.9171974522292994,1.0,0.4166666666666667,1.0,0.0,0.37339055793991416,0.75
/eml:eml/dataset/creator/address/@scope,0.9108280254777071,1.0,0.4166666666666667,1.0,0.0,0.33047210300429186,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,0.9570815450643776,1.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,1.0,1.0,0.9570815450643776,1.0
/eml:eml/dataset/creator/address/country,0.9681528662420382,1.0,1.0,1.0,1.0,0.8884120171673819,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,0.9570815450643776,1.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,1.0,1.0,0.8755364806866953,1.0
/eml:eml/dataset/creator/electronicMailAddress,0.05732484076433121,0.0,0.5833333333333334,0.0,1.0,0.4463519313304721,0.25
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0,1.0,1.0,0.8412017167381974,1.0
/eml:eml/dataset/creator/individualName/salutation,0.01910828025477707,0.0,0.0,0.0,0.0,0.02575107296137339,0.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,1.0,1.0,0.8669527896995708,1.0
/eml:eml/dataset/creator/onlineUrl,0.01910828025477707,0.0,0.0,0.0,0.0,0.02145922746781116,1.0
/eml:eml/dataset/creator/organizationName,0.01910828025477707,0.0,0.0,0.0,1.0,0.3819742489270386,1.0
/eml:eml/dataset/creator/phone,0.9235668789808916,1.0,1.0,1.0,1.0,0.703862660944206,0.75
/eml:eml/dataset/creator/phone/@phonetype,0.9235668789808916,1.0,1.0,1.0,1.0,0.703862660944206,0.75
/eml:eml/dataset/creator/positionName,0.01910828025477707,0.0,0.0,0.0,1.0,0.30472103004291845,0.0
/eml:eml/dataset/dataTable/@id,0.03184713375796178,0.0,0.0,0.0,0.0,0.02145922746781116,0.5
/eml:eml/dataset/dataTable/@scope,0.5286624203821656,0.0,0.4166666666666667,1.0,0.0,0.3948497854077253,0.25
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.5286624203821656,0.0,0.4166666666666667,1.0,0.0,0.3948497854077253,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum,0.05732484076433121,0.0,0.0,0.0,0.0,0.14163090128755365,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/maximum/@exclusive,0.05732484076433121,0.0,0.0,0.0,0.0,0.14163090128755365,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,0.12101910828025478,0.0,0.5833333333333334,0.0,0.0,0.2575107296137339,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,0.12101910828025478,0.0,0.5833333333333334,0.0,0.0,0.2575107296137339,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.11464968152866242,0.0,0.5833333333333334,0.0,0.0,0.2274678111587983,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.1337579617834395,0.0,0.5833333333333334,0.0,1.0,0.5236051502145923,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,0.43312101910828027,0.0,0.4166666666666667,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,0.0,0.0,0.0,0.0,0.0,0.5
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.006369426751592357,0.0,0.5833333333333334,0.0,0.0,0.055793991416309016,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.006369426751592357,0.0,0.5833333333333334,0.0,0.0,0.055793991416309016,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.445859872611465,0.0,0.4166666666666667,1.0,0.0,0.4120171673819743,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.025477707006369428,0.0,0.4166666666666667,0.0,0.0,0.09871244635193133,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.025477707006369428,0.0,0.4166666666666667,0.0,0.0,0.09871244635193133,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.03184713375796178,0.0,0.4166666666666667,0.0,0.0,0.1072961373390558,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.03184713375796178,0.0,0.4166666666666667,0.0,0.0,0.1072961373390558,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.6114649681528662,0.0,1.0,1.0,1.0,0.5278969957081545,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,0.012738853503184714,0.0,0.0,0.0,1.0,0.06437768240343347,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.28662420382165604,0.0,0.0,0.0,0.0,0.2703862660944206,0.25
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.5859872611464968,0.0,1.0,1.0,1.0,0.5021459227467812,0.75
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,0.6178343949044586,0.0,1.0,1.0,0.0,0.5321888412017167,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,0.6178343949044586,0.0,1.0,1.0,0.0,0.5321888412017167,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.12738853503184713,0.0,0.5833333333333334,0.0,1.0,0.2875536480686695,0.0
/eml:eml/dataset/dataTable/caseSensitive,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/coverage/geographicCoverage/geographicDescription,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,1.0,0.017167381974248927,0.5
/eml:eml/dataset/dataTable/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,1.0,0.017167381974248927,0.5
/eml:eml/dataset/dataTable/entityDescription,0.15286624203821655,0.0,0.5833333333333334,0.0,1.0,0.30472103004291845,1.0
/eml:eml/dataset/dataTable/entityName,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/methods/methodStep/description/para,0.0,0.0,0.0,0.0,0.0,0.008583690987124462,0.0
/eml:eml/dataset/dataTable/methods/sampling/samplingDescription/para,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/methods/sampling/samplingDescription/para/ulink,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/methods/sampling/samplingDescription/para/ulink/@url,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0
/eml:eml/dataset/dataTable/numberOfRecords,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/@scope,0.5414012738853503,0.0,0.4166666666666667,1.0,0.0,0.4034334763948498,0.25
/eml:eml/dataset/dataTable/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/authentication/@method,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.10828025477707008,0.0,0.5833333333333334,0.0,0.0,0.4849785407725322,0.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.14012738853503184,0.0,0.5833333333333334,0.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.6178343949044586,0.0,1.0,1.0,1.0,0.5450643776824035,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.11464968152866242,0.0,0.5833333333333334,0.0,0.0,0.4978540772532189,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@system,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/deny/permission,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/deny/principal,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/onlineDescription,0.01910828025477707,0.0,0.0,0.0,0.0,0.04721030042918455,0.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.1592356687898089,0.0,0.5833333333333334,0.0,1.0,0.5450643776824035,1.0
