Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NWT_2015_EML,233.0,233.0,1.0,1.0
Resource Identifier,NWT_2015_EML,233.0,233.0,1.0,1.0
Resource Title,NWT_2015_EML,233.0,233.0,1.0,1.0
Author / Originator,NWT_2015_EML,310.0,233.0,1.33,1.0
Metadata Contact,NWT_2015_EML,189.0,174.0,0.81,0.7467811158798283
Contributor Name,NWT_2015_EML,179.0,94.0,0.77,0.4034334763948498
Publisher,NWT_2015_EML,224.0,224.0,0.96,0.96137339055794
Publication Date,NWT_2015_EML,229.0,229.0,0.98,0.9828326180257512
Resource Contact,NWT_2015_EML,498.0,233.0,2.14,1.0
Abstract,NWT_2015_EML,233.0,233.0,1.0,1.0
Keyword,NWT_2015_EML,5188.0,233.0,22.27,1.0
Resource Distribution,NWT_2015_EML,233.0,233.0,1.0,1.0
Spatial Extent,NWT_2015_EML,233.0,233.0,1.0,1.0
Taxonomic Extent,NWT_2015_EML,4.0,4.0,0.02,0.017167381974248927
Temporal Extent,NWT_2015_EML,226.0,226.0,0.97,0.9699570815450644
Maintenance,NWT_2015_EML,233.0,233.0,1.0,1.0
Resource Use Constraints,NWT_2015_EML,177.0,177.0,0.76,0.759656652360515
Process Step,NWT_2015_EML,125.0,125.0,0.54,0.5364806866952789
Project Description,NWT_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,NWT_2015_EML,73.0,71.0,0.31,0.30472103004291845
Attribute Definition,NWT_2015_EML,2162.0,127.0,9.28,0.5450643776824035
Resource Access Constraints,NWT_2015_EML,233.0,233.0,1.0,1.0
Resource Format,NWT_2015_EML,129.0,127.0,0.55,0.5450643776824035
Attribute List,NWT_2015_EML,129.0,127.0,0.55,0.5450643776824035
Attribute Constraints,NWT_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NWT_2015_EML,0.0,0.0,0.0,0.0
