Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,NWT_2013_EML,3.0,3.0,1.0,1.0
Resource Identifier,NWT_2013_EML,3.0,3.0,1.0,1.0
Resource Title,NWT_2013_EML,3.0,3.0,1.0,1.0
Author / Originator,NWT_2013_EML,6.0,3.0,2.0,1.0
Metadata Contact,NWT_2013_EML,3.0,3.0,1.0,1.0
Contributor Name,NWT_2013_EML,0.0,0.0,0.0,0.0
Publisher,NWT_2013_EML,3.0,3.0,1.0,1.0
Publication Date,NWT_2013_EML,3.0,3.0,1.0,1.0
Resource Contact,NWT_2013_EML,3.0,3.0,1.0,1.0
Abstract,NWT_2013_EML,3.0,3.0,1.0,1.0
Keyword,NWT_2013_EML,159.0,3.0,53.0,1.0
Resource Distribution,NWT_2013_EML,3.0,3.0,1.0,1.0
Spatial Extent,NWT_2013_EML,3.0,3.0,1.0,1.0
Taxonomic Extent,NWT_2013_EML,0.0,0.0,0.0,0.0
Temporal Extent,NWT_2013_EML,3.0,3.0,1.0,1.0
Maintenance,NWT_2013_EML,3.0,3.0,1.0,1.0
Resource Use Constraints,NWT_2013_EML,3.0,3.0,1.0,1.0
Process Step,NWT_2013_EML,3.0,3.0,1.0,1.0
Project Description,NWT_2013_EML,0.0,0.0,0.0,0.0
Entity Type Definition,NWT_2013_EML,3.0,3.0,1.0,1.0
Attribute Definition,NWT_2013_EML,94.0,3.0,31.33,1.0
Resource Access Constraints,NWT_2013_EML,3.0,3.0,1.0,1.0
Resource Format,NWT_2013_EML,3.0,3.0,1.0,1.0
Attribute List,NWT_2013_EML,3.0,3.0,1.0,1.0
Attribute Constraints,NWT_2013_EML,0.0,0.0,0.0,0.0
Resource Quality Description,NWT_2013_EML,0.0,0.0,0.0,0.0
