Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2007_EML,12,12,1.00,100.00%
Abstract,2007_EML,7,7,0.58,58.33%
Attribute Definition,2007_EML,34,7,2.83,58.33%
Attribute List,2007_EML,7,7,0.58,58.33%
Author,2007_EML,7,7,0.58,58.33%
Author / Originator,2007_EML,7,7,0.58,58.33%
Author / Originator World Wide Web Address,2007_EML,7,7,0.58,58.33%
Bounding Box,2007_EML,7,7,0.58,58.33%
Contributor Name,2007_EML,14,7,1.17,58.33%
Contributor Role,2007_EML,7,7,0.58,58.33%
Distribution Format,2007_EML,7,7,0.58,58.33%
Easternmost Longitude,2007_EML,7,7,0.58,58.33%
End Time,2007_EML,7,7,0.58,58.33%
Entity Type Definition,2007_EML,7,7,0.58,58.33%
Entity and Attribute Information,2007_EML,7,7,0.58,58.33%
Keyword,2007_EML,70,7,5.83,58.33%
Maintenance,2007_EML,7,7,0.58,58.33%
Metadata Access Constraints,2007_EML,7,7,0.58,58.33%
Metadata Contact,2007_EML,7,7,0.58,58.33%
Metadata Use Constraints,2007_EML,7,7,0.58,58.33%
Northernmost Latitude,2007_EML,7,7,0.58,58.33%
Organization Name,2007_EML,28,7,2.33,58.33%
Process Step,2007_EML,7,7,0.58,58.33%
Project Name,2007_EML,7,7,0.58,58.33%
Publication Date,2007_EML,7,7,0.58,58.33%
Publisher,2007_EML,7,7,0.58,58.33%
Publisher E-Mail,2007_EML,7,7,0.58,58.33%
Publisher URL,2007_EML,7,7,0.58,58.33%
Resource Access Constraints,2007_EML,7,7,0.58,58.33%
Resource Contact,2007_EML,7,7,0.58,58.33%
Resource Creation/Revision Date,2007_EML,7,7,0.58,58.33%
Resource Distribution,2007_EML,7,7,0.58,58.33%
Resource Format,2007_EML,7,7,0.58,58.33%
Resource Identifier,2007_EML,7,7,0.58,58.33%
Resource Identifier Type,2007_EML,7,7,0.58,58.33%
Resource Lineage,2007_EML,7,7,0.58,58.33%
Resource Long Name,2007_EML,7,7,0.58,58.33%
Resource Status,2007_EML,7,7,0.58,58.33%
Resource Title,2007_EML,7,7,0.58,58.33%
Resource Use Constraints,2007_EML,7,7,0.58,58.33%
Resource on-line Link,2007_EML,7,7,0.58,58.33%
Responsible Party Identifier,2007_EML,14,7,1.17,58.33%
Responsible Party Identifier Type,2007_EML,7,7,0.58,58.33%
Rights,2007_EML,7,7,0.58,58.33%
Security Constraints,2007_EML,7,7,0.58,58.33%
Southernmost Latitude,2007_EML,7,7,0.58,58.33%
Spatial Extent,2007_EML,7,7,0.58,58.33%
Start Time,2007_EML,7,7,0.58,58.33%
Temporal Extent,2007_EML,7,7,0.58,58.33%
Unknown,2007_EML,1417,12,118.08,100.00%
Westernmost Longitude,2007_EML,7,7,0.58,58.33%
