Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2018_EML,4,4,1.00,100.00%
Abstract,2018_EML,4,4,1.00,100.00%
Attribute Definition,2018_EML,76,4,19.00,100.00%
Attribute List,2018_EML,4,4,1.00,100.00%
Author,2018_EML,8,4,2.00,100.00%
Author / Originator,2018_EML,8,4,2.00,100.00%
Author / Originator Email Address,2018_EML,4,4,1.00,100.00%
Author / Originator Identifier,2018_EML,4,4,1.00,100.00%
Author / Originator World Wide Web Address,2018_EML,1,1,0.25,25.00%
Bounding Box,2018_EML,4,4,1.00,100.00%
Distribution Format,2018_EML,4,4,1.00,100.00%
Easternmost Longitude,2018_EML,4,4,1.00,100.00%
End Time,2018_EML,4,4,1.00,100.00%
Entity Type Definition,2018_EML,4,4,1.00,100.00%
Entity and Attribute Information,2018_EML,4,4,1.00,100.00%
Keyword,2018_EML,81,4,20.25,100.00%
Maintenance,2018_EML,3,3,0.75,75.00%
Metadata Access Constraints,2018_EML,4,4,1.00,100.00%
Metadata Use Constraints,2018_EML,4,4,1.00,100.00%
Northernmost Latitude,2018_EML,4,4,1.00,100.00%
Organization Name,2018_EML,9,4,2.25,100.00%
Originating Organization,2018_EML,4,4,1.00,100.00%
Process Step,2018_EML,4,4,1.00,100.00%
Project Name,2018_EML,1,1,0.25,25.00%
Publication Date,2018_EML,4,4,1.00,100.00%
Publisher,2018_EML,4,4,1.00,100.00%
Publisher E-Mail,2018_EML,1,1,0.25,25.00%
Publisher URL,2018_EML,1,1,0.25,25.00%
Resource Access Constraints,2018_EML,4,4,1.00,100.00%
Resource Contact,2018_EML,5,4,1.25,100.00%
Resource Creation/Revision Date,2018_EML,4,4,1.00,100.00%
Resource Distribution,2018_EML,4,4,1.00,100.00%
Resource Format,2018_EML,4,4,1.00,100.00%
Resource Identifier,2018_EML,4,4,1.00,100.00%
Resource Identifier Type,2018_EML,4,4,1.00,100.00%
Resource Lineage,2018_EML,4,4,1.00,100.00%
Resource Long Name,2018_EML,4,4,1.00,100.00%
Resource Status,2018_EML,4,4,1.00,100.00%
Resource Title,2018_EML,4,4,1.00,100.00%
Resource Use Constraints,2018_EML,4,4,1.00,100.00%
Resource on-line Link,2018_EML,4,4,1.00,100.00%
Rights,2018_EML,4,4,1.00,100.00%
Security Constraints,2018_EML,4,4,1.00,100.00%
Southernmost Latitude,2018_EML,4,4,1.00,100.00%
Spatial Extent,2018_EML,4,4,1.00,100.00%
Start Time,2018_EML,4,4,1.00,100.00%
Temporal Extent,2018_EML,4,4,1.00,100.00%
Unknown,2018_EML,489,4,122.25,100.00%
Westernmost Longitude,2018_EML,4,4,1.00,100.00%
